strategy,symbol,trades,exposure,full_ann_pct,oos_sharpe,oos_hold_sharpe,oos_sharpe_gap,is_excess_ann_pct,is_t,is_p,oos_excess_ann_pct,oos_t,oos_p,bonferroni_alpha,bonferroni_t_bar,beats_bonferroni,beats_fdr
Stochastic reversion,MSFT,70.0,0.3494033412887828,-17.839098857525883,0.2564361472792726,0.758518520439947,-0.5020823731606745,-18.12560441831069,-3.0986635791845503,0.0019439562260863408,-17.40865591524762,-2.148145217890169,0.03170222103674325,0.00014367816091954023,3.8017491435230113,False,False
Z-score mean reversion,QQQ,79.0,0.13747016706443915,-12.170270100828711,0.36137378242191665,0.8819074032771961,-0.5205336208552794,-9.371005261330371,-2.118236659728752,0.03415502990680186,-16.375856164949575,-2.1457325975710546,0.03189431888934102,0.00014367816091954023,3.8017491435230113,False,False
Keltner breakout,XOM,58.0,0.23269689737470167,-11.32374483810827,-0.043844626755691986,0.6889250736096219,-0.7327697003653139,-3.5068752445426408,-0.6463274058416911,0.51806734287893,-23.067727530950304,-2.1427924616331366,0.03212976690339375,0.00014367816091954023,3.8017491435230113,False,False
VWAP reversion,GLD,49.0,0.160381861575179,-6.667701032818113,0.4538806214984211,0.9492956056479085,-0.49541498414948737,-1.9096952391504833,-0.44474857007275276,0.6565014649251064,-13.816078912790692,-2.1241705955891668,0.03365588105144024,0.00014367816091954023,3.8017491435230113,False,False
Trend strength gated,GLD,42.5,0.21455847255369928,-5.357514127441436,0.5117137221413915,0.9492956056479085,-0.43758188350651694,-1.6178692582281873,-0.372227318521802,0.7097236078698406,-10.975917261295272,-2.1195345251146285,0.034045319196145396,0.00014367816091954023,3.8017491435230113,False,False
SMA crossover,MSFT,45.5,0.6503579952267303,-11.803989970647851,0.2638886378441827,0.758518520439947,-0.49462988259576435,-8.09453713016441,-1.7887449123570573,0.07365590632431651,-17.377032917969146,-2.119132745527849,0.03407925005152457,0.00014367816091954023,3.8017491435230113,False,False
Trend strength gated,NVDA,56.0,0.31408114558472555,-27.935597328571284,1.0839771578510147,1.3108354985960402,-0.22685834074502553,-24.055089970439745,-2.1762398042889677,0.029537334007934124,-33.765630784784435,-2.118991275890055,0.034091204241802675,0.00014367816091954023,3.8017491435230113,False,False
Walk-forward logistic,JPM,175.0,0.05704057279236277,-17.37427417048301,-0.0018263220073139776,0.7018389436765345,-0.7036652656838486,-14.60617769777317,-1.9359332957107747,0.0528758711766919,-21.533033208036915,-2.1092426316363366,0.034923643821420214,0.00014367816091954023,3.8017491435230113,False,False
Adaptive channel,AAPL,223.0,0.08997613365155131,-23.652909817757255,0.3798141671550853,0.87676848310913,-0.4969543159540447,-22.78311829780329,-2.8681909567111767,0.004128262875277233,-24.95967545257459,-2.1000931543382078,0.035720647401564776,0.00014367816091954023,3.8017491435230113,False,False
Keltner breakout,NVDA,62.0,0.3329355608591885,-28.81742356458037,1.1710864234082825,1.3108354985960402,-0.1397490751877577,-24.221359505015,-2.1372281928267665,0.03257943602568347,-35.722501885850924,-2.100002064779364,0.03572865949318427,0.00014367816091954023,3.8017491435230113,False,False
Adaptive channel,JPM,197.0,0.0711217183770883,-21.492959190998704,-0.5467495055942719,0.7018389436765345,-1.2485884492708066,-19.418621756101707,-2.485103832127931,0.012951365283111471,-24.609421944144426,-2.0924884371163692,0.03639484503824142,0.00014367816091954023,3.8017491435230113,False,False
Trend strength gated,KO,51.5,0.264200477326969,-11.20296927924783,-0.19102381127192491,0.5980152216433454,-0.7890390329152703,-9.266799786019135,-2.3433267884978974,0.019112634499176107,-14.111849969492846,-2.08018072984591,0.037508959054863844,0.00014367816091954023,3.8017491435230113,False,False
Bollinger reversion,AAPL,61.0,0.18687350835322195,-20.787827194797448,0.3905324222210831,0.87676848310913,-0.48623606088804694,-21.44279365386866,-3.17730795628163,0.0014864910106657803,-19.80381247283562,-2.078964218266481,0.03762063939624127,0.00014367816091954023,3.8017491435230113,False,False
Trend strength gated,MSFT,55.5,0.2947494033412888,-17.177501723748982,0.15794370769823876,0.758518520439947,-0.6005748127417083,-15.060039717824091,-2.389079520711389,0.016890645992993836,-20.35875437900651,-2.0741369971637784,0.03806658941934149,0.00014367816091954023,3.8017491435230113,False,False
Keltner breakout,SPY,71.0,0.3620525059665871,-12.064989448109449,0.20120691787322245,0.8195964811093545,-0.618389563236132,-10.15289911679083,-2.3371530059682617,0.019431229704958808,-14.937693858662806,-2.0694179435552007,0.03850688413486303,0.00014367816091954023,3.8017491435230113,False,False
Volatility-targeted trend,AAPL,52.16543943856449,0.4849622756666342,-16.139834485441362,0.6346575557639365,0.87676848310913,-0.24211092734519357,-14.601092342726169,-2.545045940501734,0.010926336210616228,-18.451624502722552,-2.0508072449405192,0.04028572174358569,0.00014367816091954023,3.8017491435230113,False,False
Adaptive channel,KO,172.0,0.06467780429594272,-12.946396201096249,-0.7518884381362146,0.5980152216433454,-1.3499036597795602,-11.051652604672363,-2.4123378041650487,0.015850588168899282,-15.79303905952282,-2.050374561491622,0.04032789361910294,0.00014367816091954023,3.8017491435230113,False,False
Regime-filtered trend,AAPL,60.5,0.5548926014319809,-15.8267418134365,0.41935811227380543,0.87676848310913,-0.4574103708353246,-13.7374180392442,-2.1851966532449567,0.028874430812650065,-18.96571988517702,-2.0477798551711777,0.04058157509792548,0.00014367816091954023,3.8017491435230113,False,False
52-week high,QQQ,177.0,0.40381861575178996,-16.310521410151104,0.3860793468018103,0.8819074032771961,-0.4958280564753858,-15.037203747359875,-3.0642846678064224,0.0021819118456463116,-18.223540479398377,-2.0411955246600413,0.04123139638015183,0.00014367816091954023,3.8017491435230113,False,False
Sell in May,JPM,16.5,0.4909307875894988,-8.200375262064224,0.29894136585479114,0.7018389436765345,-0.4028975778217434,-4.30776995108187,-0.7349296012053147,0.4623823695181306,-14.048584555445723,-2.0329216674937642,0.04206043758080158,0.00014367816091954023,3.8017491435230113,False,False
Adaptive channel,XOM,158.0,0.062291169451073984,-13.154605396576011,-0.29005654636862294,0.6889250736096219,-0.9789816199782448,-5.534691236025005,-0.9605303906623884,0.33678834327662543,-24.602684317594992,-2.0281727254547106,0.04254262253707153,0.00014367816091954023,3.8017491435230113,False,False
Gap fade,NVDA,1150.0,0.36062052505966585,-46.73149561952395,0.4356578832434003,1.3108354985960402,-0.8751776153526398,-43.48372267161789,-2.681780593034036,0.007323147193649682,-51.61091555021915,-2.0272148532756256,0.04264044478732898,0.00014367816091954023,3.8017491435230113,False,False
Trend strength gated,QQQ,58.0,0.2398568019093079,-15.26496712616906,0.4202583429315108,0.8819074032771961,-0.46164906034568526,-14.637982045531048,-2.964358838716297,0.0030331436643467047,-16.206942919361765,-2.015001772716313,0.0439044633325667,0.00014367816091954023,3.8017491435230113,False,False
RSI mean reversion,JNJ,23.0,0.13627684964200476,-9.409674086744827,0.12647790549814766,0.6971368036331438,-0.5706588981349962,-7.505170384163597,-1.7312859789573118,0.08340077093123588,-12.270980426046977,-2.0020085145625353,0.04528381578729945,0.00014367816091954023,3.8017491435230113,False,False
Walk-forward logistic,MSFT,164.0,0.057279236276849645,-20.78528935480793,0.16393907980121558,0.758518520439947,-0.5945794406387315,-20.79511121231033,-2.907112348541931,0.003647821584638944,-20.770533099360772,-2.001516125495494,0.045336797757746794,0.00014367816091954023,3.8017491435230113,False,False
RSI mean reversion,XOM,27.0,0.16945107398568018,-7.902957973538227,0.08163271297099423,0.6889250736096219,-0.6072923606386276,0.7164875334903154,0.14749549276035065,0.8827409370790913,-20.852722280692817,-1.9994007655452553,0.045565009177097604,0.00014367816091954023,3.8017491435230113,False,False
VWAP reversion,SPY,48.0,0.10739856801909307,-9.53860577176409,0.37614872298678614,0.8195964811093545,-0.4434477581225683,-8.445303781788892,-2.2050232471977314,0.027452463268788474,-11.181171186810456,-1.9956771432308826,0.0459690765592673,0.00014367816091954023,3.8017491435230113,False,False
Volatility breakout,GLD,128.5,0.4262529832935561,-4.081362672461062,0.5710163546708947,0.9492956056479085,-0.37827925097701376,-0.20027473884728658,-0.052929845479641496,0.9577878044656087,-9.912268379174712,-1.9927345480025676,0.04629052219886143,0.00014367816091954023,3.8017491435230113,False,False
