strategy,symbol,sessions,trades,trades_per_session,win_rate,expectancy_pct,expectancy_bps,gross_bps,cost_bps,payoff_ratio,profit_factor,t_stat,p_value,kelly,suggested_size,stdev_pct,trades_needed,avg_bars_held,bonferroni_t_bar,clears_bar
Day of week,IWM,383,73,0.1906005221932115,0.5068493150684932,0.06914989164249627,6.914989164249627,9.01498916424963,2.1,1.2941584741177985,1.330107320621071,0.8760312970750814,0.38101301986181935,0.12579035297524754,0.031447588243811886,0.6744244585261121,746.0,60.0,3.3840362518645586,False
Day of week,AAPL,383,73,0.1906005221932115,0.4520547945205479,-0.04423175340015215,-4.423175340015216,-0.4231753400152157,4.0,1.0597565460461174,0.874299150488047,-0.39990970378433943,0.6892230247803586,0.0,0.0,0.9450039924929191,,60.0,3.3840362518645586,False
Day of week,NVDA,209,41,0.19617224880382775,0.6585365853658537,0.3749204253456435,37.49204253456435,41.49204253456436,4.0,1.4443742896533318,2.7855789871885683,2.0283290493377963,0.04252667606133276,0.42212735468361695,0.10553183867090424,1.183566376186884,79.0,60.0,3.3840362518645586,False
Day of week,ALL,1741,333,0.19126938541068353,0.5315315315315315,0.0819783142491481,8.19783142491481,10.840864457947843,,1.2119366283564734,1.3750819437121526,1.9353805743207613,0.052943611312776806,0.14498618129835472,0.03624654532458868,0.77295591083434,697.0,60.0,3.3840362518645586,False
Donchian breakout,SPY,383,364,0.9503916449086162,0.4010989010989011,0.012534069713615467,1.2534069713615468,2.8434069713615466,1.59,1.6930718389502988,1.1338921490217597,0.5882178805131347,0.5563860571703172,0.04736252375036737,0.011840630937591842,0.40654121029711443,8248.0,19.23901098901099,3.3840362518645586,False
Donchian breakout,QQQ,383,356,0.9295039164490861,0.3792134831460674,0.0037771180481875116,0.37771180481875116,2.4977118048187514,2.12,1.68624507414722,1.0300592081894782,0.11788361586446497,0.9061598753674356,0.01106621536657143,0.0027665538416428576,0.6045498373772364,200845.0,19.25,3.3840362518645586,False
Donchian breakout,IWM,383,356,0.9295039164490861,0.41292134831460675,0.005304104705410018,0.5304104705410018,2.6304104705410025,2.1,1.4737958397836324,1.0365932461636076,0.20311562668870314,0.8390446579773696,0.014576722934484865,0.003644180733621216,0.4927126930512413,67652.0,18.35674157303371,3.3840362518645586,False
Donchian breakout,AAPL,383,337,0.8798955613577023,0.3560830860534125,-0.03940189590464941,-3.940189590464941,0.05981040953505954,4.0,1.4343157709854926,0.7931700116048808,-1.4599567832638372,0.1443019516951476,0.0,0.0,0.4954411436363652,,16.961424332344215,3.3840362518645586,False
Donchian breakout,NVDA,209,175,0.8373205741626795,0.37714285714285717,0.012360766520694677,1.2360766520694677,5.2360766520694675,4.0,1.7324577404573698,1.0490111089007927,0.13408490530266615,0.8933354356761576,0.017620585221402862,0.004405146305350716,1.2195076751581584,76313.0,18.66857142857143,3.3840362518645586,False
Donchian breakout,ALL,1741,1588,0.9121194715680643,0.3866498740554156,-0.0020906726087585167,-0.20906726087585167,2.391109061542284,,1.564259902635518,0.9860940248646899,-0.13353061150963474,0.8937737565519044,0.0,0.0,0.6239222025576325,,18.497481108312343,3.3840362518645586,False
