timestamp,IWO,XBI,ARKK,QQQ,IWF,SPY,IWD,VTV,SPLV,USMV
2002-01-31,47.16896438598633,,,32.449886322021484,9.600862503051758,72.58219146728516,31.658828735351562,,,
2002-02-28,44.04356002807617,,,28.464210510253906,9.253031730651855,71.28038787841797,31.81980323791504,,,
2002-03-28,47.87122344970703,,,30.385417938232422,9.556864738464355,73.65191650390625,33.32463073730469,,,
2002-04-30,46.8462028503418,,,26.73680877685547,8.760298728942871,69.36865234375,32.090187072753906,,,
2002-05-31,43.881256103515625,,,25.312759399414062,8.53133487701416,68.95704650878906,32.10173034667969,,,
2002-06-28,40.4334831237793,,,21.992788314819336,7.745362281799316,63.86748123168945,30.24283790588379,,,
2002-07-31,34.457462310791016,,,20.09684944152832,7.338826656341553,58.833465576171875,27.595142364501953,,,
2002-08-30,34.36423110961914,,,19.793500900268555,7.331120014190674,59.233604431152344,27.693634033203125,,,
2002-09-30,31.708656311035156,,,17.459402084350586,6.616486549377441,53.02281188964844,24.652835845947266,,,
2002-10-31,33.533905029296875,,,20.68670082092285,7.174294948577881,57.38574981689453,26.55771827697754,,,
2002-11-29,36.420372009277344,,,23.357845306396484,7.585408687591553,60.92536544799805,28.252901077270508,,,
2002-12-31,33.887672424316406,,,20.535015106201172,7.03762674331665,57.47881317138672,26.888917922973633,,,
2003-01-31,33.24139404296875,,,20.594005584716797,6.863426685333252,56.065162658691406,26.220495223999023,,,
2003-02-28,32.42499923706055,,,21.200700759887695,6.846010684967041,55.30947494506836,25.65176010131836,,,
2003-03-31,32.55255889892578,,,21.276535034179688,6.953541278839111,55.42782211303711,25.58209991455078,,,
2003-04-30,35.89719009399414,,,23.13033676147461,7.496635913848877,60.11763000488281,27.82790184020996,,,
2003-05-30,40.16094207763672,,,25.102108001708984,7.88844108581543,63.41424560546875,29.690563201904297,,,
2003-06-30,40.259124755859375,,,25.236919403076172,7.97867488861084,64.08971405029297,29.954578399658203,,,
2003-07-31,43.8206672668457,,,26.795793533325195,8.176925659179688,65.2450942993164,30.463991165161133,,,
2003-08-29,46.12119674682617,,,28.135595321655273,8.373237609863281,66.59081268310547,30.908260345458984,,,
2003-09-30,44.83906555175781,,,27.318241119384766,8.298052787780762,65.86457061767578,30.611494064331055,,,
2003-10-31,48.726993560791016,,,29.643892288208008,8.741958618164062,69.39012145996094,32.54668045043945,,,
2003-11-28,50.560115814208984,,,29.81243324279785,8.82373332977295,70.14794921875,32.89798355102539,,,
2003-12-31,50.63425064086914,,,30.73447608947754,9.157865524291992,73.67732238769531,35.15298843383789,,,
2004-01-30,53.060874938964844,,,31.24867820739746,9.359414100646973,75.13385772705078,35.75522232055664,27.449487686157227,,
2004-02-27,53.189029693603516,,,30.82720184326172,9.414202690124512,76.15345001220703,36.520084381103516,28.162887573242188,,
2004-03-31,53.44063949584961,,,30.21185302734375,9.233244895935059,75.1447982788086,36.25443649291992,27.68594741821289,,
2004-04-30,50.661712646484375,,,29.309877395629883,9.12934684753418,73.72296142578125,35.2377815246582,27.215166091918945,,
2004-05-28,51.781837463378906,,,30.810344696044922,9.307737350463867,74.98529052734375,35.58270263671875,27.416927337646484,,
2004-06-30,53.472991943359375,,,31.813474655151367,9.394349098205566,76.3726577758789,36.51579284667969,28.091480255126953,,
2004-07-30,48.741695404052734,,,29.411027908325195,8.901566505432129,73.91202545166016,36.053714752197266,27.66893768310547,,
2004-08-31,47.5695686340332,,,28.677648544311523,8.805365562438965,74.0920639038086,36.49756622314453,28.063323974609375,,
2004-09-30,50.162200927734375,,,29.62175178527832,8.893939971923828,74.83574676513672,37.01021194458008,28.404048919677734,,
2004-10-29,51.360626220703125,,,31.10538101196289,9.015933990478516,75.79994201660156,37.57855224609375,28.846101760864258,,
2004-11-30,55.81188201904297,,,32.976776123046875,9.372090339660645,79.17440795898438,39.47917938232422,30.22323226928711,,
2004-12-31,57.65257263183594,,,33.97343444824219,9.721821784973145,81.5592041015625,40.81936264038086,31.24993324279785,,
2005-01-31,55.16828918457031,,,31.828842163085938,9.391497611999512,79.73059844970703,40.105926513671875,30.6278076171875,,
2005-02-28,55.93070983886719,,,31.675649642944336,9.504243850708008,81.3972396850586,41.477439880371094,31.678009033203125,,
2005-03-31,53.691566467285156,,,31.12246322631836,9.298258781433105,79.90830993652344,40.80005645751953,31.13513946533203,,
2005-04-29,50.44846725463867,,,29.76929473876953,9.127647399902344,78.41120910644531,40.093292236328125,30.641586303710938,,
2005-05-31,53.966129302978516,,,32.40752410888672,9.583929061889648,80.9379653930664,41.04804611206055,31.404895782470703,,
2005-06-30,55.68683624267578,,,31.330114364624023,9.53842544555664,81.06061553955078,41.486045837402344,31.836549758911133,,
2005-07-29,59.78409194946289,,,33.715232849121094,10.023293495178223,84.16205596923828,42.76846694946289,32.650516510009766,,
2005-08-31,58.86503982543945,,,33.20413589477539,9.87624454498291,83.37310028076172,42.55681610107422,32.45425033569336,,
2005-09-30,59.16328430175781,,,33.613014221191406,9.922066688537598,84.0422134399414,43.12381362915039,33.01466751098633,,
2005-10-31,56.49748229980469,,,33.110408782958984,9.784674644470215,82.05453491210938,41.86468505859375,32.142669677734375,,
2005-11-30,60.160823822021484,,,35.12923049926758,10.240657806396484,85.66104125976562,43.462093353271484,33.27627944946289,,
2005-12-30,59.97237777709961,,,34.5052604675293,10.183584213256836,85.49711608886719,43.530433654785156,33.50398635864258,,
2006-01-31,65.34456634521484,,,35.862937927246094,10.321335792541504,87.55023956298828,45.15108871459961,34.5178337097168,,
2006-02-28,65.47370147705078,16.751602172851562,,35.094451904296875,10.34728717803955,88.051513671875,45.61140823364258,34.82257843017578,,
2006-03-31,68.64778900146484,15.843892097473145,,35.82829284667969,10.552153587341309,89.50474548339844,46.35196304321289,35.37316131591797,,
2006-04-28,68.64778900146484,15.062254905700684,,35.75992202758789,10.52414321899414,90.63531494140625,47.41074752807617,36.234031677246094,,
2006-05-31,63.832984924316406,14.160855293273926,,33.17084884643555,10.135994911193848,87.9052963256836,46.256866455078125,35.361351013183594,,
2006-06-30,63.449684143066406,14.457119941711426,,33.15044021606445,10.120819091796875,88.13459777832031,46.488285064697266,35.68141174316406,,
2006-07-31,60.50995635986328,14.176609992980957,,31.722488403320312,9.914188385009766,88.52928161621094,47.60363006591797,36.582637786865234,,
2006-08-31,62.113433837890625,14.655679702758789,,33.23592758178711,10.197053909301758,90.46119689941406,48.323822021484375,37.19331359863281,,
2006-09-29,62.421234130859375,14.362567901611328,,34.7779426574707,10.483741760253906,92.90377044677734,49.380924224853516,37.99404525756836,,
2006-10-31,66.49463653564453,15.97942066192627,,36.429141998291016,10.863903999328613,95.83183288574219,50.905853271484375,39.18692398071289,,
2006-11-30,68.09117889404297,15.919534683227539,,37.678226470947266,11.073095321655273,97.73748779296875,52.09762191772461,39.99811553955078,,
2006-12-29,67.8798599243164,14.542217254638672,,36.9703483581543,11.093624114990234,99.04430389404297,53.3192024230957,41.001094818115234,,
2007-01-31,69.28792572021484,15.059107780456543,,37.749847412109375,11.383918762207031,100.53401184082031,53.938114166259766,41.319580078125,,
2007-02-28,69.02877807617188,15.182024955749512,,37.1159782409668,11.178295135498047,98.56178283691406,53.132205963134766,40.66456604003906,,
2007-03-30,69.7737808227539,15.207232475280762,,37.31077194213867,11.248564720153809,99.70397186279297,53.894859313964844,41.35184860229492,,
2007-04-30,71.50300598144531,16.562503814697266,,39.39358901977539,11.765926361083984,104.12043762207031,55.88494110107422,43.08720397949219,,
2007-05-31,74.83175659179688,16.940706253051758,,40.63643264770508,12.198408126831055,107.65219116210938,57.875057220458984,44.62904357910156,,
2007-06-29,74.32209014892578,16.074827194213867,,40.831172943115234,11.995413780212402,106.0782699584961,56.53300476074219,43.696571350097656,,
2007-07-31,70.51294708251953,15.897863388061523,,40.77116394042969,11.825237274169922,102.7569580078125,53.71775817871094,41.63604736328125,,
2007-08-31,72.14051055908203,17.59478187561035,,41.920589447021484,11.969079971313477,104.07561492919922,54.5192985534668,42.24388885498047,,
2007-09-28,73.88551330566406,18.343698501586914,,44.12233352661133,12.532764434814453,108.10482788085938,56.35382843017578,43.744380950927734,,
2007-10-31,77.62577819824219,19.149490356445312,,47.22916030883789,12.894147872924805,109.5714340209961,56.419376373291016,43.81169128417969,,
2007-11-30,72.45362091064453,19.187408447265625,,44.036521911621094,12.451553344726562,105.32746124267578,53.69841766357422,41.60334014892578,,
2007-12-31,72.53419494628906,18.76384162902832,,44.005069732666016,12.3678560256958,104.14139556884766,52.93132019042969,40.95357131958008,,
2008-01-31,65.90462493896484,17.71438217163086,,38.77292251586914,11.391122817993164,97.84492492675781,50.794254302978516,39.016632080078125,,
2008-02-29,63.680294036865234,16.97154426574707,,36.90000915527344,11.201886177062988,95.31634521484375,48.82212448120117,37.49296188354492,,
2008-03-31,63.035804748535156,16.917802810668945,,37.590911865234375,11.108602523803711,94.46400451660156,48.767574310302734,37.32497787475586,,
2008-04-30,66.6726303100586,17.654319763183594,,40.59162902832031,11.724838256835938,98.96632385253906,50.799285888671875,38.921600341796875,,
2008-05-30,70.35298156738281,18.950347900390625,,42.99909973144531,12.110494613647461,100.4623794555664,50.67316818237305,38.69795227050781,,
2008-06-30,66.26374816894531,18.420305252075195,,38.86470031738281,11.27184772491455,92.066162109375,45.846187591552734,35.011016845703125,,
2008-07-31,67.39897155761719,22.12290382385254,,39.114234924316406,11.04540729522705,91.23883056640625,45.688655853271484,34.94844436645508,,
2008-08-29,69.52510070800781,20.56896209716797,,39.682106018066406,11.188642501831055,92.64881896972656,46.45112991333008,35.51786804199219,,
2008-09-30,61.676063537597656,19.226051330566406,,33.50112533569336,9.963683128356934,83.92375946044922,43.014854431152344,33.084110260009766,,
2008-10-31,48.3202018737793,17.102962493896484,,28.317955017089844,8.196697235107422,70.06067657470703,35.70993423461914,27.71316909790039,,
2008-11-28,42.57133483886719,15.692902565002441,,25.07202911376953,7.505084991455078,65.18399810791016,33.037078857421875,25.8702335357666,,
2008-12-31,44.60619354248047,17.146799087524414,,25.64301300048828,7.6409010887146,65.82255554199219,33.62483596801758,26.25682258605957,,
2009-01-30,41.5716438293457,16.874980926513672,,25.05668830871582,7.249166488647461,60.417564392089844,29.73407745361328,23.341527938842773,,
2009-02-27,37.239078521728516,14.79958438873291,,23.737472534179688,6.704861640930176,53.9257698059082,25.816165924072266,20.177438735961914,,
