horizon_m,real_t_Q1,real_t_Q2,real_t_Q3,real_t_Q4,real_max_abs_t,null_max_abs_t_p95,p_max_abs,real_best_signed_t,null_best_signed_p95,p_best_signed,p_Q4_two_sided
3,-0.8513523545965903,-1.1736475892313438,0.39707793527258983,-1.8817737078528678,1.8817737078528678,3.1241577953620134,0.568,0.39707793527258983,3.0089272953143973,0.908,0.188
12,-0.7589535392211051,-0.8544438806291034,0.2573560095795534,-3.799941473373518,3.799941473373518,5.010941657206102,0.186,0.2573560095795534,4.777160616283095,0.957,0.042
