symbol,2021,2022,2023,2024,2025,2026
AAPL,0.6647831145101762,0.7439645872849686,0.5461347314393012,0.8924797030511422,1.6801898667179311,1.3777900247989676
AMD,1.9436339950961683,1.7672528055147327,1.5976993129889774,2.21763398101147,2.3046829042611865,6.15548761720981
IWM,0.4366240232614469,0.5872013326851296,0.5613089725234153,0.5120466526134466,0.5538478579929055,0.3788535086404128
NVDA,3.3235042209364467,1.6786973308721027,1.8151931668068098,3.072230323071243,0.7954312214787151,0.5235739155470512
QQQ,0.27118131776423154,0.670983326063737,0.2598448726122919,0.23351066640872048,0.1793448532509107,0.21953449814110848
SPY,0.21334471171776426,0.24751556254076967,0.22294307425739573,0.20000443080782654,0.1601460704609971,0.2587522964278663
TSLA,,,1.7024174327541728,1.3941654177275267,,1.5305263480096891
