round_trip_bps,n,mean_pct,total_pct,win_rate,t,p
0,5917,0.05410330162077898,320.12923569014924,0.4601994253844854,7.079864640091137,1.4428458428028534e-12
2,5917,0.03410330162077897,201.78923569014918,0.44329896907216493,4.4626991703328045,8.093364124439617e-06
5,5917,0.004103301620778976,24.2792356901492,0.4155822207199594,0.5369509656953066,0.5913014849951184
10,5917,-0.04589669837922102,-271.5707643098508,0.37214804799729595,-6.0059627087005225,1.90199900274024e-09
20,5917,-0.14589669837922103,-863.2707643098508,0.29423694439749876,-19.091790057492183,0.0
40,5917,-0.345896698379221,-2046.6707643098507,0.18269393273618387,-45.2634447550755,0.0
