round_trip_bps,n,mean_pct,total_pct,win_rate,t,p
0,355,0.006997673057250458,2.4841739353239127,0.4253521126760563,0.30727204546100867,0.7586363116079486
2,355,-0.013002326942749541,-4.615826064676087,0.4112676056338028,-0.5709400200273516,0.5680403016715734
5,355,-0.043002326942749546,-15.265826064676089,0.38309859154929576,-1.8882581182598923,0.05899130692276877
10,355,-0.09300232694274956,-33.01582606467609,0.3380281690140845,-4.083788281980794,4.430740205663142e-05
20,355,-0.19300232694274955,-68.51582606467609,0.2647887323943662,-8.474848609422594,0.0
40,355,-0.3930023269427496,-139.5158260646761,0.15211267605633802,-17.2569692643062,0.0
