cost_bps,trades,symbols,win_rate,mean_r,mean_ret_bps,t_stat,breakeven_bps,target_rate,stop_rate,median_risk_pct
0,9825,10,0.40427480916030534,0.05364494079902303,0.8299749922271437,1.187230558047929,0.8299749922271437,0.2513994910941476,0.529058524173028,0.38276094404808
1,9825,10,0.40427480916030534,0.05364494079902303,-0.17002500777285698,-0.2432108036395254,0.829974992227143,0.2513994910941476,0.529058524173028,0.38276094404808
2,9825,10,0.40427480916030534,0.05364494079902303,-1.1700250077728573,-1.6736521653269796,0.8299749922271427,0.2513994910941476,0.529058524173028,0.38276094404808
3,9825,10,0.40427480916030534,0.05364494079902303,-2.170025007772857,-3.1040935270144328,0.8299749922271431,0.2513994910941476,0.529058524173028,0.38276094404808
5,9825,10,0.40427480916030534,0.05364494079902303,-4.170025007772858,-5.96497625038934,0.8299749922271422,0.2513994910941476,0.529058524173028,0.38276094404808
10,9825,10,0.40427480916030534,0.05364494079902303,-9.170025007772857,-13.117183058826607,0.8299749922271431,0.2513994910941476,0.529058524173028,0.38276094404808
