draw,n,mean_pct,median_pct,win_rate,avg_R,t
117,1924,1.2285610143577554,-1.6133917310715784,0.24220374220374222,0.2680831970271921,2.5142573684207647
118,1924,1.3632564176094781,-1.5708887365927404,0.24688149688149688,0.2660406139265305,2.970654469471966
119,1924,1.1775389946399324,-1.6662678753830484,0.23700623700623702,0.3252894643119367,2.215902153754246
120,1924,1.1812559097200845,-1.6055913717606507,0.25467775467775466,0.6713985091092455,2.234760025615158
121,1924,1.2650218603998016,-1.4796063075251886,0.24688149688149688,0.2403770598507447,2.624374957321305
122,1924,1.1985816131752391,-1.475280567238868,0.24636174636174638,0.24731436665750736,2.3149940583669766
123,1924,1.1992613927035443,-1.602332631161707,0.251039501039501,0.32012334983049184,2.7559848038641404
124,1924,1.2273382631355911,-1.5211835675674745,0.251039501039501,0.2584516961154258,2.4275387688389274
125,1924,1.4813825610322897,-1.5328429524492149,0.26195426195426197,0.42516794029948574,2.802233725325866
126,1924,1.241723097234446,-1.5547434949505279,0.24116424116424118,0.30498006116323956,2.7275073663452107
127,1924,1.2149886455946555,-1.6451282051282046,0.24844074844074845,0.16286834940818562,2.5500318509022586
128,1924,1.0175616426211067,-1.5940486244318153,0.24324324324324326,0.23841716489353085,2.0836503302751783
129,1924,0.8427568540317507,-1.6314748002797919,0.23492723492723494,0.2843246298885669,1.6776198744634432
130,1924,1.196810680344641,-1.5508564200639563,0.25,0.1936460955414374,2.6799131714943507
131,1924,1.1664321702424132,-1.5976579051494522,0.24116424116424118,0.8375179064197449,2.158446607640434
132,1924,1.6232233329478698,-1.5492183948629168,0.25519750519750517,0.4712700490033755,3.109722001272
133,1924,1.18546077767663,-1.691053875252102,0.24324324324324326,0.34021883247301704,2.5082838869874493
134,1924,1.1522503478971078,-1.6246964417696075,0.24376299376299376,0.3049500236242557,2.39320623245182
135,1924,0.9959850002393206,-1.6950415639211014,0.24376299376299376,0.4431019381023762,1.9138258034885929
136,1924,1.076149193582027,-1.6117427004994855,0.24532224532224534,0.46917450368774416,2.188877880767932
137,1924,1.0778084535271113,-1.5622183254396238,0.24740124740124741,0.2806058155683155,2.4215989753116656
138,1924,1.1979100495471648,-1.4485607170301673,0.25623700623700624,0.8794444564050248,2.28167022773758
139,1924,1.2503809981696576,-1.4840283997069825,0.2448024948024948,0.3571378726844782,2.578151006953305
140,1924,0.9250428058804122,-1.5874489553813598,0.24376299376299376,0.3581429103057307,2.141730570627963
141,1924,1.2909214855332998,-1.4900306528776441,0.24740124740124741,0.4324426043564678,2.544324759342923
142,1924,1.3421153629558773,-1.5856834159845345,0.24012474012474014,0.3985135258643539,2.485947072584991
143,1924,1.0925050817267454,-1.5317286652078876,0.23752598752598753,0.16395863634707183,2.214264207935575
144,1924,1.2263251641594104,-1.5310403533962402,0.24012474012474014,0.3707587807361384,2.7167608869072937
145,1924,1.1604199213022983,-1.5105740181268812,0.24896049896049896,0.29401317874775573,2.589756227380659
146,1924,1.1628143511389168,-1.5814354295904276,0.24376299376299376,0.4687347015223067,2.2024003921036837
147,1924,1.090456955473488,-1.6177974072710932,0.24324324324324326,0.2209018236514229,2.2986401793758686
148,1924,1.1179075493278072,-1.605240194286578,0.24532224532224534,0.37084506904335085,2.270392013397557
149,1924,0.8123753704061499,-1.532079718148488,0.251039501039501,0.23115190097709504,1.8021913917523305
150,1924,1.096239730034102,-1.754606961515659,0.24324324324324326,0.23580548882756447,2.164290537999034
151,1924,0.9378249344370331,-1.6489785569400173,0.23336798336798337,0.3101744971958992,1.8916356225597697
152,1924,1.1490444732939202,-1.6032426768779195,0.24324324324324326,0.29180341283894445,2.2189090939910487
153,1924,1.3169534754323642,-1.6062518113430957,0.25363825363825365,0.47285409093730213,2.451583915712521
154,1924,1.2911129066702356,-1.4669131491561294,0.24532224532224534,0.35537985328864147,2.753292412885657
155,1924,1.3421740173208054,-1.575521540241298,0.2525987525987526,0.3744214003870922,2.5904916669806575
156,1924,1.3638058146893925,-1.5884147020191808,0.24064449064449064,0.30555670644442245,2.747042951828677
157,1924,1.2914506248729425,-1.5376847093323764,0.24844074844074845,0.42136068107978875,2.6414262336871084
158,1924,1.268953068683091,-1.6841304763397014,0.24844074844074845,0.9288258156597782,2.295884518858874
159,1924,1.0045015049285755,-1.6160255347371921,0.23804573804573806,0.826893646395373,1.8325825829788969
160,1924,1.4305687185211389,-1.5745169051345487,0.24740124740124741,0.36193071871545723,3.0147265818590245
161,1924,1.0414690451502768,-1.5999999999999903,0.24584199584199584,0.39884679582540405,2.0432363648433753
162,1924,1.219386229698698,-1.5755789147046284,0.24168399168399168,0.5615411017156071,2.276678482723522
163,1924,1.198342199052423,-1.5458036441704348,0.25623700623700624,0.2777690620705459,2.3389373709560655
164,1924,1.2370638865085015,-1.5636990844725474,0.24532224532224534,0.16418013169070034,2.5215236601436795
165,1924,1.3506284136119449,-1.5705050656907138,0.24272349272349272,0.4906905351307836,2.545425388688579
166,1924,1.1188507517475792,-1.6100741694051512,0.2344074844074844,0.3523740644599254,2.164235037155196
167,1924,1.077181790600163,-1.6135230963774727,0.24220374220374222,0.19677498584528103,2.2524731861075318
168,1924,1.2383692742679702,-1.5532954850855318,0.24896049896049896,0.3486030304274384,2.8868379546144314
169,1924,1.1004844552599415,-1.5873015873015817,0.2448024948024948,0.30001468307369134,2.308062268027487
170,1924,1.2098248086588441,-1.5589148404105968,0.2515592515592516,0.40325955077837683,2.3981291212694367
171,1924,1.5991913091874708,-1.6188612177363948,0.24324324324324326,0.7163609608214058,2.8631456841984018
172,1924,0.9406793834780107,-1.6405990460052589,0.24584199584199584,0.4136308521890418,1.8876256825070143
173,1924,1.531437936808777,-1.444460494005484,0.2515592515592516,0.3688517128883315,2.9745298369945714
174,1924,1.1421332924003162,-1.6549281439563523,0.24740124740124741,0.25802815850810157,2.3604928385406523
175,1924,1.0826728570749669,-1.5892200445396298,0.24636174636174638,0.24136684288398952,2.128321337601651
176,1924,0.920950370093253,-1.6867286026133022,0.23700623700623702,0.347093909530596,2.151068951800586
177,1924,1.2364713736919348,-1.543805710472368,0.25571725571725573,0.30089964070537395,2.5574734507466585
178,1924,1.0611283768425095,-1.5667473561622902,0.2442827442827443,0.2919689130831681,2.115038812878081
179,1924,1.2156416431225545,-1.6691632543018198,0.24532224532224534,0.2917210873123671,2.4237914636610554
180,1924,1.2055645069867134,-1.5305991930764928,0.2494802494802495,0.44071090999220025,2.592732460409062
