entry,hold,honest_excess_pct,honest_t_excess,complement_excess_pct,sign_flipped,lookahead_excess_pct,lookahead_t_excess,lookahead_uplift_x
a1_ret5_topdec,3,0.031151799066856556,0.6921385405049659,-0.0035266187622855494,True,0.8228700237503371,18.55346319613147,26.414847565764386
a1_ret5_topdec,5,0.031085530286384278,0.4576762884752724,-0.003519116636194475,True,0.818738750309713,12.350819760991191,26.338259079605518
e_20d_high,3,-0.11107696832465513,-0.2119420404187889,0.010017486598153463,True,1.2246260421164394,25.92645816523179,-11.025022203856963
e_20d_high,5,-0.10035580158609331,-0.20076564981750208,0.009052500596045343,True,1.2209944524654937,18.079791026979276,-12.166655371867327
c1_rsi_gt60,3,-0.03703748819082606,-0.10765954566699408,0.014974065057176217,True,0.38617590018541803,10.865205389154266,-10.426622296732079
c1_rsi_gt60,5,-0.05383798704117365,-0.13604773819770777,0.021763335208842327,True,0.3724345620662669,7.088511768018551,-6.917691067859582
b1_ma20_up,3,-0.0294810828069004,-0.6134020174635475,0.02792464871516101,True,0.24968574281853345,10.384891844688894,-8.469354550304764
b1_ma20_up,5,-0.050517548545928825,-0.6912140269159457,0.04783877709794304,True,0.23240431380993365,6.732705667743826,-4.600466976314965
