series,deposit_at,end,t2007,t2009,diff,n2007,n2009,ratio,err,err_2007_only,err_ratio
VFINX_TR,close,2020-04,322800.89083782455,266038.72455961583,56762.16627820872,154,135,1.2133605412977728,118839.61539744039,75800.89083782455,0.10573722291212251
VFINX_TR,close,2020-05,339152.9616168837,279691.24642474845,59461.71519213525,155,136,1.212597698184071,148844.20804163214,92152.9616168837,0.10497437979842061
VFINX_TR,close,2020-06,346819.99242572824,286189.3855180592,60630.60690766905,156,137,1.2118548414991552,163009.37794378743,99819.99242572824,0.10423152311350492
VFINX_TR,close,2020-07,367335.5102469551,303293.2266324659,64042.28361448919,157,138,1.2111563265871952,200628.736879421,120335.51024695509,0.10353300820154487
VFINX_TR,close,2020-08,395525.31768423197,326742.68822582805,68782.62945840391,158,139,1.210510080062954,252268.00591006002,148525.31768423197,0.1028867616773037
VFINX_TR,close,2020-09,380681.18516355776,314653.8814644253,66027.30369913246,159,140,1.2098410589814939,225335.06662798306,133681.18516355776,0.10221774059584354
VFINX_TR,close,2020-10,371511.87934039766,307248.39237338625,64263.48696701141,160,141,1.2091580902038201,208760.2717137839,124511.87934039766,0.10153477181816983
VFINX_TR,close,2020-11,413139.04011114803,341847.9366347178,71291.10347643023,161,142,1.2085462447959967,284986.97674586583,166139.04011114803,0.10092292641034639
VFINX_TR,close,2020-12,429992.84144611785,355966.01250747504,74026.82893864281,162,143,1.207960384805244,315958.8539535929,182992.84144611785,0.10033706641959372
VFINX_TR,close,2021-01,426601.06052557676,353330.3130459822,73270.74747959455,163,144,1.2073718126473318,309931.373571559,179601.06052557676,0.09974849426168153
VFINX_TR,close,2021-02,439364.909421892,364073.6653199776,75291.2441019144,164,145,1.206802225136889,333438.57474186964,192364.90942189202,0.09917890675123875
VFINX_TR,close,2021-03,459560.4028395425,380979.74588381907,78580.65695572342,165,146,1.2062594082880376,370540.14872336155,212560.40283954248,0.09863608990238726
VFINX_TR,close,2021-04,485021.4639551646,402258.1876083383,82763.27634682629,166,147,1.2057466545029267,417279.6515635029,238021.4639551646,0.09812333611727642
VFINX_TR,close,2021-05,489361.7654876458,406028.50550223974,83333.25998540607,167,148,1.2052399249218386,425390.27098988555,242361.7654876458,0.09761660653618831
VFINX_TR,close,2021-06,501721.5336343056,416453.8223306683,85267.7113036373,168,149,1.2047470973526901,448175.35596497386,254721.53363430558,0.09712377896703983
VFINX_TR,close,2021-07,514572.06200108834,427290.35017358494,87281.7118275034,169,150,1.2042679217820986,471862.4121746733,267572.06200108834,0.09664460339644831
VFINX_TR,close,2021-08,531158.7505370992,441233.2246403775,89925.5258967217,170,151,1.2038049740474883,502391.9751774767,284158.7505370992,0.096181655661838
VFINX_TR,close,2021-09,507359.0794297486,421632.15416633885,85726.92526340974,171,152,1.203321602530317,458991.23359608743,260359.07942974858,0.09569828414466675
VFINX_TR,close,2021-10,543840.0254223237,452117.99229802913,91722.0331242946,172,153,1.2028718933703326,525958.0177203529,296840.0254223237,0.09524857498468231
VFINX_TR,close,2021-11,541018.1055582562,449940.66320327506,91077.44235498109,173,154,1.2024210074870116,520958.7687615312,294018.10555825615,0.09479768910136133
VFINX_TR,close,2021-12,566171.3967977834,471027.87981803314,95143.5169797503,174,155,1.20199126433133,567199.2766158166,319171.39679778344,0.09436794594567965
VFINX_TR,close,2022-01,537798.9951219817,447591.4279506881,90207.5671712936,175,156,1.201539979405575,515390.42307266983,290798.9951219817,0.09391666101992469
VFINX_TR,close,2022-02,522654.1329043374,435154.6197758728,87499.51312846463,176,157,1.2010768337321833,487808.7526802102,275654.1329043374,0.09345351534653301
VFINX_TR,close,2022-03,542950.923320663,452220.861230521,90730.06209014205,177,158,1.2006321907469282,525171.784551184,295950.92332066305,0.09300887236127786
VFINX_TR,close,2022-04,496549.81387556106,413740.7358345717,82809.07804098935,178,159,1.200147268249891,440290.54971013276,249549.81387556106,0.09252394986424073
VFINX_TR,close,2022-05,498395.39789729845,415445.3027190762,82950.09517822223,179,160,1.1996655026192775,443840.70061637467,251395.39789729845,0.0920421842336272
VFINX_TR,close,2022-06,458165.82861531706,382077.74843668396,76088.0801786331,180,161,1.1991429244177565,370243.577052001,211165.82861531706,0.09151960603210618
VFINX_TR,close,2022-07,501360.8542235656,418265.40184233314,83095.45238123246,181,162,1.1986668082399883,449626.25606589875,254360.8542235656,0.09104348985433797
VFINX_TR,close,2022-08,481851.8375244202,402155.54566031456,79696.29186410562,182,163,1.1981728033446593,414007.38318473473,234851.83752442017,0.09054948495900894
VFINX_TR,close,2022-09,438420.5740095179,366073.02852182346,72347.54548769444,183,164,1.19763145561373,334493.60253134137,191420.5740095179,0.09000813722807965
VFINX_TR,close,2022-10,474850.2705427842,396656.16644559335,78194.10409719084,184,165,1.1971332118642763,401506.43698837754,227850.2705427842,0.08950989347862603
VFINX_TR,close,2022-11,502326.11701292556,419772.20683921914,82553.91017370642,185,166,1.1966635923691016,452098.3238521447,255326.11701292556,0.08904027398345127
VFINX_TR,close,2022-12,474308.8372015737,396523.72130294185,77785.11589863186,186,167,1.1961676230694014,400832.55850451556,227308.8372015737,0.08854430468375107
VFINX_TR,close,2023-01,505039.3860552976,422378.55626113474,82660.82979416288,187,168,1.195703187505234,457417.94231643237,258039.38605529763,0.08807986911958365
VFINX_TR,close,2023-02,493667.31192668545,413031.4448225295,80635.86710415594,188,169,1.1952293659839952,436698.75674921495,246667.31192668545,0.0876060475983449
VFINX_TR,close,2023-03,512728.24999544705,429142.3001803148,83585.94981513225,189,170,1.1947744367777577,471870.55017576186,265728.24999544705,0.08715111839210743
VFINX_TR,close,2023-04,521680.20242695714,436797.9099646654,84882.29246229172,190,171,1.1943285224720013,488478.11239162256,274680.20242695714,0.08670520408635096
VFINX_TR,close,2023-05,524875.2343668021,439635.7894915663,85239.44487523584,191,172,1.1938865008552062,494511.02385836845,277875.23436680215,0.08626318246955589
VFINX_TR,close,2023-06,560491.0504731638,469630.01639803156,90861.03407513228,192,173,1.1934736513905526,560121.0668711953,313491.05047316384,0.0858503330049023
VFINX_TR,close,2023-07,579440.2179969996,485669.4498224081,93770.76817459153,193,174,1.1930752865120096,595109.6678194078,332440.2179969996,0.08545196812635925
VFINX_TR,close,2023-08,571156.065189948,478887.7507863027,92268.31440364523,194,175,1.192672112101733,580043.8159762507,324156.06518994796,0.08504879371608265
VFINX_TR,close,2023-09,544864.6080732085,457005.1354892565,87859.47258395195,195,176,1.1922505148435414,531869.7435624651,297864.6080732085,0.08462719645789107
VFINX_TR,close,2023-10,534338.5552687238,448337.6598530667,86000.89541565703,196,177,1.1918217074243596,512676.2151217905,287338.55526872375,0.08419838903870924
VFINX_TR,close,2023-11,584067.7599306728,490223.9806495367,93843.77928113611,197,178,1.1914304134138747,604291.7405802095,337067.7599306728,0.08380709502822437
VFINX_TR,close,2023-12,611555.9555037323,513456.244720387,98099.71078334533,198,179,1.1910575862930006,655012.2002241192,364555.9555037323,0.08343426790735031
VFINX_TR,close,2024-01,622742.5675146965,523008.8219661846,99733.74554851191,199,180,1.190692281582509,675751.3894808812,375742.5675146965,0.08306896319685864
VFINX_TR,close,2024-02,656926.5848143994,551878.3377201619,105048.24709423748,200,181,1.1903467483942154,738804.9225345613,409926.58481439936,0.08272343000856508
VFINX_TR,close,2024-03,678980.7048070433,570565.7216870993,108414.983119944,201,182,1.190013137836905,779546.4264941426,431980.7048070433,0.08238981945125468
VFINX_TR,close,2024-04,652172.369514283,548197.6306899632,103974.7388243198,202,183,1.1896665235372448,730370.0002042463,405172.369514283,0.08204320515159447
VFINX_TR,close,2024-05,685426.8099539737,576309.8001942276,109117.00975974614,203,184,1.189337418386728,791736.6101482013,438426.80995397374,0.0817141000010777
VFINX_TR,close,2024-06,710926.1261457787,597908.9302754429,113017.1958703358,204,185,1.189020752405005,838835.0564212216,463926.1261457787,0.08139743401935462
VFINX_TR,close,2024-07,720490.8889328553,606112.1374270025,114378.7515058528,205,186,1.188708894679787,856603.0263598579,473490.88893285533,0.08108557629413671
VFINX_TR,close,2024-08,738884.2305592791,621744.2662049311,117139.96435434802,206,187,1.1884053793842917,890628.4967642102,491884.2305592791,0.08078206099864138
VFINX_TR,close,2024-09,755566.1333338595,635940.018299814,119626.11503404554,207,188,1.1881091165702482,921506.1516336735,508566.1333338595,0.08048579818459789
VFINX_TR,close,2024-10,749647.0462298892,631116.4057986796,118530.64043120958,208,189,1.1878110588508768,910763.4520285687,502647.04622988915,0.08018774046522648
VFINX_TR,close,2024-11,794550.5192056502,669078.0695655034,125472.4496401468,209,190,1.1875303575883576,993628.5887711536,547550.5192056502,0.07990703920270725
VFINX_TR,close,2024-12,776532.6711496343,654063.4490259177,122469.22212371661,210,191,1.1872436417385919,960596.120175552,529532.6711496343,0.07962032335294156
VFINX_TR,close,2025-01,799061.7622255811,673197.1246414972,125864.63758408395,211,192,1.1869655008569913,1002258.8868670783,552061.7622255811,0.07934218247134095
VFINX_TR,close,2025-02,789548.6839931771,665340.0195067537,124208.66448642348,212,193,1.1866844934091068,984888.7034999308,542548.6839931771,0.07906117502345644
VFINX_TR,close,2025-03,745952.0505275836,628759.1513709642,117192.89915661933,213,194,1.1863875840233715,904711.2018985478,498952.0505275836,0.07876426563772121
VFINX_TR,close,2025-04,741823.738202659,625436.5232568592,116387.21494579979,214,195,1.1860895720315985,897260.2614595181,494823.73820265895,0.07846625364594817
VFINX_TR,close,2025-05,789416.6598787117,665719.3251419191,123697.3347367926,215,196,1.185810040455747,985135.9850206308,542416.6598787117,0.07818672207009669
VFINX_TR,close,2025-06,830487.5928111984,700511.3589124259,129976.23389877251,216,197,1.1855447913086894,1060998.9517236245,583487.5928111984,0.07792147292303908
VFINX_TR,close,2025-07,849991.5042753522,717119.2984856983,132872.20578965393,217,198,1.185286055012371,1097110.8027610504,602991.5042753522,0.07766273662672063
VFINX_TR,close,2025-08,868138.0733760607,732585.4849629614,135552.5884130993,218,199,1.1850331342832334,1130723.558339022,621138.0733760607,0.07740981589758311
VFINX_TR,close,2025-09,900721.5870137784,760237.4938595911,140484.0931541873,219,200,1.1847897456898298,1190959.0808733695,653721.5870137784,0.07716642730417944
VFINX_TR,close,2025-10,922700.8485952266,778944.653849597,143756.19474562968,220,201,1.1845525147841722,1231645.5024448237,675700.8485952266,0.07692919639852192
VFINX_TR,close,2025-11,925862.4436130759,781769.4737633372,144092.96984973864,221,202,1.1843164445345937,1237631.917376413,678862.4436130759,0.07669312614894341
VFINX_TR,close,2025-12,927319.9684227124,783155.7934938011,144164.17492891126,222,203,1.184081093604337,1240475.7619165136,680319.9684227124,0.0764577752186868
VFINX_TR,close,2026-01,941658.7957352325,795420.9233776985,146237.872357534,223,204,1.1838496675905197,1267079.719112931,694658.7957352325,0.07622634920486937
VFINX_TR,close,2026-02,935402.0379859388,790291.1267084447,145110.91127749416,224,205,1.1836170322218849,1255693.1646943835,688402.0379859388,0.07599371383623454
VFINX_TR,close,2026-03,889665.8148171679,751805.1934238942,137860.6213932737,225,206,1.1833727973671273,1171471.008241062,642665.8148171679,0.07574947898147699
VFINX_TR,close,2026-04,983913.9428138402,831603.8004259641,152310.14238787617,226,207,1.183152292365499,1345517.7432398042,736913.9428138402,0.07552897397984859
VFINX_TR,close,2026-05,1036580.6052910918,876272.4496866214,160308.1556044704,227,208,1.1829432794124715,1442853.0549777132,789580.6052910918,0.07531996102682115
VFINX_TR,close,2026-06,1027587.5104351555,868824.7962531451,158762.7141820104,228,209,1.1827327153491514,1426412.3066883006,780587.5104351555,0.07510939696350105
VFINX_TR,close,2026-07,1027800.6010322797,869159.4646928834,158641.13633939624,229,210,1.1825224746248975,1426960.065725163,780800.6010322797,0.07489915623924714
VFINX_TR,close,2026-08,1056664.9489704592,893722.9474478461,162942.0015226131,230,211,1.1823182474926008,1480387.896418305,809664.9489704592,0.07469492910695053
VFINX_TR,close,2026-09,1045169.9505778725,884154.7282572131,161015.22232065932,231,212,1.1821120412238724,1459324.6788350856,798169.9505778725,0.07448872283822205
VFINX_TR,open,2016-01,167668.78978626203,132598.23847166274,35070.55131459929,103,84,1.2644873093249587,169732.97174207523,79331.21021373797,0.15686399093930836
VFINX_TR,open,2016-02,162698.70208982902,128876.88804575762,33821.814044071405,104,85,1.2624350615299076,178424.40986441338,84301.29791017098,0.15481174314425727
VFINX_TR,open,2016-03,167406.4461726926,132813.8661096988,34592.5800629938,105,86,1.260459100214896,169779.68771760858,79593.55382730739,0.15283578182924562
VFINX_TR,open,2016-04,176687.3287476186,140383.60135419358,36303.72739342501,106,87,1.2586037617159374,152929.06989818782,70312.6712523814,0.15098044333028704
VFINX_TR,open,2016-05,178611.44528338886,142117.8408057827,36493.60447760616,107,88,1.2567841185223048,149270.71391082843,68388.55471661114,0.14916080013665445
VFINX_TR,open,2016-06,181618.85260664564,144715.09787934998,36903.75472729566,108,89,1.255009707128572,143666.04951400438,65381.14739335436,0.14738638874292165
VFINX_TR,open,2016-07,183228.6615971949,146200.99769915655,37027.66389803836,109,90,1.2532654665888916,140570.34070364854,63771.33840280509,0.14564214820324128
VFINX_TR,open,2016-08,190318.04411534272,152059.81068051298,38258.233434829745,110,91,1.251599901799251,127622.1452041443,56681.955884657276,0.14397658341360065
VFINX_TR,open,2016-09,191801.98839551074,153446.47120954652,38355.517185964214,111,92,1.2499602427063046,124751.54039494274,55198.011604489264,0.14233692432065426
VFINX_TR,open,2016-10,192235.5873799434,153993.33598474847,38242.25139519494,112,93,1.24833705400721,123771.07663530813,54764.412620056595,0.14071373562155975
VFINX_TR,open,2016-11,189026.45169952945,151621.54175104975,37404.909948479704,113,94,1.2466991795261886,129352.0065494208,57973.548300470546,0.13907586114053827
VFINX_TR,open,2016-12,197666.50599078333,158749.76772305812,38916.73826772522,114,95,1.2451451666727236,113583.72628615855,49333.494009216665,0.13752184828707326
VFINX_TR,open,2017-01,204970.7733908128,164812.84596386735,40157.92742694545,115,96,1.243657751263815,100216.38064531985,42029.2266091872,0.13603443287816464
VFINX_TR,open,2017-02,208174.6454595961,167584.93484165042,40589.710617945675,116,97,1.2422038153745654,94240.41969875348,38825.3545404039,0.13458049698891505
VFINX_TR,open,2017-03,220306.49903625416,177546.30932696498,42760.189709289174,117,98,1.2408396427466315,72147.19163678086,26693.500963745842,0.1332163243609812
VFINX_TR,open,2017-04,218153.6280881346,176005.39200009705,42148.23608803755,118,99,1.2394712776073036,75840.97991176834,28846.371911865397,0.13184795922165327
VFINX_TR,open,2017-05,222109.79788387587,179390.4168483113,42719.381035564584,119,100,1.2381363608273857,68499.78526781284,24890.20211612413,0.13051304244173534
VFINX_TR,open,2017-06,227549.01978469008,183975.82314220906,43573.19664248102,120,101,1.2368419713975132,58475.157073100854,19450.980215309915,0.12921865301186286
VFINX_TR,open,2017-07,228728.68686336264,185121.08590238978,43607.600960972864,121,102,1.235562581909044,56150.22723424758,18271.313136637356,0.1279392635233938
VFINX_TR,open,2017-08,234419.93841102906,189917.9405630562,44501.997847972845,122,103,1.2343222431542604,45662.121025914734,12580.061588970944,0.1266989247686101
VFINX_TR,open,2017-09,236024.25003700476,191407.53040017313,44616.719636831636,123,104,1.233098037175194,42568.21956282211,10975.749962995236,0.12547471878954375
VFINX_TR,open,2017-10,242311.88023171763,196695.61620949442,45616.264022223215,124,105,1.2319129673619098,30992.503558787954,4688.1197682823695,0.12428964897625949
VFINX_TR,open,2017-11,248366.26572250976,201798.49167610783,46567.77404640193,125,106,1.2307637369319118,22567.77404640193,1366.2657225097646,0.12314041854626145
VFINX_TR,open,2017-12,256045.87610076505,208225.69933409945,47820.176766665594,126,107,1.2296554984307573,23820.176766665594,9045.876100765046,0.12203218004510696
VFINX_TR,open,2018-01,262549.86881140096,213701.74381782673,48848.12499357422,127,108,1.2285808441283266,24848.124993574223,15549.868811400956,0.12095752574267626
VFINX_TR,open,2018-02,276124.5357252313,224936.85937731765,51187.67634791363,128,109,1.22756464409441,31061.395102548937,29124.535725231282,0.1199413257087596
VFINX_TR,open,2018-03,263540.71839199297,214871.1958307276,48669.52256126536,129,110,1.2265055694091567,24669.52256126536,16540.718391992967,0.11888225102350636
VFINX_TR,open,2018-04,255394.40483209168,208413.98259988407,46980.42223220761,130,111,1.22541876339651,22980.42223220761,8394.404832091677,0.11779544501085959
VFINX_TR,open,2018-05,263873.2506766695,215517.0765527207,48356.17412394876,131,112,1.224372819534417,24356.17412394876,16873.25067666947,0.1167495011487667
VFINX_TR,open,2018-06,273456.07364101335,223527.0516415238,49929.021999489545,132,113,1.2233690357959985,26983.125282537163,26456.073641013354,0.11574571741034823
VFINX_TR,open,2018-07,273959.0615588296,224120.78659177915,49838.27496705047,133,114,1.2223723900176537,28079.84815060877,26959.06155882962,0.11474907163200343
VFINX_TR,open,2018-08,283947.4754262963,232474.03993819747,51473.435488098825,134,115,1.221415842826076,46421.51536449377,36947.475426296296,0.11379252444042565
VFINX_TR,open,2018-09,294011.1856336986,240894.6987258148,53116.48690788381,135,116,1.2204967032850347,64905.88435951338,47011.185633698595,0.11287338489938437
VFINX_TR,open,2018-10,298191.4759189743,244500.4331589483,53691.04276002603,136,117,1.219594877875418,72691.90907792261,51191.47591897432,0.11197155948976767
VFINX_TR,open,2018-11,280686.27403495857,230327.19635735353,50359.07767760503,137,118,1.218641473842597,41013.4703923121,33686.274034958566,0.11101815545694671
VFINX_TR,open,2018-12,287481.5391912013,236082.70918096456,51398.83001023671,138,119,1.2177153514908114,53564.248372165835,40481.53919120127,0.11009203310516114
VFINX_TR,open,2019-01,259960.03609132805,213660.56617771238,46299.46991361567,139,120,1.21669637379462,22299.46991361567,12960.036091328046,0.10907305540896961
VFINX_TR,open,2019-02,281691.3225733609,231699.56368649623,49991.7588868647,140,121,1.2157611265703834,43390.88625985716,34691.32257336093,0.10813780818473306
VFINX_TR,open,2019-03,293431.5862504287,241533.75277376015,51897.833476668544,141,122,1.2148678306061853,64965.33902418884,46431.58625042869,0.107244512220535
VFINX_TR,open,2019-04,301489.4051343736,248343.2891744592,53146.11595991437,142,123,1.2140026257064658,79832.69430883278,54489.40513437358,0.10637930732081546
VFINX_TR,open,2019-05,308756.472593302,254505.6070527104,54250.86554059162,143,124,1.2131617694747125,93262.07964601243,61756.47259330202,0.10553845108906224
VFINX_TR,open,2019-06,291488.70034708065,240447.62162498702,51041.07872209363,144,125,1.21227524887603,61936.32197206767,44488.70034708065,0.10465193049037969
VFINX_TR,open,2019-07,316255.78498545435,261052.97499701165,55202.80998844269,145,126,1.2114620987907707,107308.759982466,69255.78498545435,0.1038387804051204
VFINX_TR,open,2019-08,316480.8918290787,261413.3403298198,55067.55149925893,146,127,1.2106531802462006,107894.23215889852,69480.89182907873,0.1030298618605503
VFINX_TR,open,2019-09,313096.13259712816,258791.52749068872,54304.60510643944,147,128,1.2098391923143361,101887.66008781688,66096.13259712816,0.10221587392868581
VFINX_TR,open,2019-10,318202.2247732039,263185.44314671983,55016.781626484066,148,129,1.2090418868486335,111387.66791992373,71202.2247732039,0.10141856846298314
VFINX_TR,open,2019-11,333285.50395066134,275833.74030718097,57451.76364348037,149,130,1.2082840321836605,139119.2442578423,86285.50395066134,0.10066071379801023
VFINX_TR,open,2019-12,340072.0460076446,281622.79809728154,58449.247910363076,150,131,1.2075444470591932,151694.84410492616,93072.04600764462,0.09992112867354286
VFINX_TR,open,2020-01,357336.80804306,296092.08452812553,61244.72351493448,151,132,1.2068435014483372,183428.89257118554,110336.80804306001,0.09922018306268687
VFINX_TR,open,2020-02,357718.7825967718,296579.9837913303,61138.798805441475,152,133,1.2061460723811284,184298.76638810209,110718.78259677178,0.09852275399547805
VFINX_TR,open,2020-03,341867.8790001238,283609.1190822312,58258.75991789263,153,134,1.2054192055122204,155476.998082355,94867.87900012382,0.09779588712657006
VFINX_TR,open,2020-04,274664.0068330709,228028.07917912884,46635.92765394205,154,135,1.2045183550281406,32692.086012199725,27664.00683307089,0.09689503664249033
VFINX_TR,open,2020-05,316097.5177770332,262596.2774346196,53501.2403424136,155,136,1.2037395231382675,108693.79521165282,69097.51777703321,0.09611620475261717
VFINX_TR,open,2020-06,342942.62193481345,285066.9558172647,57875.66611754877,156,137,1.2030248155266672,158009.57775207813,95942.62193481345,0.09540149714101687
VFINX_TR,open,2020-07,351127.7219487105,292039.4843313598,59088.23761735071,157,138,1.2023296190672177,173167.2062800703,104127.7219487105,0.09470630068156738
VFINX_TR,open,2020-08,372690.2721667325,310141.74139292556,62548.53077380697,158,139,1.2016772411636227,212832.01355965808,125690.27216673252,0.09405392277797242
VFINX_TR,open,2020-09,400564.7373743793,333505.87070074485,67058.86667363445,159,140,1.2010725224498564,264070.60807512415,153564.7373743793,0.09344920406420609
VFINX_TR,open,2020-10,385502.97377583245,321133.01993750763,64369.953838324815,160,141,1.2004463877643325,236635.99371334008,138502.97377583245,0.09282306937868223
VFINX_TR,open,2020-11,378793.0248727696,315710.4516482052,63082.573224564374,161,142,1.1998114819931809,224503.47652097483,131793.0248727696,0.09218816360753057
VFINX_TR,open,2020-12,420786.630866101,350877.1575087217,69909.47335737932,162,143,1.1992420192119277,301663.7883748227,173786.630866101,0.09161870082627743
VFINX_TR,open,2021-01,426702.4242968944,355976.24122330314,70726.18307359127,163,144,1.1986823132649038,312678.66552019754,179702.4242968944,0.09105899487925351
VFINX_TR,open,2021-02,436648.9477195962,364439.8730160621,72209.07470353413,164,145,1.1981371415425546,331088.8207356583,189648.9477195962,0.09051382315690426
VFINX_TR,open,2021-03,452990.29431570356,378244.20572905685,74746.08858664671,165,146,1.1976133076317068,361234.5000447604,205990.29431570356,0.0899899892460565
VFINX_TR,open,2021-04,468242.95053688966,391145.08903618285,77097.86150070681,166,147,1.1971080902247373,389388.0395730725,221242.95053688966,0.08948477183908699
VFINX_TR,open,2021-05,489748.7608881021,409274.54502988746,80474.21585821465,167,148,1.196626486634633,429023.3059179896,242748.76088810212,0.08900316824898269
VFINX_TR,open,2021-06,492531.72088442213,411764.53377427364,80767.18711014849,168,149,1.1961489649674988,434296.2546586958,245531.72088442213,0.08852564658184847
VFINX_TR,open,2021-07,507880.63214577036,424760.4570928531,83120.17505291727,169,150,1.195687177713784,462641.08923862345,260880.63214577036,0.08806385932813376
VFINX_TR,open,2021-08,517184.01290422626,432704.8995132631,84479.11339096318,170,151,1.195234936063796,479888.91241748934,270184.01290422626,0.08761161767814563
VFINX_TR,open,2021-09,535026.9844474413,447796.66593927064,87230.31850817066,171,152,1.1947989459126538,512823.65038671193,288026.9844474413,0.08717562752700347
VFINX_TR,open,2021-10,516723.37342528603,432640.2983025297,84083.0751227563,172,153,1.1943486897837705,479363.67172781576,269723.37342528603,0.0867253713981202
VFINX_TR,open,2021-11,548566.9148298004,459464.86835342366,89102.04647637671,173,154,1.1939257005561494,538031.783183224,301566.9148298004,0.08630238217049913
VFINX_TR,open,2021-12,538331.8028753777,451054.6412771582,87277.16159821948,174,155,1.1934957621788234,519386.4441525359,291331.8028753777,0.08587244379317305
VFINX_TR,open,2022-01,573681.6646570702,480835.5241845127,92846.14047255751,175,156,1.193093346482714,584517.1888415829,326681.6646570702,0.08547002809706372
VFINX_TR,open,2022-02,545185.692491098,457113.25726975064,88072.43522134732,176,157,1.1926709274357672,532298.9497608487,298185.69249109796,0.08504760905011688
VFINX_TR,open,2022-03,518102.585464842,434566.85701780993,83535.72844703204,177,158,1.1922275642930784,482669.4424826519,271102.585464842,0.0846042459074281
VFINX_TR,open,2022-04,548514.6057269374,460236.66095707304,88277.94476986438,178,159,1.1918098931673289,538751.2666840104,301514.6057269374,0.08418657478167857
VFINX_TR,open,2022-05,502757.1334248148,422004.33659881406,80752.79682600073,179,160,1.1913553720249321,454761.47002362885,255757.1334248148,0.08373205363928182
VFINX_TR,open,2022-06,498085.7802523995,418243.9155644289,79841.8646879706,180,161,1.190897851030833,446329.6958168284,251085.7802523995,0.0832745326451827
VFINX_TR,open,2022-07,466137.4034728941,391577.0785212807,74560.32495161338,181,162,1.1904103407512432,387714.4819941748,219137.4034728941,0.08278702236559288
VFINX_TR,open,2022-08,503321.10666203016,422973.0705170334,80348.03614499676,182,163,1.1899601694424211,456294.17717906355,256321.10666203016,0.0823368510567708
