n,mean_pct,std_pct,median_pct,win_rate,mean_R,t,p,breakeven_bps,mean_risk_pct,trades_per_yr,symbol,n_min,entry_rule,stop,target,direction_mode,window,bonf_bar_per_symbol,bonf_bar_total
1405,0.06856875767379414,1.5394086877153144,0.24429345751583567,0.5302491103202847,0.05487459445413684,1.6695925952468043,0.09499999644445256,6.856875767379414,1.7037603836972826,248.03105364910584,NVDA,15,touch,or,1R,long_short,full,3.577254387307179,3.9247896514051925
686,0.1832005711811423,1.741222074433452,0.042691941886935515,0.5072886297376094,0.12473356028111794,2.7557176441776567,0.005856352777586782,18.32005711811423,1.7026491783151878,121.10270662155631,NVDA,15,touch,or,2R,long_only,full,3.577254387307179,3.9247896514051925
719,-0.006474646956108541,1.8244392412560426,-0.2958690685742184,0.44923504867872044,0.002414674783667321,-0.09515927684556243,0.9241883155204014,-0.6474646956108541,1.7048205879978633,126.92834702754953,NVDA,15,touch,or,2R,short_only,full,3.577254387307179,3.9247896514051925
1405,0.0861354595507627,1.7861786232077317,-0.14475770317778175,0.47758007117437723,0.06213763240021617,1.8075705201312964,0.07067336986717265,8.613545955076269,1.7037603836972826,248.03105364910584,NVDA,15,touch,or,2R,long_short,full,3.577254387307179,3.9247896514051925
686,0.19847804551425438,1.8221877525793586,0.01599949201421141,0.5029154518950437,0.1323297152427149,2.8528662364333672,0.004332685494063737,19.847804551425437,1.7026491783151878,121.10270662155631,NVDA,15,touch,or,3R,long_only,full,3.577254387307179,3.9247896514051925
719,-0.0009332836041833163,1.8870902961199987,-0.3335017685699831,0.44367176634214184,0.009744366580298045,-0.013261278631190318,0.9894193406463674,-0.09332836041833162,1.7048205879978633,126.92834702754953,NVDA,15,touch,or,3R,short_only,full,3.577254387307179,3.9247896514051925
1405,0.09643053972339552,1.857702981348227,-0.15810554423442047,0.47259786476868326,0.06959742649660974,1.9457027000263831,0.05169046214084316,9.643053972339551,1.7037603836972826,248.03105364910584,NVDA,15,touch,or,3R,long_short,full,3.577254387307179,3.9247896514051925
686,0.21931275747728618,1.915925137501943,0.009052299574299531,0.5014577259475219,0.1455235200301091,2.998108997458009,0.0027166049599012254,21.93127574772862,1.7026491783151878,121.10270662155631,NVDA,15,touch,or,eod,long_only,full,3.577254387307179,3.9247896514051925
719,-0.013332534203702803,1.8891491074905673,-0.3335017685699831,0.44367176634214184,-0.0030538875419293134,-0.1892391175767429,0.84990541012681,-1.3332534203702804,1.7048205879978633,126.92834702754953,NVDA,15,touch,or,eod,short_only,full,3.577254387307179,3.9247896514051925
1405,0.10025797831811814,1.9051467866951468,-0.15810554423442047,0.4718861209964413,0.06948995700925813,1.9725529158055874,0.048546521885225236,10.025797831811815,1.7037603836972826,248.03105364910584,NVDA,15,touch,or,eod,long_short,full,3.577254387307179,3.9247896514051925
669,0.017926351055844322,0.46548181862094357,0.24084089400310313,0.5276532137518685,0.05951958645209439,0.9960983793858659,0.31920234722122,1.7926351055844323,0.5341551387592843,118.101619139681,NVDA,30,close,atr10,1R,long_only,full,3.577254387307179,3.9247896514051925
640,-0.004020383786361548,0.4956446687841831,-0.13135834432161203,0.49375,-7.544571321707049e-05,-0.20520458519770926,0.837412287205465,-0.40203837863615477,0.5192359447115835,112.98211696471725,NVDA,30,close,atr10,1R,short_only,full,3.577254387307179,3.9247896514051925
1309,0.007196091087156958,0.480406929765655,0.22586351974525753,0.5110771581359816,0.03038221396485273,0.5419474932794893,0.5878546777641738,0.7196091087156958,0.5268608040071617,231.08373610439827,NVDA,30,close,atr10,1R,long_short,full,3.577254387307179,3.9247896514051925
669,-0.0059163309717936785,0.6149462750637588,-0.30118499725408615,0.351270553064275,0.01945090057244199,-0.24884467114658648,0.8034809351415229,-0.5916330971793679,0.5341551387592843,118.101619139681,NVDA,30,close,atr10,2R,long_only,full,3.577254387307179,3.9247896514051925
640,-0.016178055293532417,0.648474464301667,-0.3166223837712199,0.325,-0.029736908218079484,-0.6311366834751071,0.5279511573129141,-1.6178055293532418,0.5192359447115835,112.98211696471725,NVDA,30,close,atr10,2R,short_only,full,3.577254387307179,3.9247896514051925
1309,-0.010933522389603302,0.6313402129040157,-0.30850521268663267,0.3384262796027502,-0.004598142686483719,-0.6265654877057384,0.5309440970800048,-1.0933522389603303,0.5268608040071617,231.08373610439827,NVDA,30,close,atr10,2R,long_short,full,3.577254387307179,3.9247896514051925
