symbol,bucket,n_sessions,median_price,tick_floor_bps,cs_median_bps,cs_p90_bps,ar_median_bps,ar_p90_bps,median_5min_range_bps
TSLA,YEAR_2026,166,396.88615000000004,0.25196142520972326,5.398352616603285,8.18791393932975,0.0,11.965527682579276,27.948878733685678
AMD,09:30-09:45,1421,117.46,0.8513536523071685,23.65851054087631,62.898068487062844,4.285677860284503,74.40818787458639,99.64105390149136
AMD,09:45-10:30,1421,117.32,0.8523695874531197,10.987062411504011,27.929659690641692,0.0,30.485694470922635,59.78313714050776
AMD,10:30-15:30,1421,117.36,0.8520790729379687,5.6567212706287835,10.402149587111543,3.3439803108354407,11.400807108473904,29.174770769657687
AMD,15:30-16:00,1421,117.285,0.8526239502067613,5.167764848659774,16.594215870675434,2.041580222469148,17.67784286898368,28.34363720703226
AMD,YEAR_2021,252,92.0387,1.0864994833694956,5.378712481775125,9.321430433476404,2.2406702827055858,13.781484812132044,27.44741527705097
AMD,YEAR_2022,251,89.5499,1.1166958310394541,8.125513060534743,13.269101678272335,2.4688567939251,17.1104053137969,41.61712247324534
AMD,YEAR_2023,250,105.06,0.9518370454978108,5.481690004224807,8.63849309593145,2.1320748593324144,12.731467348820017,29.903254177661154
AMD,YEAR_2024,252,157.31,0.6356874960269532,5.597834564291113,9.23117467699111,4.923342433670226,15.153689899440563,29.672612211214535
AMD,YEAR_2025,250,142.468,0.7019120083106382,5.453010840724705,9.67534154089494,2.9719659872365587,14.246489384885122,30.11645901138893
AMD,YEAR_2026,166,352.11,0.28400215841640397,7.1992851598706356,12.776389558788022,3.520128959250852,18.719692637653417,38.184142258614884
MSFT,09:30-09:45,1421,347.41,0.2878443337842895,10.656672603055013,27.428983076005103,0.9847080126521398,32.59533977508248,45.68982043581027
MSFT,09:45-10:30,1421,348.03,0.28733155187771175,5.154369682600837,13.066322432671749,2.1236404567257803,14.427379489086311,26.746769813184024
MSFT,10:30-15:30,1421,348.295,0.28711293587332576,2.6610493301964167,5.2819502127680895,1.5369176095808208,5.7008630715640765,14.180634567300121
MSFT,15:30-16:00,1419,348.4,0.28702640642939153,2.839317875837166,9.542690288940136,2.4942668687360263,11.513468672759782,17.547357926221974
MSFT,YEAR_2021,252,276.18,0.3620826996886089,2.4305786674129095,4.3793094291303465,1.7674991023142625,6.495682258493601,13.509060955518848
MSFT,YEAR_2022,251,265.54,0.37659109738645774,4.210482180398665,7.636619115891668,1.3131625037892547,8.72990839745693,22.726452869665792
MSFT,YEAR_2023,250,324.7225,0.30795525410157903,2.8422802346797846,4.979716931092079,1.8282369557351272,6.573729865442743,16.196913349182385
MSFT,YEAR_2024,252,418.9094,0.23871510164250315,2.4556089591578694,4.023718061431303,1.4156124293249057,6.1942258870544755,13.147743557411218
MSFT,YEAR_2025,250,479.97,0.20834635498051962,2.480946318879389,4.8064352008010855,1.0019894064546078,6.161354713011578,13.748580309642655
MSFT,YEAR_2026,166,409.43,0.2442419949686149,3.637202271379951,6.096819331556855,0.0,9.239962391952046,18.253201204854186
AMZN,09:30-09:45,1421,208.87,0.47876669698855745,13.131256443028837,33.46033184149236,2.9740066533393184,39.51001614787817,57.856783498237974
AMZN,09:45-10:30,1421,209.2299,0.4779431620432835,5.905680099116377,16.47005475474842,2.1959544936742854,18.01928715359056,34.694615106614094
AMZN,10:30-15:30,1421,209.28,0.47782874617737003,3.125218891650349,6.601157904773373,2.4358471234609893,7.376364497154351,18.064516129032704
AMZN,15:30-16:00,1420,208.945,0.47859484553351367,3.423791283683789,10.617017514474227,2.732037719695458,13.63216806058752,19.939315127872614
AMZN,YEAR_2021,252,3336.355,0.02997282962994046,2.167645428869222,4.409676005658277,3.662893485067877,7.900060566644113,15.977740515322747
AMZN,YEAR_2022,251,134.0825,0.7458094829675759,5.449475095466597,9.382276978280977,4.270063777421109,12.269990443844572,30.168062953974673
AMZN,YEAR_2023,250,126.595,0.7899206129783957,3.84695034423396,6.622190158144945,0.0,9.151119163226978,21.2474297464027
AMZN,YEAR_2024,252,183.48255,0.5450109560827446,3.1561669964449655,5.370685023333752,2.961616318783741,7.98181342244021,17.08929949835514
AMZN,YEAR_2025,250,221.95,0.45055192610948414,3.1806524062572707,6.539342292208865,0.0,7.7510165982489285,18.498535532602833
AMZN,YEAR_2026,166,243.02,0.41148876635667847,3.646141105647053,6.069896985840312,2.5179816991322226,8.912489324379829,20.09669550049886
META,09:30-09:45,1421,354.29,0.2822546501453611,16.582383522296748,40.295798202341835,7.348449784321709,47.59153218506199,67.01044094639118
META,09:45-10:30,1421,354.0001,0.2824857959079673,7.4403500526311515,19.62757106245919,1.7796612977053174,21.09111210343951,39.34981487323297
META,10:30-15:30,1421,353.39,0.2829734853844195,3.651612757622551,7.538306215222959,2.372937479275578,8.30315184217053,20.318823820930643
META,15:30-16:00,1420,354.1477,0.28236806281672877,3.6909363703723086,11.38263486783326,2.263600804328182,13.74279219361101,21.761037049656817
META,YEAR_2021,252,329.51,0.30348092622378686,3.490975804624796,7.052795770707223,2.9648543312684534,9.576969675822093,19.419740595227886
META,YEAR_2022,251,169.93,0.5884776084269994,5.919632280585477,10.117749385815355,3.097039528280118,12.279626821589396,33.06521476718838
META,YEAR_2023,250,286.4545,0.3490955806244971,4.085778023892341,6.7420113577299485,2.4976235386750014,9.558160551581615,22.985875508658715
META,YEAR_2024,252,504.67,0.19814928567182516,3.615357664632098,6.532997008827541,3.1407524969052565,10.395096904705529,19.714031971580503
META,YEAR_2025,250,669.515,0.14936185148951106,3.496731489273391,7.30996813575251,0.7464311002611543,9.174240679835723,20.32620744750413
META,YEAR_2026,166,615.1175000000001,0.16257056578621157,3.8178651239166306,6.919747843925253,0.0,9.242853844137418,21.65537971973386
