label,leg,n,mean_bps,ann_ret_arith_pct,ann_ret_geom_pct,ann_vol_pct,sharpe,t,p,win_rate,start,end,period,universe,n_names
RSP,intraday,5877,0.2507286303078012,0.631836148375659,-0.6203632533011797,15.840307229225687,0.039887872074217644,0.19262756877973622,0.8472506525022341,0.5220350518972264,2003-05-02,2026-09-10,full,RSP,
RSP,total,5877,4.995700903482478,12.589166276775845,11.223707125090922,19.72613438505599,0.6381973290374151,3.0819994525017496,0.0020561521563229324,0.5456865747830526,2003-05-02,2026-09-10,full,RSP,
DIA,overnight,7204,3.0315774294050293,7.639575122100674,7.327333916160461,10.622771096200664,0.7191697018523765,3.845191417144703,0.00012045836858565195,0.5505274847307051,1998-01-21,2026-09-10,full,DIA,
DIA,intraday,7204,1.0763521562890552,2.712407433848419,1.6295462602913233,14.807832506892774,0.1831738326717191,0.979377256050441,0.3273936106893718,0.5267906718489728,1998-01-21,2026-09-10,full,DIA,
DIA,total,7204,4.127513754417061,10.401334661130994,9.07628247226161,18.505644761111768,0.5620628081540086,3.0051865091692633,0.002654180422905661,0.5378956135480288,1998-01-21,2026-09-10,full,DIA,
MDY,overnight,7889,5.447137444521147,13.726786360193291,13.8922967858646,11.933360718307979,1.1502867200799407,6.436011531841936,1.2265366500230357e-10,0.5659779439726201,1995-05-05,2026-09-10,full,MDY,
MDY,intraday,7889,-0.35549339364472404,-0.8958433519847046,-2.444872819123906,17.76150726475775,-0.05043734963654973,-0.28220386989586227,0.7777871911247218,0.5175560907592851,1995-05-05,2026-09-10,full,MDY,
MDY,total,7889,5.0978185892291865,12.846502844857548,11.107774978671056,21.46643003017242,0.5984461704531673,3.3483881774759223,0.000812830750534399,0.539231841805045,1995-05-05,2026-09-10,full,MDY,
XLK,overnight,6970,6.048672217689224,15.242653988576842,14.967878238616555,16.01211147446098,0.9519452829746154,5.00642950019638,5.544895724796106e-07,0.5543758967001434,1998-12-23,2026-09-10,full,XLK,
XLK,intraday,6970,-0.6855448933864491,-1.7275731313338514,-3.946482927742713,21.47109576336497,-0.08046040827974515,-0.42315390266007835,0.6721829769973293,0.5156384505021521,1998-12-23,2026-09-10,full,XLK,
XLK,total,6970,5.277067939443915,13.298211207398666,10.430690551541568,26.012391185682247,0.5112260196486001,2.6886177932823223,0.007174851680024741,0.5400286944045911,1998-12-23,2026-09-10,full,XLK,
XLF,overnight,6970,4.130574043810321,10.409046590402008,9.355345693060654,17.147775465441047,0.6070202290308729,3.1924145601519442,0.0014108867802953284,0.5423242467718795,1998-12-23,2026-09-10,full,XLF,
XLF,intraday,6970,-0.15054634318868879,-0.37937678483549575,-2.998266006208492,23.100828037023057,-0.01642264875646358,-0.08636928474376936,0.9311728628907088,0.5071736011477762,1998-12-23,2026-09-10,full,XLF,
XLF,total,6970,3.9188855992134997,9.87559171001802,6.076581537173864,28.21931670944545,0.3499585695748793,1.8404869879616002,0.06569677287601872,0.5139167862266858,1998-12-23,2026-09-10,full,XLF,
LARGECAP30,overnight,9239,3.528212694259623,8.89109598953425,8.721401270267032,10.253243796489574,0.8671495739307706,5.250567284463773,1.5163150379748913e-07,0.5496265829635242,1990-01-03,2026-09-10,full,LARGECAP30,29.996319948046324
LARGECAP30,intraday,9239,3.3709433172452936,8.49477715945814,7.644707050170502,15.019611633113097,0.5655790154207495,3.424565685578598,0.0006157829662036818,0.5309016127286503,1990-01-03,2026-09-10,full,LARGECAP30,29.996319948046324
LARGECAP30,total,9239,6.881096783009737,17.340363893184538,16.953437876748463,18.305060242667185,0.9472989251773105,5.735869444757142,9.701337067014038e-09,0.5471371360536854,1990-01-03,2026-09-10,full,LARGECAP30,29.996319948046324
MODERN10,overnight,9239,8.110250516510376,20.437831301606145,20.68017254308895,18.027615614291648,1.1336957553834113,6.8644972248199565,6.672440377997191e-12,0.562939712090053,1990-01-03,2026-09-10,full,MODERN10,7.24797055958437
MODERN10,intraday,9239,5.429094161145225,13.681317286085967,9.914042927813583,29.13332244824322,0.46961060862150217,2.8434795705291234,0.004462387006659796,0.5221344301331313,1990-01-03,2026-09-10,full,MODERN10,7.24797055958437
MODERN10,total,9239,13.368627312974688,33.68894082869621,32.35890529629869,33.61356279986361,1.0022424885240944,6.068551239078726,1.2906924418132348e-09,0.5371793484143306,1990-01-03,2026-09-10,full,MODERN10,7.24797055958437
