draw_mean_R
-0.239309783196914
-0.1632048872069474
-0.24121449269028483
-0.2983699407857352
-0.2661292630577576
-0.21079868273015814
-0.1611412361210745
-0.17444243777075494
-0.30228536900805647
-0.29603067672700545
-0.2391672657783656
-0.15834953243067462
-0.24274217568346027
-0.23079118826265915
-0.12679437177453523
-0.1826448035254196
-0.2611845119895084
-0.19603290877411683
-0.19791984220835895
-0.2827809925324633
-0.21843834922379327
-0.37651372995757254
-0.17820655672259036
-0.28702534009667174
-0.19531024176934203
-0.27698204025777445
-0.15715189636002194
-0.2632199347075397
-0.2669521948002459
-0.2061426851445382
-0.20920652976798004
-0.1817426175368949
-0.3242961046095277
-0.22048535018433624
-0.19678771389709254
-0.24135356528365326
-0.27478137670857816
-0.31833324548773534
-0.27619855047128467
-0.19682943951138238
-0.15682781278453456
-0.24449456173081324
-0.2599798363684634
-0.328074519205425
-0.25178946353394954
-0.1639793755961839
-0.23320788412995458
-0.22185526876155248
-0.3016289705978373
-0.20611649024690498
-0.1766320205196162
-0.2573313678638338
-0.24604421003758084
-0.17676435830176626
-0.2777893180001196
-0.23221954079229612
-0.2932710665104807
-0.2592312897050915
-0.32996467816038166
-0.18105851170676954
-0.1911844812459098
-0.32662870665582283
-0.3394562774310179
-0.1896855304576704
-0.1087707169567202
-0.0887720375284596
-0.18732990192255036
-0.23462132674882466
-0.29459452140080195
-0.29497263075725144
-0.24116124291550264
-0.24545768431398984
-0.2488973929437519
-0.22975946443522702
-0.30325838513832015
-0.25004045028873
-0.27070873493461994
-0.21862152317148875
-0.257793732868251
-0.23206517891658646
-0.23310737826421352
-0.2162285807695443
-0.20504691694081972
-0.1807820200792478
-0.2534688528634702
-0.1971607987770913
-0.187855809122928
-0.250405548589654
-0.19317435945413922
-0.1950155364827157
-0.12461444348512413
-0.26445590784944006
-0.2699509912703818
-0.17768635288550771
-0.23807103163425794
-0.18425133323841603
-0.17166507844105713
-0.21299351467988167
-0.3232761508576142
-0.19187407892847877
-0.1501385996144902
-0.13446405316014812
-0.1882482458439235
-0.20824841885623963
-0.20018346413579904
-0.20280275069217646
-0.23000728185124764
-0.30801258652122226
-0.22538926637132506
-0.12956004433926244
-0.1462771156995969
-0.21961571779017586
-0.2709841143272086
-0.2285345354976063
-0.25979147796661106
-0.20509698641522164
-0.07188616124465369
-0.24854651966605198
-0.2347470668466321
-0.2581278478013876
-0.12080444478100301
-0.07457134268702387
-0.20690930498172916
-0.2791330804197375
-0.20337591170730232
-0.2564408240308845
-0.20329185668296176
-0.24091119203305636
-0.2627791432426625
-0.1754138885495731
-0.32688663515418076
-0.24492337944863912
-0.16156247959941128
-0.15587973265647834
-0.2616399045663059
-0.3745487087404777
-0.2585035365456658
-0.28230372740224885
-0.20810264768367873
-0.22302923786086912
-0.2839236614648875
-0.15509823062962377
-0.22547056815871303
-0.27391465310542956
-0.318350129964628
-0.19552793861545154
-0.15748508447225948
-0.2049177748953344
-0.19142451650320885
-0.1780456547400526
-0.3232082516188096
-0.2584405193670192
-0.15397514774248183
-0.2584356358221195
-0.2685961389288596
-0.18284865655706475
-0.3003992782497613
-0.17859778169079252
-0.1685497373519042
-0.2076204035616752
-0.24314951875595453
-0.19356944289141906
-0.13957811406934845
-0.2907319551612214
-0.2513607064515077
-0.14749287486133494
-0.271512629004251
-0.27054940744354755
-0.17989755911040947
-0.19738387685360465
-0.23387810417523963
-0.24839927526780414
-0.25831506401636434
-0.14198619636337467
-0.2632588310783346
-0.2465609796759114
-0.1630903613367156
-0.29564906835025273
-0.19257701677848563
-0.28972114750806044
-0.22249994784821084
-0.19462594255207596
-0.14051701797698052
-0.29080985799275366
-0.18593085929453387
-0.15388415063462996
-0.1974606102875529
-0.3362244651615577
-0.15225678234116033
-0.2597356294780361
-0.16069491453708992
-0.29713708819695306
-0.2620363117080577
-0.2414370670528018
-0.27570698872794686
-0.26112754253121
-0.19468726192312039
-0.29151426202726827
-0.2847508833053184
-0.1875958688761252
