n_is,mean_pct_is,std_pct_is,median_pct_is,win_rate_is,mean_R_is,t_is,p_is,breakeven_bps_is,mean_risk_pct_is,trades_per_yr_is,symbol,n_min,entry_rule,stop,target,direction_mode,window_is,n_oos,mean_pct_oos,std_pct_oos,median_pct_oos,win_rate_oos,mean_R_oos,t_oos,p_oos,breakeven_bps_oos,mean_risk_pct_oos,trades_per_yr_oos,window_oos
436,0.07609199822953178,1.3249591301502348,-0.35440456334490866,0.19724770642201836,0.18649056369205133,1.1991672291079838,0.23046292705165117,7.609199822953178,0.47042804662859233,76.96906718221364,NVDA,5,close,atr10,eod,short_only,is_2021_2024M05,274,-0.013455281599790309,1.1945140889815755,-0.32948306434714625,0.1678832116788321,0.015732912854491566,-0.1864561859438506,0.8520870348436667,-1.345528159979031,0.5448650400178933,48.37046882551957,oos_2024M06_2026M09
840,0.0945197828192933,1.3369503831403924,-0.35622238961259334,0.1976190476190476,0.2849500076841775,2.049024107514017,0.040459757647567596,9.45197828192933,0.4704018460908521,148.2890285161914,NVDA,5,close,atr10,eod,long_short,is_2021_2024M05,561,-0.04829265435643819,1.155061930547018,-0.329273890666301,0.1622103386809269,-0.06326647582484554,-0.9902782419136505,0.3220381384750146,-4.829265435643819,0.591181804071283,99.03588690188496,oos_2024M06_2026M09
410,0.17670041906034803,1.4655015403359053,0.5859838930425616,0.5804878048780487,0.11237460955131366,2.441424107223305,0.014629462892557399,17.670041906034804,1.5689898344377324,72.37916868052199,NVDA,5,close,or,1R,long_only,is_2021_2024M05,287,-0.055423099522778206,1.239851780522364,-0.14605647517040474,0.47038327526132406,-0.04462582851152645,-0.7572895923986663,0.44887638477866876,-5.5423099522778205,1.3870606833937993,50.66541807636539,oos_2024M06_2026M09
444,-0.0372118146444757,1.5818563451698693,-0.04874334325544662,0.49774774774774777,0.010811987273732523,-0.49568444796727745,0.6201170612674618,-3.72118146444757,1.6046792661246567,78.38134364427259,NVDA,5,close,or,1R,short_only,is_2021_2024M05,274,0.1369393239263646,1.3861990949347236,0.5094042042385918,0.5437956204379562,0.09619494575167858,1.6352262488803464,0.10200162749258057,13.69393239263646,1.4336761592166358,48.37046882551957,oos_2024M06_2026M09
854,0.06548609615058017,1.5299535613373965,0.29825951503217596,0.5374707259953162,0.059571560029948296,1.2508343174595042,0.21099493159625604,6.548609615058017,1.587544995642644,150.76051232479458,NVDA,5,close,or,1R,long_short,is_2021_2024M05,561,0.03852931406913823,1.3157140840816843,0.04762660739800149,0.5062388591800356,0.02415294537103716,0.6936033537710287,0.48793098993082573,3.8529314069138234,1.4098283132965748,99.03588690188496,oos_2024M06_2026M09
410,0.2970036854433678,1.7949424453481573,0.1181799587926805,0.526829268292683,0.19357526184336296,3.3504507564169344,0.0008068015316275989,29.70036854433678,1.5689898344377324,72.37916868052199,NVDA,5,close,or,2R,long_only,is_2021_2024M05,287,-0.032325495087955854,1.4756508221401834,-0.37283695558739144,0.42857142857142855,-0.04722835389505259,-0.37110989086511925,0.7105556843952947,-3.2325495087955853,1.3870606833937993,50.66541807636539,oos_2024M06_2026M09
444,-0.04225021232535411,1.8530809058284765,-0.5413241400796662,0.43018018018018017,0.028332054178376802,-0.4804254435349993,0.6309249058970394,-4.22502123253541,1.6046792661246567,78.38134364427259,NVDA,5,close,or,2R,short_only,is_2021_2024M05,274,0.13853927633529994,1.7293936469352111,-0.3185127504612955,0.45985401459854014,0.08464602061423,1.3260330145625043,0.18482876206562926,13.853927633529995,1.4336761592166358,48.37046882551957,oos_2024M06_2026M09
854,0.12062343882824775,1.8321982732932307,-0.1966964269176103,0.4765807962529274,0.10766427331496266,1.9239251476813037,0.054363966563774735,12.062343882824775,1.587544995642644,150.76051232479458,NVDA,5,close,or,2R,long_short,is_2021_2024M05,561,0.051127174020728805,1.605436850299877,-0.3448736799892965,0.44385026737967914,0.017180877148696844,0.7542928512112775,0.4506733939811469,5.112717402072881,1.4098283132965748,99.03588690188496,oos_2024M06_2026M09
410,0.33344100877574967,1.916751878608455,0.05790140761689806,0.5170731707317073,0.21655451557508304,3.5224516610590055,0.00042757500855072905,33.34410087757497,1.5689898344377324,72.37916868052199,NVDA,5,close,or,3R,long_only,is_2021_2024M05,287,-0.0038077160175593507,1.5948865703652526,-0.3907488930895884,0.4250871080139373,-0.030284213614619145,-0.04044601123421957,0.9677375485787771,-0.38077160175593505,1.3870606833937993,50.66541807636539,oos_2024M06_2026M09
444,0.0005040715362019811,1.9827361939666488,-0.5565209422153862,0.42567567567567566,0.05583309553150448,0.005356963965506727,0.9957257816020737,0.050407153620198104,1.6046792661246567,78.38134364427259,NVDA,5,close,or,3R,short_only,is_2021_2024M05,274,0.15286168544573717,1.7979836735875527,-0.3185127504612955,0.4562043795620438,0.10130888096943884,1.4073048401775323,0.15933701471200212,15.286168544573716,1.4336761592166358,48.37046882551957,oos_2024M06_2026M09
