variant,slippage_bps_per_side,trades,CAGR,Sharpe,MaxDD,final,exposure
long_new_to_full,0.0,416,0.02688940937155726,0.2672193934260089,-0.45226169289953877,24397.234807076104,0.5011227987235551
SELFTEST_inverted_full_to_new,0.0,416,0.0789800348942451,0.6523074370686835,-0.28127159383016975,128726.00976703136,0.4987590119371233
longshort_new_to_full,0.0,832,-0.05864920841646781,-0.23992384419844515,-0.9253017645053757,1311.3528342943503,0.9998818106606784
buy_and_hold,0.0,1,0.10799317075625359,0.6466801157020412,-0.5518945763507787,314055.86860642413,0.9998818106606784
long_new_to_full,5.0,416,0.014262401031940541,0.1733397971975753,-0.5215452374046666,16096.387705513656,0.5011227987235551
SELFTEST_inverted_full_to_new,5.0,416,0.06575547593660613,0.5567786459751067,-0.34585651368862447,85043.8215473876,0.4987590119371233
longshort_new_to_full,5.0,832,-0.08182491090233524,-0.3756520316512656,-0.9624488042067691,567.3225866719846,0.9998818106606784
buy_and_hold,5.0,1,0.10799264594698355,0.6466160107835968,-0.5519546428093198,314050.86860642413,0.9998818106606784
