window_days,phase,n_days,mean_daily_pct,std_daily_pct,ann_mean_pct,t,p
7,new_moon,1718,0.06961427156774908,1.1205563615081702,17.542796435072766,2.574993620295502,0.010024193557288008
7,full_moon,1703,0.060316933600381394,1.221322671201711,15.19986726729611,2.038056219462647,0.041544310844296994
7,NEW_minus_FULL,3421,0.009297337967367682,,2.342929167776656,0.23194397580728687,0.8165815279773199
11,new_moon,2872,0.058698422897464755,1.132394822393695,14.792002570161117,2.777926659198816,0.005470696470908365
11,full_moon,2848,0.05664263769922009,1.2125418418229998,14.273944700203462,2.4929681362676677,0.012668021396748053
11,NEW_minus_FULL,5720,0.0020557851982446656,,0.5180578699576557,0.06625598108367645,0.9471740281833587
