sample,entry,label,hold,n,mean_pct,median_pct,win_rate,std_pct,t_pooled,t_dateclust,base_rate_pct,excess_pct,n_days,p_pooled,p_dateclust,t_excess_welch,p_excess_welch,t_excess_dateclust,p_excess_dateclust,mean_net5bps,t_net5bps_pooled,t_net5bps_dateclust,breakeven_bps,signals_per_day
full,g_adx_bull,(g) ADX>25 & +DI>-DI,10,38966,0.5895278365616092,0.5121490923375882,0.5537904840117025,5.590420210436002,20.816263482031612,3.782815543807489,0.6620701698885918,-0.07254233332698257,2852.0,0.0,0.0001550643280419095,-2.8550820475202014,0.004302571207309036,-0.03915812249714324,0.9687643214159323,0.5395278365616092,19.050760464952603,3.4873550414040206,58.952783656160925,13.258251105818305
full,g_adx_bull_INV,(g-inv) ADX>25 & -DI>+DI,10,26780,0.876567986660997,0.9681594092435741,0.5753174010455564,7.06596954857062,20.30107943369722,3.36602058643806,0.6620701698885918,0.2144978167724052,2817.0,0.0,0.0007626101673001706,5.553794129815091,2.795346798478704e-08,0.11025764149234954,0.9122050495768637,0.826567986660997,19.14309284608365,3.100004032862713,87.6567986660997,9.111942837699898
in_sample,BASE_RATE,"unconditional (any symbol, any day)",1,89149,0.059892552711756294,0.07258870262827344,0.5261752795881053,1.9236265119455327,9.296303797454268,2.064480637240987,0.059892552711756294,0.0,,,,,,,,,,,,
in_sample,a1_ret5_topdec,(a) top-decile 5d return,1,9066,0.04055384396236614,0.05262433049807447,0.5183101698654313,2.2576012120362448,1.710380173469382,1.050990735120366,0.059892552711756294,-0.019338708749390157,1511.0,0.08719559487699424,0.29326284504779876,-0.8742144968782505,0.3820014526750306,-0.7298841128831083,0.4654610241568051,-0.009446156037633824,-0.39839670974865404,-0.24480595445569836,4.055384396236613,6.0
in_sample,a1_ret5_topdec_INV,(a-inv) bottom-decile 5d return,1,7555,0.09775012407299635,0.06841774147434698,0.5209794837855725,2.458075794172657,3.456521650700081,2.069140188961273,0.059892552711756294,0.03785757136124006,1511.0,0.0005471952482816178,0.03853293337762276,1.4250826872853566,0.1541333005157377,1.3083086962641162,0.19076862672076134,0.04775012407299638,1.6884821297891557,1.0107578039854181,9.775012407299636,5.0
in_sample,a2_ret10_topdec,(a) top-decile 10d return,1,9066,0.04374504382402865,0.041248198970722516,0.5140083829693359,2.279180996945904,1.8275021563092462,1.1195158998620138,0.059892552711756294,-0.016147508887727646,1511.0,0.0676243022899583,0.2629201116196065,-0.7236221029799276,0.4692977679673911,-0.6054962651582451,0.5448493055290253,-0.006254956175971353,-0.26130836547313274,-0.1600758001319834,4.374504382402865,6.0
in_sample,a2_ret10_topdec_INV,(a-inv) bottom-decile 10d return,1,7555,0.08202162785388668,0.067912195216846,0.5204500330906684,2.485116838954539,2.86879031831609,1.7168764599053818,0.059892552711756294,0.02212907514213039,1511.0,0.004120448581566016,0.08600174682795858,0.8244709175500723,0.4096720338695772,0.7452809042409981,0.4561019225910432,0.0320216278538867,1.1199891829457023,0.670276614945084,8.20216278538867,5.0
in_sample,a3_ret20_topdec,(a) top-decile 20d return,1,9066,0.07946294483484576,0.08922440681686794,0.528568277079197,2.2147652194644785,3.4162120342303033,2.0407919288908483,0.059892552711756294,0.01957039212308946,1511.0,0.000634987834214451,0.041271513163263496,0.9003086584529247,0.3679560145858116,0.7340499414337164,0.4629183009514364,0.029462944834845756,1.2666490893064195,0.7566764627875018,7.946294483484576,6.0
in_sample,a3_ret20_topdec_INV,(a-inv) bottom-decile 20d return,1,7555,0.07108840149417098,0.07320281193285982,0.5229649238914627,2.537255983475407,2.4352956762965507,1.4985718135807968,0.059892552711756294,0.011195848782414683,1511.0,0.01487962544985133,0.13398474950598382,0.4090355246537531,0.6825135910809503,0.37475345202745297,0.7078438353682359,0.02108840149417101,0.722431393860663,0.4445519016942746,7.108840149417098,5.0
in_sample,b1_ma20_up,(b) close>SMA20 & SMA20 rising,1,44505,0.04823956800306102,0.06129377730630381,0.523446803729918,1.6528869273875193,6.15693640460634,1.431904605181723,0.059892552711756294,-0.011652984708695274,1490.0,7.416560698914054e-10,0.1521711241158461,-1.8066748663522252,0.07081298874928765,-1.0757140988666982,0.2820551400061764,-0.0017604319969389648,-0.22468832741411726,-0.3273285877604572,4.823956800306102,29.454003970880212
in_sample,b1_ma20_up_INV,(b-inv) close<SMA20 & SMA20 falling,1,29747,0.07555750524354685,0.09879714037597243,0.5316838672807342,2.302278812512062,5.6603238535052975,2.0551750401284967,0.059892552711756294,0.015664952531790552,1504.0,1.5108760020865475e-08,0.03986210102882115,1.5604279460315735,0.11865878505106187,0.33341031464033316,0.738824578200836,0.025557505243546868,1.9146179601858995,0.5547680732755209,7.555750524354685,19.68696227663799
in_sample,b2_ma50_up,(b) close>SMA50 & SMA50 rising,1,47235,0.04361244691793135,0.06355667777044882,0.5251190854239441,1.6206823378729496,5.84850027259497,2.062938361609792,0.059892552711756294,-0.016280105793824946,1497.0,4.9602482121713365e-09,0.0391184847988828,-2.6345602242716253,0.008424635704556538,0.6331852881192785,0.5266126518218062,-0.006387553082068637,-0.8565812877225564,0.43586805702610704,4.361244691793135,31.26075446724024
in_sample,b2_ma50_up_INV,(b-inv) close<SMA50 & SMA50 falling,1,27687,0.08721779536878574,0.08766833054596468,0.5272149384187524,2.405616829416378,6.032767687819862,1.8575317855399542,0.059892552711756294,0.027325242657029444,1497.0,1.6117502887880164e-09,0.06323553333661591,2.487285216465519,0.012872215421350752,0.3874806451933288,0.6984004109113826,0.03721779536878577,2.574317687844905,0.3755185183935417,8.721779536878573,18.323626737260092
in_sample,c1_rsi_gt60,(c) RSI(14)>60,1,26092,0.03711763296920621,0.0529178220255333,0.5220757320251418,1.5528104561116465,3.8611396646289737,1.3921079299266628,0.059892552711756294,-0.02277491974255008,1426.0,0.00011285936393945484,0.16388971728697088,-2.5491286400160784,0.010799245724634421,-0.994566487137428,0.31994715363251536,-0.012882367030793776,-1.340080558428189,-0.4139707156829696,3.7117632969206213,17.26803441429517
in_sample,c1_rsi_gt60_INV,(c-inv) RSI(14)<40,1,13206,0.06391717860513403,0.12215010108872493,0.5353627139179161,2.7473555675871792,2.6735503819310242,1.533831420964494,0.059892552711756294,0.004024625893377737,1391.0,0.007505300153557881,0.12507113084296018,0.19105837350028765,0.8484798599531329,0.16094823852753262,0.8721341686796398,0.013917178605134032,0.5821326752393554,0.31465507678477356,6.3917178605134035,8.739907346128392
in_sample,c2_rsi_gt70,(c) RSI(14)>70,1,7166,0.03507864330744381,0.05155269902377135,0.5220485626569914,1.6242247479217007,1.8282478308734538,0.5811911689299536,0.059892552711756294,-0.02481390940431248,1139.0,0.06751236548512285,0.5611116188603673,-1.3254791227677742,0.1850122893658619,-0.14995791355486562,0.8807978198297486,-0.014921356692556169,-0.7776793922091624,-0.7879892153389232,3.5078643307443813,4.742554599602912
in_sample,c2_rsi_gt70_INV,(c-inv) RSI(14)<30,1,2805,0.09077352219942057,0.1098604727904684,0.5329768270944741,3.88890600937183,1.2362268537062406,1.5728051135827064,0.059892552711756294,0.030880969487664278,715.0,0.21637425153260237,0.11576395124215333,0.43267995939355663,0.6652472910020344,1.3297615505053135,0.18359684796274545,0.04077352219942058,0.5552866281025836,0.9671338038625673,9.077352219942057,1.85638649900728
in_sample,d_macd_cross_up,(d) MACD bullish crossover,1,3522,0.03742852960220143,0.055454840403568184,0.5193072118114708,1.6761729026471575,1.3251914534146363,1.1567464372378014,0.059892552711756294,-0.022464023109554865,1102.0,0.18510765931957396,0.24737597121352906,-0.8063112343184461,0.4200634144150257,0.25499808882760655,0.7987245753456842,-0.012571470397798535,-0.4451044512055278,-0.013555192831388533,3.742852960220143,2.330906684315023
in_sample,d_macd_cross_up_INV,(d-inv) MACD bearish crossover,1,3533,0.021868442542607894,0.08796655239566853,0.5295782621001981,1.883926018623209,0.6899630423644489,0.7120641959531752,0.059892552711756294,-0.038024110169148403,1090.0,0.49021742894612386,0.47642502426709465,-1.2231129019362068,0.22128705621244582,-0.8117935733365736,0.416910090345193,-0.02813155745739206,-0.8875682359150688,-0.4502845878618034,2.1868442542607895,2.3381866313699535
in_sample,e_20d_high,(e) new 20-day high,1,7454,-0.00212414301049781,0.01879614560215126,0.5072444325194526,1.6115720721908908,-0.11379645009191755,1.0771178054242563,0.059892552711756294,-0.06201669572225411,1206.0,0.9093991527301637,0.2814276394436144,-3.405333669403959,0.0006608325605887977,-0.09976893535410322,0.9205277709633315,-0.052124143010497795,-2.7924402497212184,-0.3569213463452743,-0.21241430104978098,4.933156849768365
in_sample,e_20d_high_INV,(e-inv) new 20-day low,1,4188,0.06711486441340138,0.113812350876763,0.529847182425979,2.9158583488853975,1.4895518709527942,0.9128705508826114,0.059892552711756294,0.007222311701645084,904.0,0.1363421049208451,0.36131062750736853,0.1665300232206326,0.8677398579194442,-0.05342133151141786,0.957396209390081,0.01711486441340147,0.37984846622136753,0.0489463562362719,6.711486441340138,2.771674387822634
in_sample,f_relvol_up,(f) relvol>1.5 & up day,1,3652,-0.054219084997339344,-2.3227574980078103e-05,0.49808324205914567,2.3390900349962878,-1.400782249550122,-0.7157302183552094,0.059892552711756294,-0.11411163770909563,1108.0,0.1612791982278725,0.4741579479807998,-3.0314843022446287,0.002433545738346643,-1.2664293219412337,0.20535941863061913,-0.10421908499733933,-2.692561933418691,-1.485816710333242,-5.421908499733934,2.416942422236929
in_sample,f_relvol_up_INV,(f-inv) relvol>1.5 & down day,1,4272,-0.01013476729265362,0.09434437674996632,0.5231741573033708,2.784882200517595,-0.2378606349090264,0.5211822022671322,0.059892552711756294,-0.07002732000440992,1047.0,0.811989188100045,0.6022398512245903,-1.706990314796887,0.08782385258456982,-0.5262922577966718,0.5986851614827322,-0.060134767292653594,-1.4113490241364934,-0.3574231943863133,-1.013476729265362,2.827266710787558
in_sample,g_adx_bull,(g) ADX>25 & +DI>-DI,1,19387,0.024896947853081577,0.05469589780551232,0.5223603445607882,1.6911747303454543,2.049806821489064,1.1447888672752107,0.059892552711756294,-0.034995604858674714,1463.0,0.04038328568344962,0.25229662808441633,-3.131789776170285,0.0017374423382561233,-1.0255735949343328,0.30509261908601437,-0.025103052146918416,-2.0667757282778796,-0.5176603740014688,2.4896947853081577,12.830575777630708
in_sample,g_adx_bull_INV,(g-inv) ADX>25 & -DI>+DI,1,14504,0.07071692921962082,0.11106405048727508,0.5346111417539989,2.733419441444747,3.115738568819528,1.7523377447161756,0.059892552711756294,0.010824376507864525,1423.0,0.0018348486205244097,0.07971574941973403,0.5487984524572085,0.5831437724434532,0.42182887135710345,0.6731499305522601,0.02071692921962082,0.9127734491498178,0.379401979416612,7.071692921962082,9.598941098610192
in_sample,BASE_RATE,"unconditional (any symbol, any day)",2,89149,0.11973680040557451,0.12481213860278118,0.5305724124779863,2.6543786602569477,13.46861719505662,2.2598803422794056,0.11973680040557451,0.0,,,,,,,,,,,,
in_sample,a1_ret5_topdec,(a) top-decile 5d return,2,9066,0.0955941902786395,0.06607093548793852,0.5150011030222811,3.1125924327517707,2.924267509487181,1.4173768371061806,0.11973680040557451,-0.024142610126935013,1511.0,0.0034526788849662537,0.1563727810982598,-0.7915320871235552,0.42863355947739645,-0.5354224540527351,0.5923577667503723,0.045594190278639535,1.394745944963502,0.6760259072145274,9.55941902786395,6.0
in_sample,a1_ret5_topdec_INV,(a-inv) bottom-decile 5d return,2,7555,0.17664037868952376,0.13486525873980248,0.5266710787557909,3.3652495700764042,4.562364128994191,2.0404905018135393,0.11973680040557451,0.05690357828394925,1511.0,5.058082591880009e-06,0.041301496101518786,1.5638760208580258,0.11784668683861987,1.105129273931874,0.2691035775531436,0.1266403786895238,3.270936833932359,1.4629072456657308,17.664037868952377,5.0
in_sample,a2_ret10_topdec,(a) top-decile 10d return,2,9066,0.09846202595197015,0.09689727022644812,0.5199647032870064,3.06941638663896,3.0543641777122477,1.4409489495269103,0.11973680040557451,-0.02127477445360436,1511.0,0.002255381140969792,0.14959910572625423,-0.7064699316663122,0.4798959451879694,-0.45972290743424005,0.6457151248374484,0.04846202595197018,1.5033275480159591,0.7092206839365767,9.846202595197015,6.0
in_sample,a2_ret10_topdec_INV,(a-inv) bottom-decile 10d return,2,7555,0.16457658078618786,0.14125607950941088,0.528788881535407,3.455969151548822,4.1391904783904305,1.8639253180347852,0.11973680040557451,0.044839780380613356,1511.0,3.485334855946043e-05,0.062332192726912705,1.2018383471961571,0.22942616499359025,0.8402289226545205,0.4007800447634453,0.1145765807861879,2.8816632960242115,1.2976462918420089,16.457658078618785,5.0
in_sample,a3_ret20_topdec,(a) top-decile 20d return,2,9066,0.172234329758856,0.1545237249812481,0.5320979483785573,2.9834901139342898,5.496711884641822,2.5990048481931236,0.11973680040557451,0.05249752935328149,1511.0,3.869381082211021e-08,0.009349445280016688,1.7889432956853495,0.07362394814354456,1.1205080379081522,0.26249732926877534,0.12223432975885608,3.9010044863729294,1.8445080960555071,17.2234329758856,6.0
in_sample,a3_ret20_topdec_INV,(a-inv) bottom-decile 20d return,2,7555,0.14295629866876847,0.09520906114028893,0.5192587690271343,3.505550089145477,3.5445764897299585,1.635230048984487,0.11973680040557451,0.023219498263193958,1511.0,0.0003932443853422729,0.10200083116801517,0.6140382330285422,0.5391900627449115,0.4352674685840256,0.6633682951006239,0.0929562986687685,2.3048352111932275,1.0632965055827601,14.295629866876848,5.0
in_sample,b1_ma20_up,(b) close>SMA20 & SMA20 rising,2,44505,0.10104295602596809,0.10365016096010038,0.5286821705426357,2.3223030922880707,9.178919166690854,1.8727894460051828,0.11973680040557451,-0.018693844379606417,1490.0,0.0,0.06109746594642074,-2.1003117456201337,0.035701426713885986,-0.7167018693223085,0.4735580722190069,0.05104295602596813,4.636831559746803,0.9023400543436678,10.104295602596808,29.454003970880212
in_sample,b1_ma20_up_INV,(b-inv) close<SMA20 & SMA20 falling,2,29747,0.13534919726183012,0.15855415613377222,0.5327596060106902,3.149690718639299,7.411555420251808,1.941234332880492,0.11973680040557451,0.015612396856255609,1504.0,1.247890679678676e-13,0.052229860489674707,1.1327339676349517,0.25732598862950296,-0.043327957079639254,0.9654401056164867,0.08534919726183011,4.673616972817091,1.112695328555875,13.534919726183011,19.68696227663799
in_sample,b2_ma50_up,(b) close>SMA50 & SMA50 rising,2,47235,0.08784215765244714,0.10548886157364379,0.5289721604742246,2.249911755710173,8.48534431614038,2.4422438092088696,0.11973680040557451,-0.03189464275312737,1497.0,0.0,0.014596285354298022,-3.7426189422960747,0.00018211228486375575,0.5174860915352582,0.604816875539149,0.03784215765244717,3.655462774686697,1.4511625081141961,8.784215765244713,31.26075446724024
in_sample,b2_ma50_up_INV,(b-inv) close<SMA50 & SMA50 falling,2,27687,0.1735140989442155,0.15300340497830245,0.5314768663993932,3.29701456051482,8.756929524686717,2.178026593519804,0.11973680040557451,0.05377729853864098,1497.0,0.0,0.029404056933937994,3.5633216439760234,0.00036619153175676544,0.6707532536644357,0.5023777315491023,0.1235140989442155,6.233523767468666,1.373669366349311,17.35140989442155,18.323626737260092
in_sample,c1_rsi_gt60,(c) RSI(14)>60,2,26092,0.07495207872308741,0.09497790401629125,0.5277862946497011,2.1689635831951635,5.581939264232481,1.773504951604339,0.11973680040557451,-0.044784721682487094,1426.0,2.3785144520616086e-08,0.07614507212219657,-3.6113785577982873,0.0003045737000992865,-0.9046287215234806,0.3656621141020291,0.024952078723087422,1.8582671797962955,0.7797263075837483,7.495207872308741,17.26803441429517
in_sample,c1_rsi_gt60_INV,(c-inv) RSI(14)<40,2,13206,0.13120660335679574,0.200581992087856,0.5380887475389974,3.714023809368127,4.059725370063928,2.011396444824084,0.11973680040557451,0.011469802951221228,1391.0,4.913046723897807e-05,0.04428359857267683,0.4019919890732289,0.6876899219242749,0.7935688537057776,0.4274464705855019,0.08120660335679576,2.512651798231518,1.348065517988183,13.120660335679574,8.739907346128392
in_sample,c2_rsi_gt70,(c) RSI(14)>70,2,7166,0.048652611747844805,0.07533875464124096,0.5235835891710857,2.317491804620622,1.7771592801024338,0.6663966044475265,0.11973680040557451,-0.0710841886577297,1139.0,0.07554203701391171,0.5051576322995521,-2.6714726349013307,0.007551922981806403,-0.47991620657056716,0.6312869768102993,-0.0013473882521551662,-0.0492167521988092,-0.18536742969029146,4.8652611747844805,4.742554599602912
in_sample,c2_rsi_gt70_INV,(c-inv) RSI(14)<30,2,2805,0.1226886728819549,0.2938808504955537,0.5458110516934046,5.175210549910572,1.25557563107304,1.3384074035407176,0.11973680040557451,0.0029518724763803877,715.0,0.2092698712055907,0.18076366679394829,0.031069900436543507,0.9752137940475034,1.2597683053530786,0.20775295650927328,0.0726886728819548,0.7438838825278843,0.9900012701701553,12.268867288195489,1.85638649900728
in_sample,d_macd_cross_up,(d) MACD bullish crossover,2,3522,0.15061009516802415,0.10256604532195013,0.5275411697898921,2.3444996968443537,3.8124010267920454,1.4353345944849223,0.11973680040557451,0.03087329476244964,1102.0,0.00013762334438993662,0.15119177419283547,0.7928256754742439,0.42787939518833285,-0.6123488988404524,0.5403069436323504,0.10061009516802419,2.546748474571413,0.6400929701260161,15.061009516802415,2.330906684315023
in_sample,d_macd_cross_up_INV,(d-inv) MACD bearish crossover,2,3533,0.08322337296763455,0.12694532527355307,0.5326917633739032,2.502613042228606,1.9766211068357253,1.176279165466961,0.11973680040557451,-0.03651342743793996,1090.0,0.048084474510219355,0.23948333852329107,-0.8826623076519277,0.37741875295572225,-0.5946803562007621,0.5520571550244078,0.03322337296763457,0.789081455201785,0.4383513662685418,8.322337296763454,2.3381866313699535
in_sample,e_20d_high,(e) new 20-day high,2,7454,-0.017352652428859503,0.025591509884237418,0.5069761202039174,2.304787331027545,-0.6500244674917347,0.8017950906313391,0.11973680040557451,-0.13708945283443402,1206.0,0.5156764170903265,0.42267149897286993,-5.286429883553934,1.2472659216555826e-07,-0.7857392455654696,0.4320202661046588,-0.06735265242885946,-2.5230074888385663,-0.07426030207194698,-1.7352652428859503,4.933156849768365
in_sample,e_20d_high_INV,(e-inv) new 20-day low,2,4188,0.10210370698291005,0.2782638338781007,0.5487106017191977,3.826911102521565,1.7266188285560538,0.6228270225502337,0.11973680040557451,-0.01763309342266446,904.0,0.08423614216514053,0.5333981986319729,-0.3094271264109387,0.7569966382905453,0.2918622109853634,0.7703919773686458,0.05210370698291011,0.8810967218782568,0.03526447360816184,10.210370698291005,2.771674387822634
in_sample,f_relvol_up,(f) relvol>1.5 & up day,2,3652,-0.17038938609428403,-0.09219319599464426,0.47562979189485216,3.0781352881744546,-3.3451856019636197,-0.32165542453362517,0.11973680040557451,-0.29012618649985855,1108.0,0.0008222752487903051,0.747713750589809,-5.848466803311162,4.9612463026704745e-09,-1.416466643545491,0.15663892372450672,-0.22038938609428402,-4.326815291066607,-0.8236603674107678,-17.038938609428403,2.416942422236929
in_sample,f_relvol_up_INV,(f-inv) relvol>1.5 & down day,2,4272,0.00283775528484845,0.17476064811499104,0.5374531835205992,3.697906895090071,0.05015735089137242,1.2175289859797223,0.11973680040557451,-0.11689904512072606,1047.0,0.9599969978069414,0.2234030149092332,-2.143868072557867,0.0320434590508758,0.6029849807626693,0.5465186807695346,-0.04716224471515148,-0.8335931112992212,0.6639028041176149,0.283775528484845,2.827266710787558
