symbol,date,bucket,time,n_quotes,median_bps,mean_bps,p90_bps,p99_bps,median_abs_spread,median_mid,median_bid_size,median_ask_size
NVDA,2021-03-10,15:30-16:00,15:58:00,51,3.4007821799016957,3.2632830102953942,4.0003200256018205,4.200294020581031,0.17000000000001592,499.90999999999997,1.0,1.0
AAPL,2021-06-16,09:30-09:45,09:30:05,3101,1.5353907569484286,1.3814154055318146,2.3037051257439916,4.609356994699414,0.01999999999998181,130.225,2.0,3.0
AMD,2021-06-16,09:30-09:45,09:30:05,1043,2.4721878862788653,2.061578660382608,3.7094281298301253,4.43104396930514,0.01999999999999602,80.775,2.0,2.0
IWM,2021-06-16,09:30-09:45,09:30:05,3062,0.4355116172719946,0.6774087519708741,1.3052842256401826,1.3064210595075287,0.010000000000019327,229.71499999999997,4.0,2.0
NVDA,2021-06-16,09:30-09:45,09:30:05,474,7.596966840647674,8.174043047974287,13.076343348760991,15.085580980878841,0.5400000000000773,711.645,1.0,1.0
QQQ,2021-06-16,09:30-09:45,09:30:05,2320,0.583685976945532,0.5230631130696946,0.8754139978690297,0.87564396316544,0.01999999999998181,342.635,3.0,2.0
AAPL,2021-06-16,09:30-09:45,09:33:00,2910,0.7677248474139884,1.0439144335107968,1.5353907569484286,2.302467477646965,0.010000000000019327,130.28,3.0,4.0
AMD,2021-06-16,09:30-09:45,09:33:00,2965,1.2326656394441793,1.6856329777197143,2.4651793417966252,2.4663953631762263,0.010000000000005116,81.155,3.0,3.0
IWM,2021-06-16,09:30-09:45,09:33:00,4125,0.436614491234567,0.660786213400833,0.8730574471804711,1.3088719705068013,0.010000000000019327,229.2,3.0,3.0
AAPL,2021-06-16,09:30-09:45,09:40:00,4698,0.7699118450930367,0.7495238061727758,0.7701490238354118,1.5400015400001394,0.009999999999990905,129.885,7.0,7.0
