symbol,signal_ts,entry_ts,exit_ts,direction,entry_px,exit_px,stop_px,target_px,risk_per_share,r,ret_pct,bars_held,reason
IWM,2024-04-19 11:00:00,2024-04-19 11:05:00,2024-04-19 15:55:00,-1,193.115,193.07,194.39,190.56500000000005,1.2749999999999773,0.03529411764707194,0.023302177459035244,58,flatten
NVDA,2024-04-19 10:45:00,2024-04-19 11:15:00,2024-04-19 11:15:00,1,818.99,818.43,818.43,820.1100000000001,0.5600000000000591,-1.0,-0.06837690325889927,0,stop
MSFT,2024-04-19 10:45:00,2024-04-19 11:25:00,2024-04-19 12:10:00,1,401.32500000000005,399.39,399.39,405.19500000000016,1.9350000000000591,-1.0,-0.482152868622702,9,stop
META,2024-04-19 11:25:00,2024-04-19 11:30:00,2024-04-19 12:25:00,-1,487.99,480.69000000000005,491.64,480.69000000000005,3.6499999999999773,2.0,1.4959322936945336,11,target
NVDA,2024-04-22 10:35:00,2024-04-22 10:50:00,2024-04-22 10:50:00,1,771.91505,771.43,771.43,772.88515,0.4850500000000011,-1.0,-0.06283722541748618,0,stop
AMD,2024-04-22 10:40:00,2024-04-22 10:50:00,2024-04-22 13:30:00,1,146.53505,148.34515000000005,145.63,148.34515000000005,0.905050000000017,2.0,1.235267603211678,32,target
MSFT,2024-04-22 10:55:00,2024-04-22 11:15:00,2024-04-22 11:15:00,-1,397.65250000000003,397.0975000000001,397.93,397.0975000000001,0.277499999999975,2.0,0.13956909613291754,0,target
AAPL,2024-04-22 10:55:00,2024-04-22 11:20:00,2024-04-22 13:05:00,-1,165.275,166.03,166.03,163.76500000000001,0.7549999999999955,-1.0,-0.4568144002420181,21,stop
QQQ,2024-04-22 10:55:00,2024-04-22 11:25:00,2024-04-22 11:35:00,-1,415.04449999999997,416.05,416.05,413.0334999999999,1.0055000000000405,-1.0,-0.24226317900852573,2,stop
SPY,2024-04-22 10:55:00,2024-04-22 11:30:00,2024-04-22 11:55:00,-1,496.45000000000005,497.31,497.31,494.73000000000013,0.8599999999999568,-1.0,-0.17322993252088967,5,stop
META,2024-04-22 11:30:00,2024-04-22 11:45:00,2024-04-22 13:45:00,1,477.07505000000003,483.3251500000001,473.95,483.3251500000001,3.1250500000000443,2.0,1.3100873751415187,24,target
IWM,2024-04-22 10:55:00,2024-04-22 11:55:00,2024-04-22 12:10:00,-1,193.94,194.4,194.4,193.01999999999998,0.46000000000000796,-1.0,-0.2371867587913829,3,stop
META,2024-04-23 10:30:00,2024-04-23 10:35:00,2024-04-23 10:35:00,1,495.78499999999997,495.28,495.28,496.79499999999996,0.5049999999999955,-1.0,-0.10185866857609557,0,stop
AMD,2024-04-23 10:30:00,2024-04-23 10:45:00,2024-04-23 15:55:00,1,152.29995,152.2921,151.03,154.83984999999998,1.2699499999999944,-0.006181345722265146,-0.005154302414406956,62,flatten
QQQ,2024-04-23 10:30:00,2024-04-23 10:45:00,2024-04-23 10:45:00,1,423.865,424.33500000000004,423.63,424.33500000000004,0.23500000000001364,2.0,0.11088436176613481,0,target
NVDA,2024-04-23 10:30:00,2024-04-23 10:50:00,2024-04-23 10:55:00,1,821.3099500000001,825.0700500000003,819.4299,825.0700500000003,1.8800500000000966,2.0,0.4578174171639091,1,target
IWM,2024-04-23 10:50:00,2024-04-23 10:55:00,2024-04-23 11:25:00,-1,198.4375,198.75,198.75,197.8125,0.3125,-1.0,-0.15748031496062992,6,stop
SPY,2024-04-23 11:05:00,2024-04-23 11:10:00,2024-04-23 11:20:00,-1,504.56,505.13,505.13,503.42,0.5699999999999932,-1.0,-0.1129697161883608,2,stop
MSFT,2024-04-23 11:05:00,2024-04-23 11:35:00,2024-04-23 15:55:00,-1,406.96500000000003,407.481,408.2,404.4950000000001,1.2349999999999568,-0.41781376518217067,-0.12679223029006492,52,flatten
AAPL,2024-04-24 11:05:00,2024-04-24 11:10:00,2024-04-24 11:55:00,1,167.92000000000002,168.72000000000003,167.52,168.72000000000003,0.4000000000000057,2.0,0.4764173415912406,9,target
GOOGL,2024-04-24 11:10:00,2024-04-24 11:30:00,2024-04-24 11:55:00,-1,158.07,157.48999999999995,158.36,157.48999999999995,0.29000000000002046,2.0,0.36692604542293983,5,target
QQQ,2024-04-24 11:05:00,2024-04-24 11:35:00,2024-04-24 15:55:00,-1,426.83625,426.43,429.73,421.04875,2.8937500000000114,0.14038876889848756,0.09517701460454682,52,flatten
AMZN,2024-04-25 10:45:00,2024-04-25 10:50:00,2024-04-25 11:55:00,-1,171.0684,171.905,171.905,169.3952,0.8366000000000042,-1.0,-0.4890441484225049,13,stop
AMD,2024-04-25 10:55:00,2024-04-25 11:00:00,2024-04-25 11:55:00,-1,152.3195,153.15,153.15,150.6585,0.8305000000000007,-1.0,-0.5452355082573148,11,stop
NVDA,2024-04-25 11:05:00,2024-04-25 11:10:00,2024-04-25 11:30:00,1,816.806,811.55,811.55,827.3180000000002,5.2560000000000855,-1.0,-0.6434820508174628,4,stop
AAPL,2024-04-25 12:05:00,2024-04-25 12:10:00,2024-04-25 12:55:00,1,168.5925,169.47529999999998,168.1511,169.47529999999998,0.44139999999998736,2.0,0.5236294615715258,9,target
AMD,2024-04-26 10:30:00,2024-04-26 10:35:00,2024-04-26 10:35:00,-1,157.19,157.31,157.31,156.95,0.12000000000000455,-1.0,-0.07634073414339623,0,stop
MSFT,2024-04-26 10:35:00,2024-04-26 10:45:00,2024-04-26 15:55:00,-1,409.775,406.14,412.33,404.66499999999996,2.555000000000007,1.4227005870841414,0.8870721737538871,62,flatten
GOOGL,2024-04-26 10:55:00,2024-04-26 11:00:00,2024-04-26 15:55:00,1,171.78500000000003,171.92,169.65,176.05500000000006,2.1350000000000193,0.06323185011707787,0.07858660534968853,59,flatten
IWM,2024-04-26 10:45:00,2024-04-26 11:00:00,2024-04-26 12:55:00,-1,198.2825,198.78,198.78,197.2875,0.4975000000000023,-1.0,-0.2509046436271493,23,stop
NVDA,2024-04-26 11:05:00,2024-04-26 11:10:00,2024-04-26 15:55:00,1,870.53,877.15,861.1601,889.2697999999998,9.369899999999916,0.7065176789506893,0.7604562737642591,57,flatten
AMZN,2024-04-26 10:45:00,2024-04-26 11:10:00,2024-04-26 15:55:00,1,178.19,179.62,176.13,182.31,2.0600000000000023,0.694174757281556,0.8025141702676956,57,flatten
SPY,2024-04-26 11:15:00,2024-04-26 11:40:00,2024-04-26 12:55:00,-1,508.53,509.55,509.55,506.4899999999999,1.0200000000000387,-1.0,-0.20057813698307644,15,stop
QQQ,2024-04-26 11:15:00,2024-04-26 11:40:00,2024-04-26 13:00:00,-1,431.46495,432.17,432.17,430.05484999999993,0.7050500000000284,-1.0,-0.16340840663883088,16,stop
AAPL,2024-04-26 11:15:00,2024-04-26 11:45:00,2024-04-26 13:35:00,-1,170.77,169.63000000000002,171.34,169.63000000000002,0.5699999999999932,2.0,0.6675645605199896,22,target
NVDA,2024-04-29 10:40:00,2024-04-29 10:45:00,2024-04-29 10:45:00,-1,872.36,872.9,872.9,871.2800000000001,0.5399999999999636,-1.0,-0.06190105002521478,0,stop
MSFT,2024-04-29 10:35:00,2024-04-29 10:45:00,2024-04-29 15:55:00,1,401.445,402.21,399.19,405.955,2.2549999999999955,0.33924611973391927,0.19056159623360272,62,flatten
IWM,2024-04-29 10:50:00,2024-04-29 10:55:00,2024-04-29 12:25:00,-1,199.82,200.11,200.11,199.23999999999995,0.29000000000002046,-1.0,-0.14513061755581047,18,stop
QQQ,2024-04-29 11:05:00,2024-04-29 11:10:00,2024-04-29 13:25:00,-1,432.16999999999996,432.99,432.99,430.52999999999986,0.82000000000005,-1.0,-0.1897401485526645,27,stop
AMZN,2024-04-29 11:10:00,2024-04-29 11:20:00,2024-04-29 13:30:00,-1,179.995,181.165,181.165,177.65500000000003,1.1699999999999875,-1.0,-0.6500180560571057,26,stop
AMD,2024-04-29 11:10:00,2024-04-29 11:30:00,2024-04-29 15:00:00,1,159.7,158.99,158.99,161.11999999999995,0.7099999999999795,-1.0,-0.4445835942391857,42,stop
SPY,2024-04-29 11:35:00,2024-04-29 11:40:00,2024-04-29 15:55:00,-1,509.395,510.05,510.63,506.92499999999995,1.2350000000000136,-0.5303643724696537,-0.12858390836188607,51,flatten
NVDA,2024-04-30 10:30:00,2024-04-30 10:40:00,2024-04-30 15:55:00,-1,879.4853499999999,863.7,888.19,862.0760499999997,8.704650000000129,1.813438794207653,1.7948394478657186,63,flatten
SPY,2024-04-30 10:30:00,2024-04-30 10:40:00,2024-04-30 11:10:00,-1,508.71000000000004,507.0100000000001,509.56,507.0100000000001,0.8499999999999659,2.0,0.3341786086375207,6,target
QQQ,2024-04-30 10:30:00,2024-04-30 10:40:00,2024-04-30 11:30:00,-1,431.39,429.04999999999995,432.56,429.04999999999995,1.170000000000016,2.0,0.5424326015902158,10,target
IWM,2024-04-30 10:30:00,2024-04-30 10:45:00,2024-04-30 11:10:00,-1,198.115,197.125,198.61,197.125,0.49500000000000455,2.0,0.4997097645307065,5,target
META,2024-04-30 10:40:00,2024-04-30 11:05:00,2024-04-30 11:10:00,1,435.405,434.82,434.82,436.57499999999993,0.5849999999999795,-1.0,-0.13435766699968524,1,stop
AMD,2024-04-30 11:10:00,2024-04-30 11:45:00,2024-04-30 15:55:00,-1,160.90505000000002,158.36,162.29,158.13515000000007,1.384949999999975,1.8376475685043137,1.581709212979955,50,flatten
GOOGL,2024-04-30 12:05:00,2024-04-30 12:10:00,2024-04-30 12:45:00,-1,165.22,164.23999999999998,165.71,164.23999999999998,0.4900000000000091,2.0,0.5931485292337599,7,target
AMZN,2024-05-01 10:35:00,2024-05-01 10:45:00,2024-05-01 11:00:00,1,180.23915,178.92,178.92,182.87745,1.3191500000000076,-1.0,-0.7318887156314305,3,stop
META,2024-05-01 10:40:00,2024-05-01 10:50:00,2024-05-01 11:05:00,1,436.23,433.4,433.4,441.8900000000001,2.830000000000041,-1.0,-0.6487403433968414,3,stop
NVDA,2024-05-01 10:30:00,2024-05-01 11:00:00,2024-05-01 11:10:00,1,836.9345,830.04,830.04,850.7235,6.894499999999994,-1.0,-0.8237801166041062,2,stop
IWM,2024-05-01 10:55:00,2024-05-01 11:00:00,2024-05-01 11:10:00,1,195.75,195.27,195.27,196.70999999999998,0.47999999999998977,-1.0,-0.24521072796934346,2,stop
AAPL,2024-05-01 10:45:00,2024-05-01 11:05:00,2024-05-01 14:45:00,1,170.93,172.45000000000005,170.17,172.45000000000005,0.7600000000000193,2.0,0.8892529105482001,44,target
QQQ,2024-05-01 11:10:00,2024-05-01 11:35:00,2024-05-01 14:00:00,-1,422.265,423.25,423.25,420.29499999999996,0.9850000000000136,-1.0,-0.23326584017145957,29,stop
SPY,2024-05-01 11:10:00,2024-05-01 11:35:00,2024-05-01 14:00:00,-1,500.99,501.61,501.61,499.75,0.6200000000000045,-1.0,-0.12375496516896635,29,stop
GOOGL,2024-05-01 11:30:00,2024-05-01 12:00:00,2024-05-01 12:45:00,1,165.435,164.89,164.89,166.52500000000003,0.5450000000000159,-1.0,-0.32943452111102,9,stop
NVDA,2024-05-02 10:30:00,2024-05-02 10:35:00,2024-05-02 15:05:00,1,840.985,858.955,832.0,858.955,8.985000000000014,2.0,2.136780085257172,54,target
AAPL,2024-05-02 10:35:00,2024-05-02 10:40:00,2024-05-02 15:55:00,1,171.76999999999998,173.08,170.89,173.52999999999997,0.8799999999999955,1.4886363636364062,0.7626477266111841,63,flatten
META,2024-05-02 11:05:00,2024-05-02 11:25:00,2024-05-02 14:10:00,1,437.67,443.4762,434.7669,443.4762,2.903099999999995,2.0,1.3266159435190874,33,target
SPY,2024-05-02 11:00:00,2024-05-02 11:30:00,2024-05-02 14:30:00,1,501.985,504.755,500.6,504.755,1.384999999999991,2.0,0.5518093170114609,36,target
MSFT,2024-05-02 11:00:00,2024-05-02 11:30:00,2024-05-02 12:35:00,1,396.23595,394.89,394.89,398.92785000000003,1.3459500000000162,-1.0,-0.3396839686050739,13,stop
QQQ,2024-05-02 11:00:00,2024-05-02 11:30:00,2024-05-02 14:30:00,1,423.615,426.845,422.0,426.845,1.615000000000009,2.0,0.7624848034182025,36,target
AMZN,2024-05-02 11:25:00,2024-05-02 11:50:00,2024-05-02 13:10:00,-1,182.0675,183.185,183.185,179.83249999999998,1.1175000000000068,-1.0,-0.6137833495818896,16,stop
GOOGL,2024-05-03 10:40:00,2024-05-03 10:45:00,2024-05-03 13:25:00,1,164.15,166.35,163.05,166.35,1.0999999999999943,2.0,1.3402375875723354,32,target
META,2024-05-03 10:40:00,2024-05-03 10:50:00,2024-05-03 15:55:00,1,451.305,452.2,448.2801,457.3548,3.0249000000000024,0.2958775496710573,0.1983137789299879,61,flatten
SPY,2024-05-03 10:45:00,2024-05-03 10:50:00,2024-05-03 11:10:00,1,509.80499999999995,508.64,508.64,512.1349999999999,1.1649999999999636,-1.0,-0.22851874736418118,4,stop
NVDA,2024-05-03 10:45:00,2024-05-03 10:50:00,2024-05-03 15:55:00,1,881.635,887.87,872.88,899.145,8.754999999999995,0.7121644774414639,0.7072087655322229,61,flatten
AMD,2024-05-03 10:45:00,2024-05-03 10:50:00,2024-05-03 15:55:00,1,148.72,150.6,147.51,151.14000000000001,1.210000000000008,1.5537190082644488,1.2641204948897227,61,flatten
QQQ,2024-05-03 10:45:00,2024-05-03 10:50:00,2024-05-03 15:55:00,1,434.5549,435.48,432.62,438.4246999999999,1.9348999999999705,0.4781125639568232,0.21288449399605047,61,flatten
AMZN,2024-05-03 10:30:00,2024-05-03 11:00:00,2024-05-03 11:10:00,1,186.64499999999998,185.83,185.83,188.27499999999992,0.8149999999999693,-1.0,-0.4366578263548283,2,stop
MSFT,2024-05-03 11:00:00,2024-05-03 11:05:00,2024-05-03 11:40:00,-1,405.5625,406.44,406.44,403.8075,0.8774999999999977,-1.0,-0.21636615811373036,7,stop
AAPL,2024-05-03 10:45:00,2024-05-03 11:05:00,2024-05-03 15:55:00,1,184.46499999999997,183.39,182.66,188.07499999999993,1.8049999999999784,-0.5955678670360119,-0.5827663784457695,58,flatten
IWM,2024-05-03 11:10:00,2024-05-03 11:15:00,2024-05-03 15:55:00,-1,201.525,201.89,204.16,196.25500000000002,2.634999999999991,-0.13851992409866487,-0.18111896786998172,56,flatten
AAPL,2024-05-06 10:30:00,2024-05-06 10:55:00,2024-05-06 12:10:00,1,182.41,181.63,181.63,183.97,0.7800000000000011,-1.0,-0.42760813551888666,15,stop
AMD,2024-05-06 11:00:00,2024-05-06 11:10:00,2024-05-06 11:40:00,-1,155.74995,156.2,156.2,154.84985000000006,0.4500499999999761,-1.0,-0.2889567540791994,6,stop
IWM,2024-05-06 11:00:00,2024-05-06 11:35:00,2024-05-06 15:55:00,-1,204.3075,204.44,204.755,203.41250000000002,0.4474999999999909,-0.2960893854748511,-0.06485322369467257,52,flatten
SPY,2024-05-06 11:45:00,2024-05-06 11:50:00,2024-05-06 12:15:00,1,514.3299,513.961,513.961,515.0676999999998,0.3688999999999396,-1.0,-0.0717243932347584,5,stop
GOOGL,2024-05-06 11:10:00,2024-05-06 12:00:00,2024-05-06 15:55:00,1,166.675,167.96500000000003,166.03,167.96500000000003,0.6450000000000102,2.0,0.7739613019349154,47,target
QQQ,2024-05-06 11:35:00,2024-05-06 12:00:00,2024-05-06 12:20:00,1,437.9575,437.41,437.41,439.0524999999999,0.5474999999999568,-1.0,-0.1250121301724384,4,stop
AMZN,2024-05-06 12:25:00,2024-05-06 12:30:00,2024-05-06 14:10:00,-1,186.73995,186.975,186.975,186.26985,0.2350500000000011,-1.0,-0.12587022755441518,20,stop
GOOGL,2024-05-07 10:30:00,2024-05-07 10:35:00,2024-05-07 12:00:00,-1,170.0995,171.09,171.09,168.1185,0.9904999999999973,-1.0,-0.5823062384075187,17,stop
MSFT,2024-05-07 12:35:00,2024-05-07 13:10:00,2024-05-07 14:50:00,-1,412.215,410.32519999999994,413.1599,410.32519999999994,0.9449000000000183,2.0,0.4584500806617995,20,target
AMD,2024-05-08 10:35:00,2024-05-08 10:40:00,2024-05-08 11:00:00,-1,154.77994999999999,153.85984999999994,155.24,153.85984999999994,0.46005000000002383,2.0,0.5944568401786199,4,target
META,2024-05-08 10:45:00,2024-05-08 10:55:00,2024-05-08 11:00:00,1,473.62,474.78,473.04,474.78,0.5799999999999841,2.0,0.24492208943878388,1,target
NVDA,2024-05-08 10:55:00,2024-05-08 11:00:00,2024-05-08 11:10:00,-1,908.2745500000001,900.9436500000002,911.94,900.9436500000002,3.6654499999999643,2.0,0.8071237931306044,2,target
QQQ,2024-05-08 10:45:00,2024-05-08 11:05:00,2024-05-08 13:00:00,1,440.73,439.31,439.31,443.57000000000005,1.420000000000016,-1.0,-0.3221927257050838,23,stop
AMZN,2024-05-08 10:45:00,2024-05-08 11:05:00,2024-05-08 15:55:00,1,187.78,187.93,186.385,190.57000000000002,1.3950000000000102,0.1075268817204334,0.0798807114708732,58,flatten
SPY,2024-05-08 10:45:00,2024-05-08 11:10:00,2024-05-08 15:55:00,1,517.0074999999999,517.19,516.04,518.9424999999999,0.9674999999999727,0.18863049095619988,0.0352992944976849,57,flatten
IWM,2024-05-08 10:45:00,2024-05-08 11:10:00,2024-05-08 12:35:00,1,203.60000000000002,203.1,203.1,204.60000000000008,0.5000000000000284,-1.0,-0.2455795677799746,17,stop
AAPL,2024-05-08 11:20:00,2024-05-08 11:35:00,2024-05-08 14:35:00,1,182.165,182.98499999999999,181.755,182.98499999999999,0.4099999999999966,2.0,0.45014135536463823,36,target
MSFT,2024-05-08 11:30:00,2024-05-08 11:35:00,2024-05-08 12:35:00,1,411.75239999999997,411.16,411.16,412.93719999999985,0.592399999999941,-1.0,-0.14387287117207842,12,stop
GOOGL,2024-05-08 11:35:00,2024-05-08 12:05:00,2024-05-08 12:10:00,-1,169.9325,170.08,170.08,169.6375,0.14750000000000796,-1.0,-0.0867991702587839,1,stop
AAPL,2024-05-09 10:40:00,2024-05-09 10:45:00,2024-05-09 10:55:00,1,183.60500000000002,183.2001,183.2001,184.41480000000007,0.40490000000002624,-1.0,-0.2205277634051503,2,stop
GOOGL,2024-05-09 10:40:00,2024-05-09 10:45:00,2024-05-09 15:15:00,1,168.64,169.55999999999995,168.18,169.55999999999995,0.45999999999997954,2.0,0.5455407969639227,54,target
NVDA,2024-05-09 10:35:00,2024-05-09 10:45:00,2024-05-09 15:55:00,1,887.31,887.31,882.31,897.31,5.0,0.0,0.0,62,flatten
IWM,2024-05-09 11:25:00,2024-05-09 12:10:00,2024-05-09 14:50:00,-1,205.07,205.27,205.27,204.66999999999996,0.20000000000001705,-1.0,-0.09752767347735752,32,stop
AMD,2024-05-10 10:30:00,2024-05-10 10:35:00,2024-05-10 15:55:00,-1,152.345,151.91,156.37,144.295,4.025000000000006,0.1080745341614911,0.2855361186780021,64,flatten
IWM,2024-05-10 10:30:00,2024-05-10 10:35:00,2024-05-10 15:55:00,-1,204.65499999999997,204.3,206.125,201.71499999999992,1.4700000000000273,0.241496598639425,0.17346265666607774,64,flatten
SPY,2024-05-10 10:30:00,2024-05-10 10:35:00,2024-05-10 15:55:00,-1,520.87995,520.84,522.635,517.36985,1.755049999999983,0.02276288424829866,0.007669713529955639,64,flatten
AMZN,2024-05-10 10:35:00,2024-05-10 10:40:00,2024-05-10 15:55:00,-1,188.1325,187.46,189.892,184.6135,1.7595000000000027,0.3822108553566264,0.35746083212628615,63,flatten
NVDA,2024-05-10 10:40:00,2024-05-10 10:45:00,2024-05-10 10:45:00,1,897.145,896.49,896.49,898.4549999999999,0.6549999999999727,-1.0,-0.07300937975466315,0,stop
MSFT,2024-05-10 10:40:00,2024-05-10 10:50:00,2024-05-10 10:55:00,1,413.45435,412.87,412.87,414.6230499999999,0.5843499999999722,-1.0,-0.14133362002358235,1,stop
QQQ,2024-05-10 10:55:00,2024-05-10 11:00:00,2024-05-10 15:55:00,-1,441.37,442.06,444.31,435.49,2.9399999999999977,-0.2346938775510198,-0.1563314226159453,59,flatten
META,2024-05-10 10:30:00,2024-05-10 11:00:00,2024-05-10 15:55:00,-1,472.08175,476.13,477.5,461.24525,5.4182500000000005,-0.7471508328334786,-0.8575315610061172,59,flatten
GOOGL,2024-05-10 11:40:00,2024-05-10 11:50:00,2024-05-10 13:55:00,-1,167.80495000000002,168.69,168.69,166.03485000000006,0.8850499999999784,-1.0,-0.5274278261755557,25,stop
AMD,2024-05-13 10:30:00,2024-05-13 10:35:00,2024-05-13 15:35:00,-1,152.565,151.175,153.26,151.175,0.6949999999999932,2.0,0.9110870776390301,60,target
MSFT,2024-05-13 10:35:00,2024-05-13 10:40:00,2024-05-13 10:55:00,-1,412.855,413.39,413.39,411.7850000000001,0.5349999999999682,-1.0,-0.12958544767532623,3,stop
AAPL,2024-05-13 11:35:00,2024-05-13 11:40:00,2024-05-13 12:40:00,1,186.11,186.72000000000003,185.805,186.72000000000003,0.3050000000000068,2.0,0.32776315082478835,12,target
QQQ,2024-05-13 11:25:00,2024-05-13 11:50:00,2024-05-13 12:30:00,-1,443.025,443.41,443.41,442.2549999999999,0.38500000000004775,-1.0,-0.08690254500311445,8,stop
SPY,2024-05-13 11:30:00,2024-05-13 11:50:00,2024-05-13 13:05:00,-1,521.02565,520.15695,521.46,520.15695,0.4343499999999949,2.0,0.16672883571086947,15,target
GOOGL,2024-05-14 10:30:00,2024-05-14 10:35:00,2024-05-14 15:55:00,1,169.78265,170.28,168.8,171.74794999999995,0.9826499999999783,0.5061313794331883,0.2929333474297942,64,flatten
QQQ,2024-05-14 10:30:00,2024-05-14 10:35:00,2024-05-14 15:55:00,1,444.435,445.97,442.66,447.98499999999996,1.7749999999999773,0.8647887323943914,0.34538233937471735,64,flatten
AMD,2024-05-14 10:30:00,2024-05-14 10:35:00,2024-05-14 10:40:00,1,151.75545,150.98,150.98,153.30635,0.7754500000000064,-1.0,-0.5109865905969153,1,stop
MSFT,2024-05-14 10:30:00,2024-05-14 10:35:00,2024-05-14 15:55:00,1,415.03999999999996,416.42,411.68,421.7599999999999,3.359999999999957,0.41071428571430657,0.33249807247495483,64,flatten
IWM,2024-05-14 10:40:00,2024-05-14 10:45:00,2024-05-14 15:55:00,-1,206.5875,206.87,207.349,205.06450000000004,0.7614999999999839,-0.37097833223900833,-0.13674593090094941,62,flatten
NVDA,2024-05-14 10:40:00,2024-05-14 10:55:00,2024-05-14 10:55:00,-1,905.61,904.1899999999999,906.32,904.1899999999999,0.7100000000000364,2.0,0.1568003886882955,0,target
AAPL,2024-05-14 10:40:00,2024-05-14 10:55:00,2024-05-14 10:55:00,-1,186.7682,186.9505,186.9505,186.4036,0.1822999999999979,-1.0,-0.09760762271093146,0,stop
SPY,2024-05-14 10:40:00,2024-05-14 10:55:00,2024-05-14 14:30:00,-1,521.5425,522.41,522.41,519.8075000000001,0.86749999999995,-1.0,-0.1663335202787788,43,stop
AMZN,2024-05-14 11:20:00,2024-05-14 11:35:00,2024-05-14 15:55:00,1,185.535,187.07,183.94,188.725,1.5949999999999989,0.9623824451410644,0.8273371601045607,52,flatten
META,2024-05-14 11:00:00,2024-05-14 11:45:00,2024-05-14 15:55:00,1,468.585,471.86,466.5,472.75499999999994,2.0849999999999795,1.5707434052758111,0.6989126839314178,50,flatten
META,2024-05-15 10:40:00,2024-05-15 10:50:00,2024-05-15 12:30:00,-1,473.76,475.3299,475.3299,470.62019999999995,1.5699000000000183,-1.0,-0.33137031408308393,20,stop
AAPL,2024-05-15 11:15:00,2024-05-15 11:20:00,2024-05-15 11:30:00,1,189.9075,189.7201,189.7201,190.2823,0.18739999999999668,-1.0,-0.09867962034148028,2,stop
AMD,2024-05-15 10:35:00,2024-05-15 11:25:00,2024-05-15 15:55:00,1,157.1705,159.66,154.85,161.81150000000002,2.3205000000000098,1.0728291316526533,1.583948641761649,54,flatten
AMD,2024-05-16 10:30:00,2024-05-16 10:35:00,2024-05-16 11:35:00,1,163.52499999999998,167.17499999999995,161.7,167.17499999999995,1.8249999999999886,2.0,2.2320746063292938,12,target
MSFT,2024-05-16 10:45:00,2024-05-16 10:50:00,2024-05-16 12:00:00,1,424.35,422.64,422.64,427.7700000000001,1.7100000000000364,-1.0,-0.40296924708378373,14,stop
AAPL,2024-05-16 10:50:00,2024-05-16 11:00:00,2024-05-16 11:10:00,-1,190.45495,189.96485,190.7,189.96485,0.245049999999992,2.0,0.25733119564494594,2,target
NVDA,2024-05-16 11:00:00,2024-05-16 11:05:00,2024-05-16 13:20:00,1,953.24,944.2,944.2,971.3199999999999,9.039999999999964,-1.0,-0.9483445931769505,27,stop
SPY,2024-05-16 10:45:00,2024-05-16 11:10:00,2024-05-16 13:25:00,1,530.81615,529.55,529.55,533.3484500000001,1.2661500000000387,-1.0,-0.23852891438966933,27,stop
AMZN,2024-05-16 11:15:00,2024-05-16 11:20:00,2024-05-16 13:40:00,-1,186.1701,184.81029999999998,186.85,184.81029999999998,0.6799000000000035,2.0,0.7304072995609967,28,target
IWM,2024-05-16 11:15:00,2024-05-16 11:20:00,2024-05-16 13:20:00,-1,208.7,208.2,208.95,208.2,0.25,2.0,0.23957834211787254,24,target
GOOGL,2024-05-16 11:10:00,2024-05-16 11:25:00,2024-05-16 11:30:00,-1,174.8025,175.06,175.06,174.28750000000002,0.2574999999999932,-1.0,-0.14730910599104313,1,stop
AMZN,2024-05-17 10:30:00,2024-05-17 10:45:00,2024-05-17 11:00:00,1,184.79500000000002,184.3309,184.3309,185.72320000000002,0.46410000000000196,-1.0,-0.2511431586352455,3,stop
MSFT,2024-05-17 10:35:00,2024-05-17 10:45:00,2024-05-17 15:55:00,1,420.0591,420.24,418.025,424.12730000000005,2.0341000000000236,0.08893368074332933,0.04306536865884069,62,flatten
GOOGL,2024-05-17 10:35:00,2024-05-17 10:50:00,2024-05-17 15:55:00,1,175.8275,176.11,174.2701,178.94229999999993,1.5573999999999728,0.18139206369592412,0.16066883735480927,61,flatten
AAPL,2024-05-17 10:45:00,2024-05-17 10:50:00,2024-05-17 11:45:00,-1,190.0172,189.45159999999998,190.3,189.45159999999998,0.2828000000000088,2.0,0.29765726471078285,11,target
SPY,2024-05-17 10:30:00,2024-05-17 11:00:00,2024-05-17 11:35:00,1,528.9725000000001,528.342,528.342,530.2335000000003,0.6305000000000973,-1.0,-0.11919334180890259,7,stop
NVDA,2024-05-17 10:30:00,2024-05-17 11:00:00,2024-05-17 14:00:00,1,935.89,929.0309,929.0309,949.6082,6.859100000000012,-1.0,-0.7328959599952999,36,stop
IWM,2024-05-17 10:50:00,2024-05-17 11:00:00,2024-05-17 11:20:00,1,208.23534999999998,208.005,208.005,208.69604999999996,0.23034999999998718,-1.0,-0.11062002681100361,4,stop
QQQ,2024-05-17 10:30:00,2024-05-17 11:00:00,2024-05-17 12:45:00,1,452.21500000000003,451.35,451.35,453.94500000000005,0.8650000000000091,-1.0,-0.19128069612905566,21,stop
META,2024-05-17 11:00:00,2024-05-17 11:25:00,2024-05-17 15:55:00,-1,470.975,471.969,472.25,468.42500000000007,1.2749999999999773,-0.7796078431372463,-0.21105154201390125,54,flatten
GOOGL,2024-05-20 10:35:00,2024-05-20 10:40:00,2024-05-20 11:40:00,-1,178.13,176.84999999999997,178.77,176.84999999999997,0.6400000000000148,2.0,0.7185763206646997,12,target
META,2024-05-20 10:40:00,2024-05-20 10:55:00,2024-05-20 13:20:00,1,470.865,469.3,469.3,473.995,1.5649999999999977,-1.0,-0.33236702664245543,29,stop
MSFT,2024-05-20 10:55:00,2024-05-20 11:00:00,2024-05-20 12:40:00,-1,424.575,425.68,425.68,422.36499999999995,1.1050000000000182,-1.0,-0.26026026026026455,20,stop
AAPL,2024-05-20 11:20:00,2024-05-20 11:25:00,2024-05-20 15:50:00,-1,191.555,190.8252,191.9199,190.8252,0.3649000000000058,2.0,0.38098718383754615,53,target
