symbol,signal_ts,entry_ts,exit_ts,direction,entry_px,exit_px,stop_px,target_px,risk_per_share,r,ret_pct,bars_held,reason
AMZN,2022-07-05 10:40:00,2022-07-05 10:45:00,2022-07-05 10:45:00,1,110.35505,110.16,110.16,110.74515000000002,0.19505000000000905,-1.0,-0.17674768848367975,0,stop
QQQ,2022-07-05 10:40:00,2022-07-05 10:45:00,2022-07-05 10:50:00,1,280.385,280.05,280.05,281.05499999999995,0.33499999999997954,-1.0,-0.11947857410345758,1,stop
NVDA,2022-07-05 10:35:00,2022-07-05 10:50:00,2022-07-05 10:55:00,1,146.525,146.05,146.05,147.475,0.4749999999999943,-1.0,-0.3241767616447666,1,stop
META,2022-07-05 10:35:00,2022-07-05 10:50:00,2022-07-05 10:50:00,1,161.5,161.35,161.35,161.8,0.15000000000000568,-1.0,-0.09287925696594779,0,stop
GOOGL,2022-07-05 10:40:00,2022-07-05 10:50:00,2022-07-05 11:00:00,1,2172.3525,2165.935,2165.935,2185.1875,6.417500000000018,-1.0,-0.29541706514021177,2,stop
SPY,2022-07-06 11:05:00,2022-07-06 11:10:00,2022-07-06 14:00:00,-1,380.96000000000004,382.52,382.52,377.84000000000015,1.5599999999999454,-1.0,-0.40949181016378233,34,stop
AMD,2022-07-06 10:45:00,2022-07-06 11:10:00,2022-07-06 14:05:00,1,74.235,75.605,73.55,75.605,0.6850000000000023,2.0,1.8454906715161374,35,target
IWM,2022-07-06 11:05:00,2022-07-06 11:15:00,2022-07-06 15:55:00,-1,170.635,171.55,172.71,166.48499999999996,2.075000000000017,-0.440963855421693,-0.5362323087291707,56,flatten
GOOGL,2022-07-06 11:20:00,2022-07-06 11:25:00,2022-07-06 15:55:00,1,2268.3050000000003,2291.37,2229.52,2345.875000000001,38.78500000000031,0.5946886682995853,1.016838564478745,54,flatten
NVDA,2022-07-06 10:45:00,2022-07-06 11:30:00,2022-07-06 15:55:00,1,149.74,151.3,147.89,153.44000000000005,1.8500000000000227,0.8432432432432341,1.0418057967143064,53,flatten
MSFT,2022-07-06 11:30:00,2022-07-06 11:55:00,2022-07-06 13:55:00,-1,263.95500000000004,265.3,265.3,261.2650000000001,1.3449999999999704,-1.0,-0.5095565532003448,24,stop
QQQ,2022-07-06 11:30:00,2022-07-06 12:05:00,2022-07-06 14:00:00,-1,286.83500000000004,288.16,288.16,284.18500000000006,1.3249999999999886,-1.0,-0.4619380480066897,23,stop
AMZN,2022-07-06 11:30:00,2022-07-06 12:10:00,2022-07-06 13:05:00,-1,113.27000000000001,114.25,114.25,111.31000000000003,0.9799999999999898,-1.0,-0.8651893705305814,11,stop
META,2022-07-06 11:30:00,2022-07-06 12:30:00,2022-07-06 12:40:00,-1,167.61,167.99,167.99,166.85000000000002,0.37999999999999545,-1.0,-0.226716783008171,2,stop
AMD,2022-07-07 10:30:00,2022-07-07 10:35:00,2022-07-07 14:05:00,1,78.63005000000001,79.75015000000005,78.07,79.75015000000005,0.5600500000000181,2.0,1.4245189975079962,42,target
QQQ,2022-07-07 10:30:00,2022-07-07 10:35:00,2022-07-07 12:00:00,1,292.195,293.84499999999997,291.37,293.84499999999997,0.8249999999999886,2.0,0.5646913876007383,17,target
GOOGL,2022-07-07 10:40:00,2022-07-07 10:45:00,2022-07-07 14:25:00,1,2334.785,2376.035,2314.16,2376.035,20.625,2.0,1.7667579670076687,44,target
SPY,2022-07-07 10:30:00,2022-07-07 10:45:00,2022-07-07 10:50:00,1,386.6275,387.7625,386.06,387.7625,0.5674999999999955,2.0,0.2935642187894009,1,target
NVDA,2022-07-07 10:45:00,2022-07-07 11:25:00,2022-07-07 13:40:00,1,155.84,158.42,154.55,158.42,1.289999999999992,2.0,1.6555441478439323,27,target
MSFT,2022-07-07 11:25:00,2022-07-07 11:45:00,2022-07-07 15:55:00,-1,267.90999999999997,268.38,269.055,265.6199999999999,1.1450000000000387,-0.4104803493449881,-0.17543204807585658,50,flatten
AAPL,2022-07-07 13:15:00,2022-07-07 13:20:00,2022-07-07 13:40:00,-1,145.74970000000002,146.0,146.0,145.24910000000006,0.25029999999998154,-1.0,-0.17173277200569298,4,stop
GOOGL,2022-07-08 10:30:00,2022-07-08 10:40:00,2022-07-08 15:55:00,1,2368.745,2387.81,2342.03,2422.1749999999993,26.71499999999969,0.7136440202133736,0.8048565801722033,63,flatten
MSFT,2022-07-08 10:30:00,2022-07-08 10:50:00,2022-07-08 15:55:00,1,264.91499999999996,267.66,263.285,268.17499999999984,1.6299999999999386,1.6840490797547023,1.0361814166808454,61,flatten
AAPL,2022-07-08 10:50:00,2022-07-08 10:55:00,2022-07-08 11:05:00,-1,146.80955,147.2699,147.2699,145.88885,0.46035000000000537,-1.0,-0.31356951914913256,2,stop
META,2022-07-11 10:40:00,2022-07-11 10:45:00,2022-07-11 15:00:00,1,163.985,162.27,162.27,167.41500000000002,1.7150000000000034,-1.0,-1.045827362258745,51,stop
AMD,2022-07-11 10:40:00,2022-07-11 10:45:00,2022-07-11 15:55:00,1,77.1175,76.96,75.8417,79.66910000000001,1.2758000000000038,-0.12345195171657987,-0.20423379907286032,62,flatten
QQQ,2022-07-11 10:30:00,2022-07-11 10:55:00,2022-07-11 15:55:00,1,289.47005,288.98,288.14,292.13015000000007,1.3300500000000284,-0.3684447953084366,-0.16929212538568206,60,flatten
NVDA,2022-07-11 10:35:00,2022-07-11 11:00:00,2022-07-11 13:30:00,1,151.565,153.615,150.54,153.615,1.0250000000000057,2.0,1.3525550094019143,30,target
AMZN,2022-07-11 10:30:00,2022-07-11 11:00:00,2022-07-11 15:55:00,1,112.16505000000001,111.78,110.87,114.75515000000001,1.2950500000000034,-0.2973244276282814,-0.34328875171009754,59,flatten
GOOGL,2022-07-11 10:55:00,2022-07-11 11:05:00,2022-07-11 12:20:00,-1,2337.0839,2326.4917,2342.38,2326.4917,5.296100000000024,2.0,0.4532229245171749,15,target
SPY,2022-07-11 11:00:00,2022-07-11 11:05:00,2022-07-11 13:00:00,-1,384.58500000000004,385.54,385.54,382.67500000000007,0.9549999999999841,-1.0,-0.24831961724975857,23,stop
IWM,2022-07-11 11:00:00,2022-07-11 11:05:00,2022-07-11 11:15:00,-1,172.5006,172.96,172.96,171.58179999999996,0.45940000000001646,-1.0,-0.26631791425653967,2,stop
AAPL,2022-07-12 10:35:00,2022-07-12 10:40:00,2022-07-12 15:20:00,1,146.94995,145.5601,145.5601,149.72965,1.3898499999999956,-1.0,-0.945798212248453,56,stop
AMD,2022-07-12 10:35:00,2022-07-12 10:40:00,2022-07-12 15:55:00,1,75.67815,76.37,74.43,78.17445,1.2481499999999954,0.5543003645395224,0.914200466052622,63,flatten
IWM,2022-07-12 10:35:00,2022-07-12 10:40:00,2022-07-12 15:30:00,1,172.115,170.9,170.9,174.54500000000002,1.2150000000000034,-1.0,-0.7059233651918795,58,stop
AMZN,2022-07-12 10:45:00,2022-07-12 10:55:00,2022-07-12 15:55:00,-1,110.1952,109.22,111.16,108.2656,0.9647999999999968,1.0107794361525748,0.8849750261354405,60,flatten
GOOGL,2022-07-12 11:00:00,2022-07-12 11:05:00,2022-07-12 15:00:00,1,2309.245,2288.0,2288.0,2351.7349999999997,21.24499999999989,-1.0,-0.9199976615733667,47,stop
SPY,2022-07-12 11:10:00,2022-07-12 11:15:00,2022-07-12 14:40:00,1,384.245,383.195,383.195,386.345,1.0500000000000114,-1.0,-0.27326315241577936,41,stop
QQQ,2022-07-12 11:10:00,2022-07-12 11:15:00,2022-07-12 14:55:00,1,288.95965,287.534,287.534,291.81095000000005,1.4256500000000187,-1.0,-0.4933733827543114,44,stop
NVDA,2022-07-12 11:10:00,2022-07-12 11:15:00,2022-07-12 15:55:00,1,151.57999999999998,150.825,148.77,157.19999999999993,2.809999999999974,-0.26868327402135317,-0.4980868188415329,56,flatten
META,2022-07-12 11:00:00,2022-07-12 11:35:00,2022-07-12 12:30:00,1,163.35,164.8294,162.6103,164.8294,0.7396999999999991,2.0,0.9056626874808682,11,target
MSFT,2022-07-12 11:40:00,2022-07-12 12:15:00,2022-07-12 13:00:00,-1,257.595,258.0,258.0,256.7850000000001,0.4049999999999727,-1.0,-0.1572235485937121,9,stop
MSFT,2022-07-13 10:45:00,2022-07-13 10:50:00,2022-07-13 15:55:00,1,250.35500000000002,252.67,248.11,254.84500000000003,2.2450000000000045,1.031180400890853,0.9246869445387427,61,flatten
GOOGL,2022-07-13 10:45:00,2022-07-13 10:55:00,2022-07-13 14:05:00,1,2267.13,2224.03,2224.12,2353.1500000000005,43.01000000000022,-1.0020925366193836,-1.9010819847119447,38,stop
SPY,2022-07-14 11:25:00,2022-07-14 11:30:00,2022-07-14 15:55:00,1,373.85749999999996,377.96,371.04,379.49249999999984,2.8174999999999386,1.456078083407315,1.097343239068367,53,flatten
META,2022-07-14 11:35:00,2022-07-14 11:40:00,2022-07-14 11:40:00,-1,158.53640000000001,159.15,159.15,157.30920000000003,0.613599999999991,-1.0,-0.38704045253960034,0,stop
AMZN,2022-07-14 11:35:00,2022-07-14 11:40:00,2022-07-14 11:40:00,-1,109.0848,109.43,109.43,108.39439999999999,0.3452000000000055,-1.0,-0.31645105459239553,0,stop
IWM,2022-07-14 11:45:00,2022-07-14 12:05:00,2022-07-14 12:45:00,1,168.04,167.26,167.26,169.6,0.7800000000000011,-1.0,-0.46417519638181454,8,stop
QQQ,2022-07-14 11:45:00,2022-07-14 12:05:00,2022-07-14 15:55:00,1,283.645,286.7,279.8,291.3349999999999,3.8449999999999704,0.7945383615084605,1.0770505385252716,46,flatten
QQQ,2022-07-15 10:30:00,2022-07-15 10:35:00,2022-07-15 15:55:00,1,290.45,291.9,288.08,295.19,2.3700000000000045,0.6118143459915553,0.49922533998966734,64,flatten
SPY,2022-07-15 10:30:00,2022-07-15 10:35:00,2022-07-15 15:55:00,1,383.66999999999996,385.1,380.54,389.92999999999984,3.1299999999999386,0.45686900958469384,0.37271613626295097,64,flatten
IWM,2022-07-15 10:30:00,2022-07-15 10:35:00,2022-07-15 15:55:00,1,171.1325,173.09,169.31,174.77749999999997,1.822499999999991,1.074074074074085,1.1438505251778652,64,flatten
AMZN,2022-07-15 10:30:00,2022-07-15 10:35:00,2022-07-15 15:55:00,1,113.03005,113.57,111.59,115.91015,1.4400499999999994,0.37495225860212533,0.47770482274403164,64,flatten
AMD,2022-07-15 10:30:00,2022-07-15 10:40:00,2022-07-15 15:55:00,1,79.435,81.12,77.9,82.505,1.5349999999999966,1.0977198697068442,2.1212311953169287,63,flatten
META,2022-07-15 10:30:00,2022-07-15 10:45:00,2022-07-15 15:55:00,1,162.08499999999998,164.72,159.82,166.61499999999995,2.2649999999999864,1.1633554083885365,1.6256902242650584,62,flatten
AAPL,2022-07-15 10:40:00,2022-07-15 10:55:00,2022-07-15 15:55:00,-1,149.2876,150.17,150.52,146.82279999999997,1.2324000000000126,-0.7160012982797638,-0.5910738735166148,60,flatten
NVDA,2022-07-15 10:45:00,2022-07-15 10:55:00,2022-07-15 15:10:00,-1,155.75965,156.8799,156.8799,153.51915,1.1202499999999986,-1.0,-0.719217075795945,51,stop
MSFT,2022-07-15 10:45:00,2022-07-15 11:00:00,2022-07-15 12:05:00,-1,259.07090000000005,256.4729000000002,260.3699,256.4729000000002,1.2989999999999213,2.0,1.0028142875173716,13,target
GOOGL,2022-07-15 11:10:00,2022-07-15 11:15:00,2022-07-15 12:00:00,1,2245.715,2235.8,2235.8,2265.545,9.914999999999964,-1.0,-0.4415074931591927,9,stop
NVDA,2022-07-18 10:35:00,2022-07-18 10:45:00,2022-07-18 11:55:00,1,165.11,167.85000000000002,163.74,167.85000000000002,1.3700000000000045,2.0,1.6594997274544296,14,target
MSFT,2022-07-18 11:00:00,2022-07-18 11:05:00,2022-07-18 11:10:00,1,258.135,257.7,257.7,259.005,0.4350000000000023,-1.0,-0.16851647393805655,1,stop
AAPL,2022-07-18 11:00:00,2022-07-18 11:10:00,2022-07-18 13:10:00,1,150.99,150.5812,150.5812,151.80760000000004,0.4088000000000136,-1.0,-0.2707464070468333,24,stop
QQQ,2022-07-18 11:00:00,2022-07-18 11:10:00,2022-07-18 13:30:00,1,294.71000000000004,293.97,293.97,296.19000000000005,0.7400000000000091,-1.0,-0.25109429608768247,28,stop
GOOGL,2022-07-18 11:00:00,2022-07-18 11:15:00,2022-07-18 13:15:00,1,111.5,111.01,111.01,112.47999999999999,0.4899999999999949,-1.0,-0.4394618834080672,24,stop
SPY,2022-07-18 11:40:00,2022-07-18 11:50:00,2022-07-18 12:55:00,1,387.96775,387.3,387.3,389.30325000000005,0.6677500000000123,-1.0,-0.17211482139946227,13,stop
IWM,2022-07-18 11:20:00,2022-07-18 12:05:00,2022-07-18 12:50:00,1,175.70499999999998,175.43,175.43,176.25499999999994,0.27499999999997726,-1.0,-0.1565123360177441,9,stop
AMZN,2022-07-19 10:30:00,2022-07-19 10:35:00,2022-07-19 12:20:00,1,115.05,117.08999999999999,114.03,117.08999999999999,1.019999999999996,2.0,1.7731421121251563,21,target
NVDA,2022-07-19 10:30:00,2022-07-19 10:35:00,2022-07-19 10:35:00,1,163.64995,163.97004999999996,163.4899,163.97004999999996,0.16004999999998404,2.0,0.19560042639791098,0,target
AMD,2022-07-19 10:30:00,2022-07-19 10:35:00,2022-07-19 13:15:00,1,83.83,85.51,82.99,85.51,0.8400000000000034,2.0,2.004055827269482,32,target
META,2022-07-19 10:30:00,2022-07-19 10:35:00,2022-07-19 11:05:00,1,170.9,173.68000000000004,169.51,173.68000000000004,1.3900000000000148,2.0,1.6266822703335455,6,target
SPY,2022-07-19 10:30:00,2022-07-19 10:35:00,2022-07-19 15:40:00,1,387.78,392.55999999999995,385.39,392.55999999999995,2.3899999999999864,2.0,1.2326576925060533,61,target
GOOGL,2022-07-19 10:30:00,2022-07-19 10:35:00,2022-07-19 12:30:00,1,111.5,112.86000000000001,110.82,112.86000000000001,0.6800000000000068,2.0,1.2197309417040483,23,target
IWM,2022-07-19 13:10:00,2022-07-19 13:30:00,2022-07-19 13:40:00,-1,178.09,178.23,178.23,177.81000000000003,0.13999999999998636,-1.0,-0.07861193778425872,2,stop
SPY,2022-07-21 10:30:00,2022-07-21 10:35:00,2022-07-21 11:30:00,-1,392.53999999999996,395.76,395.76,386.0999999999999,3.2200000000000273,-1.0,-0.8202985682987791,11,stop
IWM,2022-07-21 10:30:00,2022-07-21 10:35:00,2022-07-21 12:30:00,-1,179.38,181.2,181.2,175.74,1.8199999999999932,-1.0,-1.0146058646448841,23,stop
GOOGL,2022-07-21 10:30:00,2022-07-21 10:35:00,2022-07-21 12:05:00,-1,111.69,113.5895,113.5895,107.89099999999999,1.8995000000000033,-1.0,-1.7006894081833677,18,stop
NVDA,2022-07-21 10:30:00,2022-07-21 10:35:00,2022-07-21 12:00:00,-1,176.47,180.2399,180.2399,168.93019999999999,3.769900000000007,-1.0,-2.136283787612629,17,stop
AMD,2022-07-21 10:30:00,2022-07-21 10:35:00,2022-07-21 10:55:00,-1,88.63,90.1681,90.1681,85.5538,1.5381,-1.0,-1.7354169017262782,4,stop
QQQ,2022-07-21 10:30:00,2022-07-21 10:35:00,2022-07-21 11:35:00,-1,301.73,304.88,304.88,295.43000000000006,3.1499999999999773,-1.0,-1.0439797169654914,12,stop
MSFT,2022-07-21 10:30:00,2022-07-21 10:40:00,2022-07-21 11:30:00,-1,258.655,261.35,261.35,253.26499999999987,2.69500000000005,-1.0,-1.0419284374939786,10,stop
META,2022-07-21 10:30:00,2022-07-21 10:55:00,2022-07-21 12:05:00,-1,180.43185,183.44,183.44,174.41555,3.0081500000000005,-1.0,-1.6671945668128993,14,stop
MSFT,2022-07-22 10:55:00,2022-07-22 11:00:00,2022-07-22 11:00:00,1,262.53499999999997,261.9,261.9,263.80499999999995,0.6349999999999909,-1.0,-0.24187251223646028,0,stop
NVDA,2022-07-22 10:50:00,2022-07-22 11:00:00,2022-07-22 11:30:00,1,175.505,173.52,173.52,179.47499999999997,1.9849999999999852,-1.0,-1.131021908207735,6,stop
AMD,2022-07-22 10:55:00,2022-07-22 11:00:00,2022-07-22 11:30:00,1,89.34505,88.09,88.09,91.85515,1.2550499999999971,-1.0,-1.404722477630263,6,stop
IWM,2022-07-22 11:05:00,2022-07-22 11:10:00,2022-07-22 11:10:00,-1,181.1875,181.43,181.43,180.7025,0.24250000000000682,-1.0,-0.13383925491549187,0,stop
AMZN,2022-07-22 11:05:00,2022-07-22 11:10:00,2022-07-22 11:35:00,-1,123.91,122.36179999999999,124.6841,122.36179999999999,0.7741000000000042,2.0,1.2494552497780715,5,target
AAPL,2022-07-22 11:05:00,2022-07-22 11:10:00,2022-07-22 11:30:00,-1,155.4925,154.47750000000002,156.0,154.47750000000002,0.5074999999999932,2.0,0.6527646027943381,4,target
IWM,2022-07-25 10:45:00,2022-07-25 10:50:00,2022-07-25 15:55:00,1,180.01999999999998,180.45,179.3,181.45999999999992,0.7199999999999704,0.5972222222222562,0.23886234862793404,61,flatten
QQQ,2022-07-25 10:45:00,2022-07-25 10:50:00,2022-07-25 14:55:00,1,300.14,298.75,298.75,302.91999999999996,1.3899999999999864,-1.0,-0.46311721196774386,49,stop
AAPL,2022-07-25 10:45:00,2022-07-25 11:00:00,2022-07-25 11:15:00,1,152.9925,152.455,152.455,154.0675,0.5374999999999943,-1.0,-0.35132441132734893,3,stop
SPY,2022-07-25 10:45:00,2022-07-25 11:10:00,2022-07-25 14:55:00,1,394.80999999999995,393.74,393.74,396.9499999999998,1.0699999999999363,-1.0,-0.27101643828675476,45,stop
AMD,2022-07-25 11:15:00,2022-07-25 11:20:00,2022-07-25 11:45:00,-1,85.6187,86.3,86.3,84.25610000000002,0.6812999999999931,-1.0,-0.795737379801367,5,stop
META,2022-07-25 11:15:00,2022-07-25 11:20:00,2022-07-25 15:55:00,-1,166.76,166.68,170.57,159.14,3.8100000000000023,0.020997375328079798,0.04797313504436561,55,flatten
GOOGL,2022-07-25 11:15:00,2022-07-25 11:20:00,2022-07-25 15:55:00,-1,107.68,107.55,109.5,104.04000000000002,1.8199999999999932,0.071428571428577,0.12072808320951862,55,flatten
AMZN,2022-07-25 11:15:00,2022-07-25 11:25:00,2022-07-25 15:55:00,-1,121.49000000000001,121.14,122.34,119.79000000000002,0.8499999999999943,0.41176470588236574,0.2880895546958667,54,flatten
NVDA,2022-07-25 11:15:00,2022-07-25 11:25:00,2022-07-25 11:45:00,-1,167.555,168.8,168.8,165.065,1.2450000000000045,-1.0,-0.7430395989376649,4,stop
AMZN,2022-07-26 10:30:00,2022-07-26 10:35:00,2022-07-26 15:55:00,-1,116.37,114.8,118.15,112.81,1.7800000000000011,0.882022471910116,1.349144968634534,64,flatten
AAPL,2022-07-26 10:35:00,2022-07-26 10:45:00,2022-07-26 14:05:00,-1,151.52085,152.47,152.47,149.62255,0.949150000000003,-1.0,-0.6264154405152843,40,stop
META,2022-07-26 10:40:00,2022-07-26 10:50:00,2022-07-26 10:50:00,1,163.3206,163.04,163.04,163.88180000000006,0.28060000000002105,-1.0,-0.17180931248110834,0,stop
MSFT,2022-07-26 10:35:00,2022-07-26 11:00:00,2022-07-26 15:55:00,-1,253.775,251.745,255.96,249.405,2.1850000000000023,0.9290617848970247,0.7999211900305394,59,flatten
GOOGL,2022-07-26 11:00:00,2022-07-26 11:15:00,2022-07-26 11:55:00,-1,106.0,105.25999999999999,106.37,105.25999999999999,0.37000000000000455,2.0,0.6981132075471784,8,target
SPY,2022-07-26 11:10:00,2022-07-26 11:15:00,2022-07-26 15:55:00,-1,392.405,390.91,393.75,389.7149999999999,1.3450000000000273,1.1115241635687119,0.38098393241675,56,flatten
AMD,2022-07-26 11:05:00,2022-07-26 11:15:00,2022-07-26 15:55:00,-1,86.26065,85.2,87.749,83.28395,1.488349999999997,0.7126347969227652,1.2295873031329991,56,flatten
IWM,2022-07-26 10:40:00,2022-07-26 11:30:00,2022-07-26 14:05:00,1,179.09,180.19000000000003,178.54,180.19000000000003,0.5500000000000114,2.0,0.6142163158188747,31,target
META,2022-07-27 10:40:00,2022-07-27 10:45:00,2022-07-27 12:25:00,1,165.22,168.16,163.75,168.16,1.4699999999999989,2.0,1.7794455877012454,20,target
AMD,2022-07-27 10:35:00,2022-07-27 10:50:00,2022-07-27 14:40:00,-1,88.64,89.49,89.49,86.94000000000001,0.8499999999999943,-1.0,-0.958935018050535,46,stop
MSFT,2022-07-27 10:45:00,2022-07-27 10:50:00,2022-07-27 12:05:00,-1,263.0,264.93,264.93,259.14,1.9300000000000068,-1.0,-0.7338403041825121,15,stop
NVDA,2022-07-27 10:55:00,2022-07-27 11:05:00,2022-07-27 11:35:00,1,174.19004999999999,173.31,173.31,175.95014999999995,0.8800499999999829,-1.0,-0.5052240354715914,6,stop
QQQ,2022-07-27 10:55:00,2022-07-27 11:20:00,2022-07-27 12:20:00,1,301.78,303.01999999999987,301.16,303.01999999999987,0.6199999999999477,2.0,0.4108953542315248,12,target
IWM,2022-07-27 10:55:00,2022-07-27 11:25:00,2022-07-27 14:40:00,1,180.91000000000003,182.73000000000008,180.0,182.73000000000008,0.910000000000025,2.0,1.0060250953513072,39,target
AAPL,2022-07-27 11:10:00,2022-07-27 12:05:00,2022-07-27 14:00:00,-1,154.29500000000002,154.77,154.77,153.34500000000003,0.4749999999999943,-1.0,-0.3078518422502312,23,stop
AAPL,2022-07-29 10:30:00,2022-07-29 10:35:00,2022-07-29 11:20:00,1,163.035,161.5,161.5,166.105,1.5349999999999966,-1.0,-0.9415156254791895,9,stop
IWM,2022-07-29 10:45:00,2022-07-29 10:50:00,2022-07-29 11:20:00,1,186.79000000000002,186.07,186.07,188.23000000000008,0.7200000000000273,-1.0,-0.38545960704535964,6,stop
AMD,2022-07-29 10:45:00,2022-07-29 10:55:00,2022-07-29 11:15:00,1,92.80015,92.1118,92.1118,94.17685,0.6883499999999998,-1.0,-0.741755266559375,4,stop
NVDA,2022-07-29 11:00:00,2022-07-29 11:05:00,2022-07-29 11:15:00,-1,179.17495000000002,177.70485000000008,179.91,177.70485000000008,0.7350499999999727,2.0,0.8204829972046567,2,target
GOOGL,2022-07-29 11:00:00,2022-07-29 11:50:00,2022-07-29 13:15:00,-1,114.53999999999999,115.25,115.25,113.11999999999998,0.710000000000008,-1.0,-0.6198707874978244,17,stop
AMZN,2022-07-29 11:00:00,2022-07-29 12:00:00,2022-07-29 15:55:00,-1,136.53500000000003,134.96,137.49,134.62500000000006,0.9549999999999841,1.6492146596859092,1.1535503716995765,47,flatten
AMZN,2022-08-01 10:50:00,2022-08-01 11:00:00,2022-08-01 12:35:00,1,138.2,136.75,136.75,141.09999999999997,1.4499999999999886,-1.0,-1.0492040520984,19,stop
AAPL,2022-08-01 10:40:00,2022-08-01 11:05:00,2022-08-01 12:45:00,1,162.70999999999998,162.1805,162.1805,163.76899999999995,0.5294999999999845,-1.0,-0.3254256038350345,20,stop
NVDA,2022-08-01 10:45:00,2022-08-01 11:15:00,2022-08-01 11:15:00,1,186.44,186.27,186.27,186.77999999999997,0.1699999999999875,-1.0,-0.09118214975326512,0,stop
IWM,2022-08-02 10:55:00,2022-08-02 11:00:00,2022-08-02 15:55:00,1,187.34,187.0,185.98,190.06000000000003,1.3600000000000136,-0.25,-0.18148820326678947,59,flatten
AMZN,2022-08-02 10:45:00,2022-08-02 11:05:00,2022-08-02 13:35:00,1,135.77445,134.6701,134.6701,137.98315000000002,1.1043500000000108,-1.0,-0.8133709987409344,30,stop
GOOGL,2022-08-02 10:50:00,2022-08-02 11:10:00,2022-08-02 15:55:00,1,114.805,115.13,113.72,116.97500000000002,1.085000000000008,0.29953917050689977,0.2830887156482632,57,flatten
AAPL,2022-08-02 10:45:00,2022-08-02 11:10:00,2022-08-02 15:55:00,1,160.86599999999999,159.99,159.63,163.33799999999997,1.23599999999999,-0.7087378640776565,-0.5445526090037525,57,flatten
SPY,2022-08-02 10:45:00,2022-08-02 11:20:00,2022-08-02 15:55:00,1,409.56,408.12,406.82,415.04,2.740000000000009,-0.5255474452554719,-0.35159683562847877,55,flatten
META,2022-08-03 10:35:00,2022-08-03 10:40:00,2022-08-03 11:00:00,-1,166.46499999999997,167.72,167.72,163.95499999999993,1.2550000000000239,-1.0,-0.7539122338029159,4,stop
AMZN,2022-08-03 10:35:00,2022-08-03 10:40:00,2022-08-03 11:25:00,-1,137.66,138.42,138.42,136.14000000000001,0.7599999999999909,-1.0,-0.5520848467238058,9,stop
QQQ,2022-08-03 10:35:00,2022-08-03 10:40:00,2022-08-03 11:10:00,-1,318.85995,320.42,320.42,315.73985000000005,1.5600499999999897,-1.0,-0.4892586855138093,6,stop
GOOGL,2022-08-03 10:35:00,2022-08-03 10:40:00,2022-08-03 12:45:00,-1,117.395,118.5759,118.5759,115.03319999999998,1.1809000000000083,-1.0,-1.0059201839942147,25,stop
NVDA,2022-08-03 10:35:00,2022-08-03 10:50:00,2022-08-03 12:45:00,-1,184.8,186.91,186.91,180.58000000000004,2.109999999999985,-1.0,-1.1417748917748838,23,stop
IWM,2022-08-03 11:15:00,2022-08-03 11:20:00,2022-08-03 12:50:00,1,188.255,189.485,187.64,189.485,0.6150000000000091,2.0,0.6533691004223092,18,target
GOOGL,2022-08-04 10:35:00,2022-08-04 10:40:00,2022-08-04 15:55:00,-1,117.255,118.2,118.78,114.20499999999998,1.5250000000000057,-0.6196721311475435,-0.8059357809901561,63,flatten
AMD,2022-08-04 10:35:00,2022-08-04 10:40:00,2022-08-04 10:40:00,-1,100.75,101.02,101.02,100.21000000000001,0.269999999999996,-1.0,-0.2679900744416834,0,stop
AMZN,2022-08-04 10:35:00,2022-08-04 10:45:00,2022-08-04 10:55:00,-1,140.315,141.03,141.03,138.885,0.7150000000000034,-1.0,-0.5095677582582072,2,stop
MSFT,2022-08-04 10:30:00,2022-08-04 10:45:00,2022-08-04 12:25:00,-1,281.305,283.4,283.4,277.11500000000007,2.0949999999999704,-1.0,-0.7447432502088376,20,stop
QQQ,2022-08-04 10:35:00,2022-08-04 10:45:00,2022-08-04 15:10:00,-1,321.665,324.52,324.52,315.9550000000001,2.8549999999999613,-1.0,-0.8875693656443695,53,stop
AAPL,2022-08-04 10:30:00,2022-08-04 10:45:00,2022-08-04 15:55:00,-1,165.17535,165.82,167.19,161.14605000000003,2.014649999999989,-0.3199811381629504,-0.3902822061524219,62,flatten
SPY,2022-08-04 10:35:00,2022-08-04 10:45:00,2022-08-04 15:55:00,-1,413.16999999999996,414.17,415.09,409.3299999999999,1.920000000000016,-0.5208333333333586,-0.24203112520271483,62,flatten
META,2022-08-04 10:35:00,2022-08-04 10:50:00,2022-08-04 15:55:00,-1,167.85500000000002,170.56,172.15,159.26500000000004,4.2949999999999875,-0.6298020954598351,-1.6115099341693626,61,flatten
NVDA,2022-08-04 10:35:00,2022-08-04 10:55:00,2022-08-04 15:10:00,-1,189.15449999999998,192.39,192.39,182.68349999999998,3.235500000000002,-1.0,-1.7105064907258363,51,stop
IWM,2022-08-04 10:35:00,2022-08-04 10:55:00,2022-08-04 15:55:00,-1,189.30505,189.42,190.01,187.89515,0.7049499999999966,-0.16306121001488583,-0.06072209906708417,60,flatten
META,2022-08-05 10:45:00,2022-08-05 10:55:00,2022-08-05 11:20:00,-1,170.2575,167.5485,171.612,167.5485,1.3545000000000016,2.0,1.591119333950048,5,target
AMD,2022-08-05 11:00:00,2022-08-05 11:05:00,2022-08-05 15:55:00,-1,103.0,102.27,103.86,101.28,0.8599999999999994,0.8488372093023308,0.7087378640776737,58,flatten
QQQ,2022-08-08 10:50:00,2022-08-08 11:00:00,2022-08-08 11:40:00,-1,324.75480000000005,321.3244000000001,326.47,321.3244000000001,1.7151999999999816,2.0,1.0563046335265753,8,target
