label,leg,n,mean_bps,ann_ret_arith_pct,ann_ret_geom_pct,ann_vol_pct,sharpe,t,p,win_rate,start,end,symbol,period
KO|full,total,9239,5.011738098235326,12.62958000755302,10.820509350254035,21.70002489372517,0.5820076276135988,3.5240404893519597,0.00042501929746707745,0.5070895118519321,1990-01-03,2026-09-10,KO,full
MCD|full,overnight,9239,1.008729979351899,2.541999547966785,1.7091445638447094,12.992134667314337,0.195656804140274,1.1846966725070138,0.2361373985780122,0.5226756142439658,1990-01-03,2026-09-10,MCD,full
MCD|full,intraday,9239,4.589074941422791,11.564468852385435,9.944642436713607,20.418604861651744,0.566369197638214,3.4293502175953496,0.0006050282756366876,0.497239961034744,1990-01-03,2026-09-10,MCD,full
MCD|full,total,9239,5.527756911442007,13.929947416833857,11.823755316159172,23.474511737044644,0.5934073335741121,3.5930654015103736,0.0003268105184053294,0.5074142223184327,1990-01-03,2026-09-10,MCD,full
MDY|full,overnight,7889,5.447137444521147,13.726786360193291,13.8922967858646,11.933360718307979,1.1502867200799407,6.436011531841936,1.2265366500230357e-10,0.5659779439726201,1995-05-05,2026-09-10,MDY,full
MDY|full,intraday,7889,-0.35549339364472404,-0.8958433519847046,-2.444872819123906,17.76150726475775,-0.05043734963654973,-0.28220386989586227,0.7777871911247218,0.5175560907592851,1995-05-05,2026-09-10,MDY,full
MDY|full,total,7889,5.0978185892291865,12.846502844857548,11.107774978671056,21.46643003017242,0.5984461704531673,3.3483881774759223,0.000812830750534399,0.539231841805045,1995-05-05,2026-09-10,MDY,full
META|full,overnight,3597,8.380205138307208,21.118116948534162,18.714587813341517,28.140398327823895,0.7504555089276606,2.8352731068271444,0.004578652562209795,0.5521267723102585,2012-05-21,2026-09-10,META,full
META|full,intraday,3597,2.6982374962915996,6.799558490654831,2.7318698933489975,28.67100296728867,0.23715802681938217,0.8959995196384135,0.37025301978479175,0.5076452599388379,2012-05-21,2026-09-10,META,full
META|full,total,3597,11.028648647375537,27.792194591386355,21.957715896827583,39.863397541949155,0.6971857971247936,2.6340164307332925,0.008438140446434872,0.5221017514595496,2012-05-21,2026-09-10,META,full
