start,end,plain_terminal,ovl_terminal,plain_irr,ovl_irr,plain_dd,ovl_dd,ratio,beat,n_triggers,months_saving
1980-01-31,2009-12-31,1660037.6009300689,1580092.5080719485,0.08868699227767807,0.08608996862776874,-0.5047912129058942,-0.5034867972565031,0.9518413963555226,False,3,128
1980-02-29,2010-01-31,1585511.9643311754,1508447.8981096477,0.08627047452106651,0.08363848579445943,-0.5047420830789898,-0.5034211497637386,0.9513948377841248,False,3,128
1980-03-31,2010-02-28,1619408.7943438578,1542284.5701068216,0.08738451443589867,0.08481169792003995,-0.5046921478028037,-0.5033640622877782,0.9523750738501547,False,3,127
1980-04-30,2010-03-31,1698882.1186401462,1620044.217329267,0.08990042718092939,0.08740515601236054,-0.5046355956140394,-0.5033003364112438,0.9535942485674143,False,3,126
1980-05-31,2010-04-30,1708238.7455133686,1628156.775028037,0.09018823385571006,0.08766792272836343,-0.5045801661041898,-0.503226519801694,0.9531201533183437,False,3,126
1980-06-30,2010-05-31,1556560.9346443266,1482882.2897009167,0.08529833365347206,0.08273290356003749,-0.5045264993010782,-0.5031549703215632,0.9526657496641817,False,3,126
1980-07-31,2010-06-30,1461016.8829113247,1393309.2240272956,0.08194479227815021,0.07942017686353653,-0.5044731940573164,-0.5030940092439536,0.9536571687322941,False,3,125
1980-08-31,2010-07-31,1549350.7672311277,1478909.9789738064,0.0850531707917972,0.08259067182375013,-0.5044221854171002,-0.5030352981005282,0.954535286813581,False,3,124
1980-09-30,2010-08-31,1466139.6163944183,1402626.8113011413,0.08213058256541839,0.07977546219487608,-0.5043708215875682,-0.5029853346891247,0.956680247649627,False,3,123
1980-10-31,2010-09-30,1582957.8964112115,1517653.1717970264,0.08618548966715855,0.0839604706141508,-0.504319829202884,-0.5029355264610921,0.9587451284950534,False,3,122
1980-11-30,2010-10-31,1628785.0745662816,1564872.1189598278,0.08768821424353956,0.08557940835241551,-0.5042688692954139,-0.5028856416242719,0.9607603503958478,False,3,121
1980-12-31,2010-11-30,1616140.7471780954,1555345.5058269827,0.08727821386680401,0.08525709271240123,-0.5042221051273348,-0.5028383941182691,0.9623824586705918,False,3,120
1981-01-31,2010-12-31,1709473.1418539602,1648407.841461874,0.09022607634801028,0.08831772020798145,-0.5041714899492906,-0.5027885078427914,0.9642782920088119,False,3,119
1981-02-28,2011-01-31,1734194.756230384,1675931.5880596698,0.0909778105489274,0.08918716433135865,-0.5041175118702854,-0.5027363228025543,0.966403330444061,False,3,118
1981-03-31,2011-02-28,1777655.4591492289,1721611.0719461632,0.09227176566482709,0.09059662161637139,-0.5040636118965529,-0.5026840814295206,0.9684728629979354,False,3,117
1981-04-30,2011-03-31,1762994.724909921,1710842.2594051345,0.09183911864783845,0.09026801445841137,-0.5040106501045393,-0.5026323290520571,0.970418252098031,False,3,117
1981-05-31,2011-04-30,1798932.753139423,1749444.9401018056,0.09289288399726936,0.09143579540548874,-0.5039554620354334,-0.5025790257495844,0.9724904597177113,False,3,116
1981-06-30,2011-05-31,1762594.3351645845,1717784.8260989191,0.09182724859686098,0.09048011954392976,-0.5038995412223076,-0.5025251346035413,0.9745775257688655,False,3,116
1981-07-31,2011-06-30,1717500.7853757539,1677560.5656050507,0.09047145986895044,0.08923813713058526,-0.5038420159548535,-0.5024701013664761,0.9767451519610425,False,3,115
1981-08-31,2011-07-31,1667090.294969135,1629991.2547054924,0.08890957152860879,0.08772714520691216,-0.503783331226688,-0.5024049283061978,0.9777462322373309,False,3,114
1981-09-30,2011-08-31,1561037.3458797282,1528111.092067637,0.08544992262355522,0.08432370340872763,-0.5037199676624813,-0.5023352622755997,0.9789074528556295,False,3,113
1981-10-31,2011-09-30,1435947.6792797672,1407555.3398181284,0.08102522167304693,0.07996234787713119,-0.503651763377106,-0.5022609755859109,0.9802274554488785,False,3,112
1981-11-30,2011-10-31,1576896.5129801512,1545350.924852986,0.08598320449310659,0.08491663164553387,-0.5035854754974505,-0.5021774318508907,0.9799951437094957,False,3,112
1981-12-31,2011-11-30,1558189.1839172696,1526718.468501391,0.08535352731592738,0.08427548996906298,-0.5035205974312555,-0.5020956233176094,0.9798030202361169,False,3,112
1982-01-31,2011-12-31,1557868.6354636932,1528369.5672974354,0.08534266646075905,0.0843326467158585,-0.5034499089375668,-0.5020184443970553,0.9810644700748613,False,3,111
1982-02-28,2012-01-31,1610127.748317292,1579289.3485447434,0.08708201781975156,0.08606316065559039,-0.5033764741205926,-0.5019260377005217,0.9808472341373055,False,3,111
1982-03-31,2012-02-29,1660367.6561544926,1628179.5421846234,0.08869743143299091,0.08766865816279368,-0.5032971903568536,-0.5018262157580748,0.9806138635316357,False,3,111
1982-04-30,2012-03-31,1694961.4970133891,1661700.319121166,0.08977932093769425,0.08873955876742357,-0.5032153075267674,-0.5017230612295961,0.9803764404378322,False,3,111
1982-05-31,2012-04-30,1665170.8343791782,1632125.573131695,0.08884909536793262,0.08779595662418704,-0.5031346780768026,-0.5016214258206597,0.9801550324055468,False,3,112
1982-06-30,2012-05-31,1546667.0686310476,1515655.541493201,0.08496160203918501,0.08389077773232057,-0.5030495645347791,-0.5015140735931898,0.979949448871828,False,3,112
1982-07-31,2012-06-30,1590857.128409478,1558539.377229447,0.08644785168002933,0.08536538982868414,-0.5029607595869262,-0.5014019947667823,0.979685321451624,False,3,112
