offset,quad,label,archetype,n,mean_pct,t,p
0,Q1,IWO,D,37,1.0652634930819973,0.5445206473942688,0.5860832440021457
0,Q1,QQQ,C,37,2.780586101335083,1.6599154323950829,0.09693146642415185
0,Q1,SPY,B,37,1.4616595510401962,1.0847727492072397,0.2780223177989529
0,Q1,IWD,A,37,1.0407720933244058,0.7186248904846567,0.47237207295428485
0,Q2,IWO,D,12,2.7785477424295877,1.196831087555045,0.2313723985802758
0,Q2,QQQ,C,12,4.297032745922345,1.6245611857146076,0.10425609319989482
0,Q2,SPY,B,12,3.0526984367876753,2.3856840612958408,0.017047389279454483
0,Q2,IWD,A,12,2.6201966380053525,2.421547795510224,0.015454568570965499
0,Q3,IWO,D,18,4.88890018269393,2.853548402807887,0.0043233941208296045
0,Q3,QQQ,C,18,4.698150787617751,3.140790470664698,0.0016849253016109067
0,Q3,SPY,B,18,4.548001378802592,3.985932722906365,6.721555680089253e-05
0,Q3,IWD,A,18,4.796649874837548,4.880890550757606,1.0560784480251328e-06
0,Q4,IWO,D,24,3.6627433128405698,2.0683685214872356,0.03860538290618898
0,Q4,QQQ,C,24,4.768305771392423,3.2332227908139846,0.0012240206448788093
0,Q4,SPY,B,24,3.6742445255336,3.1639341291420884,0.001556520196173139
0,Q4,IWD,A,24,2.9849550645659058,2.7114380560342206,0.0066992056861368
1,Q1,IWO,D,37,0.6804262839434276,0.3762407991095931,0.706737886607308
1,Q1,QQQ,C,37,2.4982737991592594,1.37837546315982,0.1680873950329591
1,Q1,SPY,B,37,1.279392831478724,0.8978762028675727,0.3692515528758116
1,Q1,IWD,A,37,0.8320033711837744,0.5650085729407155,0.5720679330864993
1,Q2,IWO,D,15,3.9111544789224406,2.6957260843830513,0.007023539659005262
1,Q2,QQQ,C,15,3.135508023238724,2.144277706312054,0.032010642011524704
1,Q2,SPY,B,15,2.397416859536825,2.5116942237184126,0.01201531478354001
1,Q2,IWD,A,15,2.3661365619310013,2.060384315391004,0.03936181513462822
1,Q3,IWO,D,17,5.072054471116559,1.7235807293069956,0.08478355986772623
1,Q3,QQQ,C,17,5.775326200769069,2.302605129510702,0.02130107029212769
1,Q3,SPY,B,17,5.046954476682956,2.6504076040831386,0.008039471370279605
1,Q3,IWD,A,17,5.399700118488243,2.7171034659588,0.006585601675283659
1,Q4,IWO,D,23,3.788916024426242,2.576575593639925,0.00997843840685908
1,Q4,QQQ,C,23,5.676106610455184,4.615140489935723,3.928294926014431e-06
1,Q4,SPY,B,23,4.423434737803901,5.244230669107656,1.5693576416175858e-07
1,Q4,IWD,A,23,3.5531578601345877,3.89497448005888,9.820906916657712e-05
2,Q1,IWO,D,42,2.435854056697043,1.184695186494084,0.23613798633192884
2,Q1,QQQ,C,42,3.7314836751497236,2.076611167641599,0.037837461337101974
2,Q1,SPY,B,42,2.402494804421404,1.583890008037979,0.11321875159925066
2,Q1,IWD,A,42,2.084673331364718,1.305479903122059,0.1917294860092036
2,Q2,IWO,D,10,4.225910848983487,1.9497475426198796,0.05120621669749159
2,Q2,QQQ,C,10,5.348887581846244,2.487618058165666,0.012860176223074227
2,Q2,SPY,B,10,3.6795874341259736,3.389358133315051,0.0007005644846564962
2,Q2,IWD,A,10,3.398332253880011,3.1126395484190366,0.0018542232940019776
2,Q3,IWO,D,14,2.6966740725049756,0.9739798491243663,0.3300665446565607
2,Q3,QQQ,C,14,3.1757310759089155,1.3250437959562305,0.1851566257715178
2,Q3,SPY,B,14,2.845419899421368,1.5824947150242326,0.11353667785656452
2,Q3,IWD,A,14,3.1479852173430753,2.021812637995926,0.04319571165874736
2,Q4,IWO,D,26,3.206051042685449,2.1784892292818783,0.029369633244633153
2,Q4,QQQ,C,26,4.587359276235169,2.985895419121032,0.0028274932229932492
2,Q4,SPY,B,26,3.7654262105365515,3.4705307565869132,0.0005194308517821877
2,Q4,IWD,A,26,3.0019955651280643,2.7563220676071922,0.005845540730112342
