draw_mean_R,draw_win_rate
-0.19002694545605997,0.32753084333277
-0.1836222640903218,0.3307419300321109
-0.16085634598335238,0.34324826770322797
-0.1613340600009217,0.3353050532364374
-0.17135758001003976,0.33361500760520535
-0.18878848573496054,0.3288828798377556
-0.17881480337479586,0.32854487071150923
-0.1611055282675315,0.3353050532364374
-0.1855062810052405,0.3314179482846037
-0.16625162007487526,0.3353050532364374
-0.17540995890094194,0.3273618387696468
-0.17070215793458182,0.33361500760520535
-0.170168267821566,0.336657089741423
-0.1515830498769493,0.3434172722663512
-0.18459668075634966,0.330065911779618
-0.1531155854863037,0.33817813080953185
-0.15670516989575217,0.3393611627513943
-0.18853183610345725,0.32533378401216834
-0.17009001731937395,0.3390231536251479
-0.18489250027059817,0.33361500760520535
-0.17345160851055483,0.32600980226466114
-0.18290577284893983,0.330065911779618
-0.16940566622575032,0.3332769984789589
-0.15887176062428113,0.3378401216832854
-0.17253074268666357,0.3324319756633429
-0.1601318865845337,0.33293898935271254
-0.169226126176994,0.3378401216832854
-0.1664275435927266,0.33496704411019096
-0.17241352377113556,0.3405441946932567
-0.17501104991923436,0.3322629711002197
-0.16893079432520514,0.3361500760520534
-0.16665421165445896,0.3309109345952341
-0.1976204641701941,0.3268548250802772
-0.16675480149821592,0.3364880851782998
-0.16832527540581407,0.3354740577995606
-0.17063686679057233,0.3339530167314517
-0.16463905227173292,0.34223424032448874
-0.17802842074408143,0.33446003042082134
-0.168486138032699,0.3405441946932567
-0.17671097629967392,0.32955889809024846
-0.15620169048846946,0.3430792631401048
-0.1510549330925799,0.3391921581882711
-0.14815456720788434,0.342403244887612
-0.1828427520515977,0.32905188440087885
-0.17243292028647378,0.3309109345952341
-0.17487370868010704,0.3356430623626838
-0.14575116363325963,0.3400371810038871
-0.17344046028269114,0.3287138752746324
-0.16590860212362118,0.33817813080953185
-0.15144547072811582,0.3398681764407639
